"profile","country","N","R0","alpha","gamma","rho","k","S_0","E_0","I_0","R_0","loglik","loglik.se"
"k","Liberia",4092310,1.92376261252271,0.619761102553862,1.00503358535015,0.2,0.262626262626263,0.999983472994091,5.80863465613486e-06,1.07183712527704e-05,0,-88.1394301329288,0.0124786583368454
"k","Liberia",4092310,1.91358873728481,0.619761102553862,1.00503358535015,0.2,0.202020202020202,0.999983260876871,5.24041628626396e-06,1.14987068427982e-05,0,-88.1651027476325,0.014425388368543
"k","Liberia",4092310,1.92164383094045,0.619761102553862,1.00503358535015,0.2,0.272727272727273,0.999983180626316,6.37428354389558e-06,1.04450901400462e-05,0,-88.1894844141053,0.0154360796739471
"k","Liberia",4092310,1.93006774636902,0.619761102553862,1.00503358535015,0.2,0.282828282828283,0.99998373203623,5.38769883812548e-06,1.08802649313704e-05,0,-88.2340645279656,0.0136178302035001
"k","Liberia",4092310,1.91418477602359,0.619761102553862,1.00503358535015,0.2,0.191919191919192,0.999983268377404,5.61779693767925e-06,1.11138256585593e-05,0,-88.2365068329108,0.00910818977970946
"k","Liberia",4092310,1.92563604826673,0.619761102553862,1.00503358535015,0.2,0.292929292929293,0.999983564273256,5.67469827986882e-06,1.07610284640502e-05,0,-88.2702208403897,0.0134421230881343
"k","Liberia",4092310,1.91106182108247,0.619761102553862,1.00503358535015,0.2,0.181818181818182,0.999983400896644,5.43545538591964e-06,1.11636479697516e-05,0,-88.3110128904425,0.0262403880094288
"k","Liberia",4092310,1.92307723857387,0.619761102553862,1.00503358535015,0.2,0.303030303030303,0.99998332009497,6.1537206955163e-06,1.05261843340434e-05,0,-88.3387819427158,0.0137896300884114
"k","Liberia",4092310,1.92168223723157,0.619761102553862,1.00503358535015,0.2,0.313131313131313,0.999983377603218,5.7806765903108e-06,1.08417201913769e-05,0,-88.3818807485886,0.0193023939670629
"k","Liberia",4092310,1.90766481670861,0.619761102553862,1.00503358535015,0.2,0.171717171717172,0.999983220102705,5.51105125304375e-06,1.12688460419586e-05,0,-88.3975056632069,0.0167662499251741
"k","Liberia",4092310,1.93108531421597,0.619761102553862,1.00503358535015,0.2,0.323232323232323,0.999983565164744,6.49032066342566e-06,9.94451459220098e-06,0,-88.4572703054013,0.00979148651116445
"k","Liberia",4092310,1.92089333478451,0.619761102553862,1.00503358535015,0.2,0.333333333333333,0.999983135294279,6.03786452194919e-06,1.08268411993152e-05,0,-88.5178321245545,0.0155355556668421
"k","Liberia",4092310,1.91056105567124,0.619761102553862,1.00503358535015,0.2,0.161616161616162,0.999983146918191,5.70176729513178e-06,1.11513145142783e-05,0,-88.5545496265786,0.0185889905013359
"k","Liberia",4092310,1.92573337279179,0.619761102553862,1.00503358535015,0.2,0.343434343434343,0.99998353864715,5.68653672728821e-06,1.07748161225821e-05,0,-88.5871367451346,0.0130765008733812
"k","Liberia",4092310,1.9229545919603,0.619761102553862,1.00503358535015,0.2,0.353535353535354,0.999983491986667,5.8845137809668e-06,1.06234995521488e-05,0,-88.6602644028325,0.0133072595534471
"k","Liberia",4092310,1.93017340385062,0.619761102553862,1.00503358535015,0.2,0.363636363636364,0.999983641152075,5.74139553499614e-06,1.06174523904509e-05,0,-88.7298090220101,0.0114747605651448
"k","Liberia",4092310,1.9100900077827,0.619761102553862,1.00503358535015,0.2,0.151515151515152,0.999983492569484,5.41320197516844e-06,1.10942285409731e-05,0,-88.7688856155338,0.0206261606409267
"k","Liberia",4092310,1.93303198930188,0.619761102553862,1.00503358535015,0.2,0.373737373737374,0.999983724977621,5.8800407347358e-06,1.03949816446091e-05,0,-88.8079222692075,0.0108288543896451
"k","Liberia",4092310,1.93055045141399,0.619761102553862,1.00503358535015,0.2,0.373737373737374,0.999983542830449,6.92757123174132e-06,9.52959831968334e-06,0,-88.8269902124966,0.0114848498964818
"k","Liberia",4092310,1.93350048190689,0.619761102553862,1.00503358535015,0.2,0.383838383838384,0.999983624740774,6.35211140338632e-06,1.00231478224237e-05,0,-88.8845274749069,0.0130700848663148
"k","Liberia",4092310,1.93544126696606,0.619761102553862,1.00503358535015,0.2,0.383838383838384,0.999983804957953,6.51812155579555e-06,9.67692049066534e-06,0,-88.8936299542095,0.0111979671825856
"k","Liberia",4092310,1.93518358252508,0.619761102553862,1.00503358535015,0.2,0.393939393939394,0.99998331678294,6.71459053156635e-06,9.968626528295e-06,0,-88.970149914572,0.00700807834341567
"k","Liberia",4092310,1.90222455097837,0.619761102553862,1.00503358535015,0.2,0.141414141414141,0.999982937079998,5.36967478187789e-06,1.16932452203034e-05,0,-88.9805195216402,0.0133190038923817
"k","Liberia",4092310,1.93101673224141,0.619761102553862,1.00503358535015,0.2,0.404040404040404,0.999983505667187,6.14155564237926e-06,1.03527771701008e-05,0,-89.0518761472147,0.0103017189966897
"k","Liberia",4092310,1.93271697668375,0.619761102553862,1.00503358535015,0.2,0.414141414141414,0.999983603079066,5.76685851112885e-06,1.06300624223713e-05,0,-89.1208340849756,0.011969074016063
"k","Liberia",4092310,1.93774474217676,0.619761102553862,1.00503358535015,0.2,0.424242424242424,0.999983637900523,6.53636977863221e-06,9.82572969870337e-06,0,-89.2111475856381,0.0105181502709366
"k","Liberia",4092310,1.89839749220686,0.619761102553862,1.00503358535015,0.2,0.131313131313131,0.999982934168245,5.21245581963234e-06,1.18533759351204e-05,0,-89.271095814576,0.0260181827483572
"k","Liberia",4092310,1.9268086805953,0.619761102553862,1.00503358535015,0.2,0.434343434343434,0.999983196500246,6.28405542674583e-06,1.0519444326913e-05,0,-89.2913038235893,0.00999600264764805
"k","Liberia",4092310,1.93363283018594,0.619761102553862,1.00503358535015,0.2,0.444444444444444,0.999983493039973,6.34083860686358e-06,1.01661214200897e-05,0,-89.3748974103242,0.00919919107303727
"k","Liberia",4092310,1.94123405618538,0.619761102553862,1.00503358535015,0.2,0.454545454545455,0.999983560095582,6.43075211569781e-06,1.00091523025277e-05,0,-89.4626361757487,0.00949181097388653
"k","Liberia",4092310,1.93710360730781,0.619761102553862,1.00503358535015,0.2,0.464646464646465,0.999983729478134,6.1106231837249e-06,1.01598986825194e-05,0,-89.5470603426837,0.00627772422768321
"k","Liberia",4092310,1.94034821661628,0.619761102553862,1.00503358535015,0.2,0.474747474747475,0.999983712634581,6.54174959590228e-06,9.74561582306717e-06,0,-89.6335550123753,0.0102940340732238
"k","Liberia",4092310,1.89526841361781,0.619761102553862,1.00503358535015,0.2,0.121212121212121,0.999983213610741,5.09561207342552e-06,1.16907771859467e-05,0,-89.6407766980076,0.0206398096866229
"k","Liberia",4092310,1.93518220184572,0.619761102553862,1.00503358535015,0.2,0.484848484848485,0.999983588566778,6.12422420945056e-06,1.02872090121265e-05,0,-89.721304631381,0.0114963346544571
"k","Liberia",4092310,1.94784914800581,0.619761102553862,1.00503358535015,0.2,0.494949494949495,0.999983846939287,6.52355818911729e-06,9.62950252448702e-06,0,-89.8113704396611,0.0116984041875791
"k","Liberia",4092310,1.94122536845793,0.619761102553862,1.00503358535015,0.2,0.505050505050505,0.999983639616634,6.65280627497703e-06,9.70757709093695e-06,0,-89.8933165999231,0.0130945164589158
"k","Liberia",4092310,1.93941695860909,0.619761102553862,1.00503358535015,0.2,0.515151515151515,0.999983474795626,6.20053280644707e-06,1.03246715680019e-05,0,-89.9775126392901,0.0113156072489459
"k","Liberia",4092310,1.93968850325735,0.619761102553862,1.00503358535015,0.2,0.525252525252525,0.999983593460827,6.60600463166861e-06,9.8005345416791e-06,0,-90.0667297787074,0.0116817084305756
"k","Liberia",4092310,1.89794940160204,0.619761102553862,1.00503358535015,0.2,0.111111111111111,0.999983006493976,5.41673888706988e-06,1.15767671368005e-05,0,-90.1199824826936,0.0263210249569416
"k","Liberia",4092310,1.94138369637756,0.619761102553862,1.00503358535015,0.2,0.535353535353535,0.999983695849802,6.05673443016092e-06,1.02474157680479e-05,0,-90.1467254940138,0.00635527399104941
"k","Liberia",4092310,1.94449911908742,0.619761102553862,1.00503358535015,0.2,0.545454545454546,0.999983727038876,6.4596195879401e-06,9.8133415359858e-06,0,-90.2410856780318,0.0122089755623723
"k","Liberia",4092310,1.93773687130198,0.619761102553862,1.00503358535015,0.2,0.555555555555556,0.999983736371822,6.49132535806334e-06,9.77230281941199e-06,0,-90.3283238529258,0.00835803756897546
"k","Liberia",4092310,1.93828348547655,0.619761102553862,1.00503358535015,0.2,0.565656565656566,0.999983569137819,6.34242391549679e-06,1.00884382655338e-05,0,-90.4064901867735,0.00981641365599501
"k","Liberia",4092310,1.93873407469286,0.619761102553862,1.00503358535015,0.2,0.575757575757576,0.999983436947261,6.79551117617609e-06,9.76754156260443e-06,0,-90.4957900901289,0.0103986193119941
"k","Liberia",4092310,1.94107612303784,0.619761102553862,1.00503358535015,0.2,0.575757575757576,0.999983717884682,6.10737058120335e-06,1.01747447369289e-05,0,-90.4958974089024,0.0107196407934054
"k","Liberia",4092310,1.94731855952941,0.619761102553862,1.00503358535015,0.2,0.575757575757576,0.999983821973174,6.80567264280403e-06,9.37235418358437e-06,0,-90.5103690421384,0.00869404770764438
"k","Liberia",4092310,1.944117270488,0.619761102553862,1.00503358535015,0.2,0.585858585858586,0.999983541162156,7.11595230150974e-06,9.34288554251142e-06,0,-90.594171157947,0.0097128751678418
"k","Liberia",4092310,1.94308798033357,0.619761102553862,1.00503358535015,0.2,0.595959595959596,0.999983654619398,6.76707635791241e-06,9.57830424442001e-06,0,-90.6768533687083,0.0116453004484042
"k","Liberia",4092310,1.89669933498754,0.619761102553862,1.00503358535015,0.2,0.101010101010101,0.999983168208387,4.74310940680843e-06,1.20886822059531e-05,0,-90.7586250490988,0.0279421079308833
"k","Liberia",4092310,1.95445188112603,0.619761102553862,1.00503358535015,0.2,0.606060606060606,0.999984033431001,6.9370421338725e-06,9.029526865136e-06,0,-90.7753343135713,0.00775927792514714
"k","Liberia",4092310,1.9370609092725,0.619761102553862,1.00503358535015,0.2,0.616161616161616,0.999983499733871,6.81253312611629e-06,9.68773300291446e-06,0,-90.8420216646877,0.00766565805188996
"k","Liberia",4092310,1.94196288409481,0.619761102553862,1.00503358535015,0.2,0.616161616161616,0.999983573777408,6.62465580648975e-06,9.80156678520879e-06,0,-90.8429724688342,0.0103612650491507
"k","Liberia",4092310,1.9415612916235,0.619761102553862,1.00503358535015,0.2,0.626262626262626,0.999983507794418,6.70466141272099e-06,9.78754416872057e-06,0,-90.9322490506389,0.00917725125644302
"k","Liberia",4092310,1.94790551451485,0.619761102553862,1.00503358535015,0.2,0.626262626262626,0.999983795229493,6.96300181164295e-06,9.24176869495968e-06,0,-90.9417403098672,0.00770463516770608
"k","Liberia",4092310,1.94935116033872,0.619761102553862,1.00503358535015,0.2,0.626262626262626,0.999983863117985,6.80390472739894e-06,9.3329772873219e-06,0,-90.9418744881088,0.0085398034152052
"k","Liberia",4092310,1.94390795248182,0.619761102553862,1.00503358535015,0.2,0.636363636363636,0.999983599328833,6.78153540721181e-06,9.61913576013191e-06,0,-91.0197389577034,0.00536317388397747
"k","Liberia",4092310,1.95047268662791,0.619761102553862,1.00503358535015,0.2,0.646464646464647,0.999983763371897,6.82417127320662e-06,9.41245682962725e-06,0,-91.1000786399047,0.00711546797997768
"k","Liberia",4092310,1.94287951463424,0.619761102553862,1.00503358535015,0.2,0.656565656565657,0.999983686188786,6.13181406840101e-06,1.01819971455826e-05,0,-91.1766972786803,0.00495232786545424
"k","Liberia",4092310,1.93708742874452,0.619761102553862,1.00503358535015,0.2,0.666666666666667,0.999983575879176,6.41889346022706e-06,1.00052273633535e-05,0,-91.2688479064262,0.00891550442518081
"k","Liberia",4092310,1.95181398660577,0.619761102553862,1.00503358535015,0.2,0.676767676767677,0.999983908758769,6.99303587830067e-06,9.09820535216195e-06,0,-91.3629098996304,0.00785107406445975
"k","Liberia",4092310,1.94488039896943,0.619761102553862,1.00503358535015,0.2,0.686868686868687,0.999983349495586,6.78251974127351e-06,9.86798467227332e-06,0,-91.4349513415386,0.00519169424227653
"k","Liberia",4092310,1.88998960042877,0.619761102553862,1.00503358535015,0.2,0.0909090909090909,0.999983015470126,5.10262519576811e-06,1.18819046783002e-05,0,-91.4797579116992,0.0324600403982452
"k","Liberia",4092310,1.95458828749035,0.619761102553862,1.00503358535015,0.2,0.696969696969697,0.999983937176357,6.76597805798084e-06,9.29684558518096e-06,0,-91.52085408257,0.0118643095417137
"k","Liberia",4092310,1.94549499665663,0.619761102553862,1.00503358535015,0.2,0.707070707070707,0.999983704524838,7.17796197400908e-06,9.11751318757578e-06,0,-91.6128922950746,0.0109365732159167
"k","Liberia",4092310,1.94824420979071,0.619761102553862,1.00503358535015,0.2,0.717171717171717,0.999983608025273,6.32509816716882e-06,1.00668765600315e-05,0,-91.6893927150392,0.0117090604686851
"k","Liberia",4092310,1.95856204823343,0.619761102553862,1.00503358535015,0.2,0.727272727272727,0.999984081131977,7.21900011691603e-06,8.69986790605642e-06,0,-91.7788775053385,0.00755155312926485
"k","Liberia",4092310,1.94746450070655,0.619761102553862,1.00503358535015,0.2,0.737373737373737,0.999983532832201,6.64874305844691e-06,9.81842474039665e-06,0,-91.8505146909477,0.00617416892581825
"k","Liberia",4092310,1.94435483054618,0.619761102553862,1.00503358535015,0.2,0.747474747474748,0.999983708924315,6.96628982520475e-06,9.324785859973e-06,0,-91.9361560524046,0.00705076110171975
"k","Liberia",4092310,1.9488782328816,0.619761102553862,1.00503358535015,0.2,0.757575757575758,0.999983583934482,6.82397960182035e-06,9.59208591615615e-06,0,-92.0130652279355,0.0077712382838424
"k","Liberia",4092310,1.94849449421114,0.619761102553862,1.00503358535015,0.2,0.767676767676768,0.999983811577799,6.38778752982656e-06,9.80063467088968e-06,0,-92.0915057670813,0.00757807517635103
"k","Liberia",4092310,1.94924039567199,0.619761102553862,1.00503358535015,0.2,0.777777777777778,0.999983722477612,6.66364694493567e-06,9.61387544324127e-06,0,-92.1720407689525,0.00755156627169598
"k","Liberia",4092310,1.94230960166736,0.619761102553862,1.00503358535015,0.2,0.787878787878788,0.99998361003671,6.70268764756594e-06,9.68727564205798e-06,0,-92.2575838952517,0.0115284584151709
"k","Liberia",4092310,1.9449015796188,0.619761102553862,1.00503358535015,0.2,0.797979797979798,0.999983651864453,7.3247134798822e-06,9.02342206758271e-06,0,-92.3441948466309,0.0104048168203248
"k","Liberia",4092310,1.94943456316568,0.619761102553862,1.00503358535015,0.2,0.808080808080808,0.999983888085557,6.94688840319745e-06,9.16502603966178e-06,0,-92.4240038499034,0.00816394200584666
"k","Liberia",4092310,1.94614589645991,0.619761102553862,1.00503358535015,0.2,0.818181818181818,0.999983546901424,6.58082058168102e-06,9.87227799432033e-06,0,-92.4916603269067,0.00511830312258329
"k","Liberia",4092310,1.88459910288206,0.619761102553862,1.00503358535015,0.2,0.0808080808080808,0.999982974873799,4.24390677088045e-06,1.27812194303428e-05,0,-92.4999119980436,0.0217138769488712
"k","Liberia",4092310,1.94815653106498,0.619761102553862,1.00503358535015,0.2,0.828282828282828,0.999983816815387,6.78800480633333e-06,9.3951798064588e-06,0,-92.5799551620446,0.0067884210188836
"k","Liberia",4092310,1.96305319175709,0.619761102553862,1.00503358535015,0.2,0.828282828282828,0.999984091294561,7.34257094351475e-06,8.56613449593874e-06,0,-92.5846709228241,0.00414923399477926
"k","Liberia",4092310,1.94827373703666,0.619761102553862,1.00503358535015,0.2,0.838383838383838,0.999983720019774,6.64212490441161e-06,9.63785532178634e-06,0,-92.6541485658043,0.0060015203464173
"k","Liberia",4092310,1.94347860126103,0.619761102553862,1.00503358535015,0.2,0.848484848484849,0.999983685818633,6.49519927524765e-06,9.81898209175126e-06,0,-92.7262450965067,0.00769541362498204
"k","Liberia",4092310,1.94566643587988,0.619761102553862,1.00503358535015,0.2,0.858585858585859,0.999983703459544,6.86366997339568e-06,9.43287048245973e-06,0,-92.8101319278815,0.00710154823505265
"k","Liberia",4092310,1.94818939980929,0.619761102553862,1.00503358535015,0.2,0.868686868686869,0.999983685059539,7.26628854350341e-06,9.0486519175258e-06,0,-92.8927245221517,0.00677398028913565
"k","Liberia",4092310,1.95186593705165,0.619761102553862,1.00503358535015,0.2,0.878787878787879,0.999983835449339,6.94388539277187e-06,9.22066526856321e-06,0,-92.9645346605366,0.00684598368896629
"k","Liberia",4092310,1.95083507207575,0.619761102553862,1.00503358535015,0.2,0.888888888888889,0.999983927427392,6.26071495798621e-06,9.81185764949839e-06,0,-93.0378183965035,0.00756589192644934
"k","Liberia",4092310,1.94803378817451,0.619761102553862,1.00503358535015,0.2,0.898989898989899,0.999983487232546,7.0231553881285e-06,9.48961206549094e-06,0,-93.1174417139422,0.00492021538673312
"k","Liberia",4092310,1.95518524392177,0.619761102553862,1.00503358535015,0.2,0.909090909090909,0.999983781542893,6.78129201103145e-06,9.43716509594264e-06,0,-93.1892724145978,0.00523970875600766
"k","Liberia",4092310,1.94344397105586,0.619761102553862,1.00503358535015,0.2,0.919191919191919,0.999983671215963,6.88498042079801e-06,9.44380361595732e-06,0,-93.2661894208359,0.00663310995180895
"k","Liberia",4092310,1.94916576620667,0.619761102553862,1.00503358535015,0.2,0.929292929292929,0.999983685823316,7.04773491566862e-06,9.26644176883008e-06,0,-93.3468673222633,0.00365342089600879
"k","Liberia",4092310,1.9466106042746,0.619761102553862,1.00503358535015,0.2,0.939393939393939,0.999983496212008,7.14363609654334e-06,9.36015189575429e-06,0,-93.4178883884682,0.00553313490388426
"k","Liberia",4092310,1.93826710434794,0.619761102553862,1.00503358535015,0.2,0.94949494949495,0.999983228287935,7.06514834491848e-06,9.70656372009736e-06,0,-93.4912344165435,0.00542314664254134
"k","Liberia",4092310,1.95582218569813,0.619761102553862,1.00503358535015,0.2,0.95959595959596,0.999984029914281,7.07715253014581e-06,8.89293318843776e-06,0,-93.5699928751828,0.0037789571825909
"k","Liberia",4092310,1.94607007291703,0.619761102553862,1.00503358535015,0.2,0.96969696969697,0.999983576520976,6.91882800823321e-06,9.50465101610642e-06,0,-93.6390905855718,0.00611481578267881
"k","Liberia",4092310,1.96292030491376,0.619761102553862,1.00503358535015,0.2,0.97979797979798,0.999984084685125,7.29697849007729e-06,8.61833638466923e-06,0,-93.7213868161999,0.0049641661636969
"k","Liberia",4092310,1.95398500043808,0.619761102553862,1.00503358535015,0.2,0.98989898989899,0.999984015746592,7.04679387228572e-06,8.93745953540153e-06,0,-93.7894550139242,0.00450215036657613
"k","Liberia",4092310,1.88787862482866,0.619761102553862,1.00503358535015,0.2,0.0707070707070707,0.999982836729352,4.54721296154013e-06,1.26160576870502e-05,0,-93.8325621813272,0.0471659536709416
"k","Liberia",4092310,1.95136632958472,0.619761102553862,1.00503358535015,0.2,1,0.999983598718631,7.21658892451018e-06,9.18469244480023e-06,0,-93.8606854981207,0.00481452293134555
"k","Liberia",4092310,1.85403825012461,0.619761102553862,1.00503358535015,0.2,0.0606060606060606,0.999981952686915,4.49053141441583e-06,1.3556781670807e-05,0,-95.5980426822623,0.0553402545234411
"k","Liberia",4092310,1.85567026407077,0.619761102553862,1.00503358535015,0.2,0.0505050505050505,0.999981851091259,4.80765394272065e-06,1.3341254798198e-05,0,-98.1045950448284,0.0604189657573006
"k","Liberia",4092310,1.84856221173244,0.619761102553862,1.00503358535015,0.2,0.0404040404040404,0.99998182289627,5.69003735798704e-06,1.24870663716864e-05,0,-101.81653651172,0.096015823277403
"R0","Liberia",4092310,1.90452261306533,0.619761102553862,1.00503358535015,0.2,0.236204395036215,0.999982928728905,5.57852276734737e-06,1.14927483278111e-05,0,-88.0983481692415,0.0118250362243584
"R0","Liberia",4092310,1.90452261306533,0.619761102553862,1.00503358535015,0.2,0.234423959602216,0.999982964804976,5.91590421770823e-06,1.11192908065556e-05,0,-88.100292606047,0.0170070386023779
"R0","Liberia",4092310,1.91457286432161,0.619761102553862,1.00503358535015,0.2,0.23417331326358,0.999983284336488,5.66546069703822e-06,1.10502028146818e-05,0,-88.1007719821838,0.0171421787508046
"R0","Liberia",4092310,1.90452261306533,0.619761102553862,1.00503358535015,0.2,0.234839097240759,0.999983012309923,5.65223461977123e-06,1.13354554576405e-05,0,-88.1009533356869,0.0182737284958138
"R0","Liberia",4092310,1.91457286432161,0.619761102553862,1.00503358535015,0.2,0.23843893425289,0.99998330165871,5.81120338440157e-06,1.0887137905317e-05,0,-88.1027266314778,0.0138050770052935
"R0","Liberia",4092310,1.91457286432161,0.619761102553862,1.00503358535015,0.2,0.23490473943305,0.999983226740841,5.86655851244416e-06,1.09067006463874e-05,0,-88.1048391225868,0.0147791835413122
"R0","Liberia",4092310,1.92462311557789,0.619761102553862,1.00503358535015,0.2,0.236120214116654,0.999983742065926,5.49846458382461e-06,1.07594694902835e-05,0,-88.105928529619,0.0162496828114838
"R0","Liberia",4092310,1.90452261306533,0.619761102553862,1.00503358535015,0.2,0.23849637391133,0.99998280831032,5.82898608255342e-06,1.13627035974123e-05,0,-88.1059477665878,0.0173013233363673
"R0","Liberia",4092310,1.89447236180905,0.619761102553862,1.00503358535015,0.2,0.228345108406302,0.999982469708356,5.39101016600088e-06,1.21392814776277e-05,0,-88.107309898264,0.0204753345080596
"R0","Liberia",4092310,1.90452261306533,0.619761102553862,1.00503358535015,0.2,0.23227239996283,0.999982886567966,5.85320039335262e-06,1.12602316409965e-05,0,-88.1075425220644,0.00878582939771489
"R0","Liberia",4092310,1.93467336683417,0.619761102553862,1.00503358535015,0.2,0.23669862111289,0.999983879144916,5.50322240849946e-06,1.06176326759038e-05,0,-88.1090717434,0.0118644584850652
"R0","Liberia",4092310,1.93467336683417,0.619761102553862,1.00503358535015,0.2,0.241277735001633,0.99998366093759,6.66057405712824e-06,9.67848835325753e-06,0,-88.1186039574191,0.014619353319369
"R0","Liberia",4092310,1.94472361809045,0.619761102553862,1.00503358535015,0.2,0.237532357099495,0.999984447690589,5.6738079766172e-06,9.87850143413013e-06,0,-88.1269013382211,0.0223682709434888
"R0","Liberia",4092310,1.94472361809045,0.619761102553862,1.00503358535015,0.2,0.239114333003638,0.999984072519998,6.0985822804495e-06,9.82889772127068e-06,0,-88.1272728164917,0.0140269067644087
"R0","Liberia",4092310,1.94472361809045,0.619761102553862,1.00503358535015,0.2,0.23957270563483,0.999984301516445,5.79691233123487e-06,9.90157122381107e-06,0,-88.1281571537493,0.0143936713543111
"R0","Liberia",4092310,1.94472361809045,0.619761102553862,1.00503358535015,0.2,0.235779730363282,0.99998422923634,6.27954834353669e-06,9.49121531642082e-06,0,-88.1293058262391,0.0185273099323952
"R0","Liberia",4092310,1.93467336683417,0.619761102553862,1.00503358535015,0.2,0.244505499494381,0.99998389472441,6.00169095127299e-06,1.01035846388415e-05,0,-88.1313808287567,0.0176216993230971
"R0","Liberia",4092310,1.94472361809045,0.619761102553862,1.00503358535015,0.2,0.235059638423213,0.999984143848287,5.96364777246019e-06,9.89250394054666e-06,0,-88.132795237141,0.0138049465211066
"R0","Liberia",4092310,1.87437185929648,0.619761102553862,1.00503358535015,0.2,0.234977695641648,0.999981572198288,5.45399945494091e-06,1.29738022569314e-05,0,-88.1424673875177,0.0193400564602292
"R0","Liberia",4092310,1.88442211055276,0.619761102553862,1.00503358535015,0.2,0.241334030359798,0.999982218265286,5.9431151906099e-06,1.18386195237014e-05,0,-88.1463268704311,0.0118930472802818
"R0","Liberia",4092310,1.95477386934673,0.619761102553862,1.00503358535015,0.2,0.241703792459805,0.999984622329375,6.27318993765271e-06,9.10448068761924e-06,0,-88.1627170758277,0.0119654603280613
"R0","Liberia",4092310,1.96482412060302,0.619761102553862,1.00503358535015,0.2,0.241322190379183,0.99998470615231,6.51845602620381e-06,8.77539166366799e-06,0,-88.1799624827299,0.0150394036845698
"R0","Liberia",4092310,1.96482412060302,0.619761102553862,1.00503358535015,0.2,0.238337122188995,0.999984690049876,6.00182710645304e-06,9.30812301728711e-06,0,-88.1825974420079,0.0165631966487601
"R0","Liberia",4092310,1.8643216080402,0.619761102553862,1.00503358535015,0.2,0.236502276778737,0.999981385157834,5.32397420036781e-06,1.32908679656521e-05,0,-88.1868405267808,0.0149482156173912
"R0","Liberia",4092310,1.96482412060302,0.619761102553862,1.00503358535015,0.2,0.244607852698207,0.999984645398914,6.43584165135342e-06,8.91875943448342e-06,0,-88.1914604486408,0.0133866418060731
"R0","Liberia",4092310,1.9748743718593,0.619761102553862,1.00503358535015,0.2,0.24121996173002,0.999984778649114,5.99204000539822e-06,9.22931088064564e-06,0,-88.2029587268734,0.0194223282437637
"R0","Liberia",4092310,1.96482412060302,0.619761102553862,1.00503358535015,0.2,0.247120209194705,0.999984862056644,6.22892353440824e-06,8.90901982128643e-06,0,-88.2072100323776,0.0215683765568769
"R0","Liberia",4092310,1.9748743718593,0.619761102553862,1.00503358535015,0.2,0.241839855023837,0.999984780735849,6.63580981541981e-06,8.58345433506807e-06,0,-88.2105696422538,0.0183396300955986
"R0","Liberia",4092310,1.85427135678392,0.619761102553862,1.00503358535015,0.2,0.234005025343426,0.999980968419419,5.08335722693992e-06,1.39482233538451e-05,0,-88.2162991004258,0.0204873713109902
"R0","Liberia",4092310,1.85427135678392,0.619761102553862,1.00503358535015,0.2,0.239984780035335,0.9999810174887,5.45858838590786e-06,1.35239229137183e-05,0,-88.2192004894013,0.01412188195982
"R0","Liberia",4092310,1.84422110552764,0.619761102553862,1.00503358535015,0.2,0.236216132267301,0.999980395512873,5.44646813232407e-06,1.41580189952039e-05,0,-88.2480055583727,0.0160038133087276
"R0","Liberia",4092310,1.84422110552764,0.619761102553862,1.00503358535015,0.2,0.242092194454526,0.999980610635589,5.19957379610856e-06,1.41897906149653e-05,0,-88.2542022001515,0.0134012637343366
"R0","Liberia",4092310,1.84422110552764,0.619761102553862,1.00503358535015,0.2,0.231187136284931,0.999980740077614,5.04870366099089e-06,1.42112187248546e-05,0,-88.2550093607497,0.0172328216775018
"R0","Liberia",4092310,1.98492462311558,0.619761102553862,1.00503358535015,0.2,0.242549736455694,0.999985298311482,6.81846611970652e-06,7.88322239808041e-06,0,-88.2666227108133,0.0200221522927303
"R0","Liberia",4092310,1.84422110552764,0.619761102553862,1.00503358535015,0.2,0.238403516308371,0.999980784240663,5.14678937853061e-06,1.40689699583694e-05,0,-88.2690766000551,0.0193892487988535
"R0","Liberia",4092310,1.99497487437186,0.619761102553862,1.00503358535015,0.2,0.242777568449342,0.999985609714731,6.30077213738408e-06,8.08951313116331e-06,0,-88.2862139536348,0.00816434781229112
"R0","Liberia",4092310,1.99497487437186,0.619761102553862,1.00503358535015,0.2,0.247501897543811,0.999985350954021,6.55798456373905e-06,8.09106141549038e-06,0,-88.2883470119058,0.0105853371725919
"R0","Liberia",4092310,1.83417085427136,0.619761102553862,1.00503358535015,0.2,0.23263063117876,0.999980072921699,5.33376394981133e-06,1.45933143507446e-05,0,-88.3116359185863,0.0189332168477208
"R0","Liberia",4092310,2.00502512562814,0.619761102553862,1.00503358535015,0.2,0.245102813324971,0.99998595622308,6.24356152491961e-06,7.80021539544292e-06,0,-88.3325798089005,0.0171790958499722
"R0","Liberia",4092310,2.00502512562814,0.619761102553862,1.00503358535015,0.2,0.244030722125466,0.999985643448098,6.80843907951901e-06,7.54811282267126e-06,0,-88.3338129366644,0.0141736111127061
"R0","Liberia",4092310,2.00502512562814,0.619761102553862,1.00503358535015,0.2,0.248140485711888,0.999985590963816,6.51361694966208e-06,7.89541923468649e-06,0,-88.3376334014421,0.0213358490406986
"R0","Liberia",4092310,2.00502512562814,0.619761102553862,1.00503358535015,0.2,0.241080413254427,0.999985631039738,6.48505398533697e-06,7.88390627657453e-06,0,-88.3396874060548,0.0126608580042219
"R0","Liberia",4092310,1.82412060301508,0.619761102553862,1.00503358535015,0.2,0.233582885278254,0.999979774505264,5.21314955516603e-06,1.50123451812037e-05,0,-88.3633837633377,0.0166972908568315
