"profile","country","N","R0","alpha","gamma","rho","k","S_0","E_0","I_0","R_0","loglik","loglik.se"
"R0","Guinea",10628972,1.25125628140704,0.619761102553862,1.00503358535015,0.2,0.363764195017049,0.999995992967345,1.27033730220543e-06,2.73669535334072e-06,0,-152.601484611624,0.0412097852332375
"R0","Guinea",10628972,1.18090452261307,0.619761102553862,1.00503358535015,0.2,0.376654151586118,0.999994736754556,1.15202413576326e-06,4.11122130818619e-06,0,-152.617653682104,0.0511059604247634
"R0","Guinea",10628972,1.25125628140704,0.619761102553862,1.00503358535015,0.2,0.365605449207948,0.999996105553117,1.44052044537746e-06,2.45392643800776e-06,0,-152.618991749569,0.0646161097555743
"R0","Guinea",10628972,1.25125628140704,0.619761102553862,1.00503358535015,0.2,0.361912847792124,0.999995913257804,1.45583236561707e-06,2.6309098305802e-06,0,-152.622209928838,0.0283398240522198
"R0","Guinea",10628972,1.25125628140704,0.619761102553862,1.00503358535015,0.2,0.368607697727974,0.999996022306769,1.57635022743926e-06,2.40134300326349e-06,0,-152.622915563346,0.0522361830558829
"R0","Guinea",10628972,1.25125628140704,0.619761102553862,1.00503358535015,0.2,0.362627448603141,0.999996082635177,1.13162748711809e-06,2.78573733582499e-06,0,-152.649839887999,0.0397753487043794
"R0","Guinea",10628972,1.26130653266332,0.619761102553862,1.00503358535015,0.2,0.372599462561479,0.999996094255542,1.68757846027005e-06,2.21816599757831e-06,0,-152.836093242061,0.0533088176692493
"R0","Guinea",10628972,1.17085427135678,0.619761102553862,1.00503358535015,0.2,0.384776896796557,0.999994529498778,7.46910267722048e-07,4.72359095430483e-06,0,-152.854781613805,0.0335576991558878
"R0","Guinea",10628972,1.17085427135678,0.619761102553862,1.00503358535015,0.2,0.381967458388247,0.999994204896012,9.43104256964806e-07,4.85199973163317e-06,0,-152.866246432668,0.0270315013024682
"R0","Guinea",10628972,1.2713567839196,0.619761102553862,1.00503358535015,0.2,0.379163623419266,0.999996127867634,1.62360538037535e-06,2.24852698555862e-06,0,-153.111509258575,0.0519260984735584
"R0","Guinea",10628972,1.2713567839196,0.619761102553862,1.00503358535015,0.2,0.38484567599126,0.999996334085035,1.44046203346523e-06,2.22545293175731e-06,0,-153.114414423782,0.0541554010492066
"R0","Guinea",10628972,1.2713567839196,0.619761102553862,1.00503358535015,0.2,0.372530363827191,0.999996311809788,1.50804401920469e-06,2.18014619302736e-06,0,-153.13470499949,0.0533836923239564
"R0","Guinea",10628972,1.2713567839196,0.619761102553862,1.00503358535015,0.2,0.393740687992366,0.999996439425308,1.20015577293734e-06,2.36041891920298e-06,0,-153.166041410745,0.0762810678930964
"R0","Guinea",10628972,1.1608040201005,0.619761102553862,1.00503358535015,0.2,0.383972784137801,0.999993850168669,1.09653347265875e-06,5.05329785821383e-06,0,-153.178633348252,0.0571254668622942
"R0","Guinea",10628972,1.1608040201005,0.619761102553862,1.00503358535015,0.2,0.377455785865275,0.999994088530719,9.28527291030998e-07,4.98294198991548e-06,0,-153.192486710883,0.0426543654743422
"R0","Guinea",10628972,1.28140703517588,0.619761102553862,1.00503358535015,0.2,0.376185422838393,0.999996334181325,1.52141681766501e-06,2.14440185721009e-06,0,-153.440067106894,0.0505221604775637
"R0","Guinea",10628972,1.15075376884422,0.619761102553862,1.00503358535015,0.2,0.379264828052498,0.999993746533692,7.1115400071532e-07,5.54231230680519e-06,0,-153.550186225649,0.0386102678121761
"R0","Guinea",10628972,1.15075376884422,0.619761102553862,1.00503358535015,0.2,0.378470738761224,0.999993887583281,1.12273239418623e-06,4.98968432480456e-06,0,-153.551014914951,0.0598723283399222
"R0","Guinea",10628972,1.29145728643216,0.619761102553862,1.00503358535015,0.2,0.376377830419086,0.999996519338167,1.40529522589701e-06,2.07536660691718e-06,0,-153.78612727375,0.0604941803086052
"R0","Guinea",10628972,1.29145728643216,0.619761102553862,1.00503358535015,0.2,0.376052170370606,0.999996570017956,1.38685399170194e-06,2.04312805226403e-06,0,-153.82214660839,0.0984957448642467
"R0","Guinea",10628972,1.29145728643216,0.619761102553862,1.00503358535015,0.2,0.392494364550311,0.999996568534149,1.54425815394633e-06,1.88720769684552e-06,0,-153.867565835234,0.0651446019245684
"R0","Guinea",10628972,1.29145728643216,0.619761102553862,1.00503358535015,0.2,0.351124451051787,0.999996782730229,1.36518600006718e-06,1.85208377088924e-06,0,-153.894805247419,0.0695060675570147
"R0","Guinea",10628972,1.14070351758794,0.619761102553862,1.00503358535015,0.2,0.401858693591576,0.999993374134048,1.02242696935617e-06,5.60343898233159e-06,0,-154.010317993693,0.0457941667703496
"R0","Guinea",10628972,1.14070351758794,0.619761102553862,1.00503358535015,0.2,0.383369272282887,0.999993441891967,2.74285493529064e-07,6.28382253932966e-06,0,-154.105439613201,0.0680453478104583
"R0","Guinea",10628972,1.30150753768844,0.619761102553862,1.00503358535015,0.2,0.379140240611399,0.999996491579119,1.62764511647272e-06,1.88077576420805e-06,0,-154.228586085325,0.1203337699908
"R0","Guinea",10628972,1.30150753768844,0.619761102553862,1.00503358535015,0.2,0.401054847292011,0.999996554019782,1.75982594819609e-06,1.68615426939908e-06,0,-154.250260896234,0.0581482546746936
"R0","Guinea",10628972,1.13065326633166,0.619761102553862,1.00503358535015,0.2,0.409372505747834,0.999992825795241,7.29445444250317e-07,6.44475931534776e-06,0,-154.533795956967,0.0498117825229067
"R0","Guinea",10628972,1.31155778894472,0.619761102553862,1.00503358535015,0.2,0.388547653845423,0.999996743938082,1.53921375305539e-06,1.71684816473872e-06,0,-154.69369373075,0.14262564973848
"R0","Guinea",10628972,1.32160804020101,0.619761102553862,1.00503358535015,0.2,0.384645542367849,0.999996753177914,1.71958127265081e-06,1.52724081339659e-06,0,-155.093312603166,0.171938434810673
"R0","Guinea",10628972,1.32160804020101,0.619761102553862,1.00503358535015,0.2,0.378753748712013,0.99999701383236,1.77781802038485e-06,1.20834961980799e-06,0,-155.126160472293,0.108362629905926
"R0","Guinea",10628972,1.32160804020101,0.619761102553862,1.00503358535015,0.2,0.403103893647016,0.999996798589196,1.91857265718126e-06,1.28283814647671e-06,0,-155.159205183591,0.141343722897911
"R0","Guinea",10628972,1.12060301507538,0.619761102553862,1.00503358535015,0.2,0.437379637578674,0.999992015096612,9.43490145191833e-08,7.89055437303726e-06,0,-155.272003596747,0.0636363192367436
"R0","Guinea",10628972,1.33165829145729,0.619761102553862,1.00503358535015,0.2,0.402904783795503,0.999996875233828,2.71493220727871e-06,4.09833965226474e-07,0,-155.769372737605,0.211306683598312
"R0","Guinea",10628972,1.1105527638191,0.619761102553862,1.00503358535015,0.2,0.397989624148929,0.999991875806455,4.51216310539388e-08,8.07907191379055e-06,0,-155.89434680349,0.0707634280973648
"R0","Guinea",10628972,1.1105527638191,0.619761102553862,1.00503358535015,0.2,0.423655400709137,0.999992130872169,5.68998022205245e-13,7.86912726180065e-06,0,-155.899884282955,0.0788914032334386
"R0","Guinea",10628972,1.34170854271357,0.619761102553862,1.00503358535015,0.2,0.367637843717683,0.999996949360483,2.25590291894485e-06,7.94736598165311e-07,0,-156.335763985092,0.250380736879813
"R0","Guinea",10628972,1.10050251256281,0.619761102553862,1.00503358535015,0.2,0.417985769431647,0.999991337663599,5.50210436352502e-13,8.66233585092601e-06,0,-156.55036898998,0.0510670370274948
"R0","Guinea",10628972,1.10050251256281,0.619761102553862,1.00503358535015,0.2,0.427237837635367,0.999990877412353,1.6304904507324e-13,9.12258748365711e-06,0,-156.562846378717,0.0744201353889973
"R0","Guinea",10628972,1.35175879396985,0.619761102553862,1.00503358535015,0.2,0.43458700184713,0.999997188725591,1.13197108571538e-06,1.67930332324809e-06,0,-156.775969330302,0.185458732395028
"R0","Guinea",10628972,1.35175879396985,0.619761102553862,1.00503358535015,0.2,0.4496695477956,0.999997385057472,1.89912352329966e-06,7.15819004703825e-07,0,-156.818537610592,0.266851080181914
"R0","Guinea",10628972,1.35175879396985,0.619761102553862,1.00503358535015,0.2,0.458503042902643,0.99999733223164,1.91349941914441e-06,7.54268940937119e-07,0,-156.857160844805,0.151205426590845
"R0","Guinea",10628972,1.35175879396985,0.619761102553862,1.00503358535015,0.2,0.401109842214925,0.999997412377654,1.89733658975937e-06,6.90285756521743e-07,0,-156.857985042833,0.267968722729279
