"","town","loglik","loglik.sd","nfail.max","nfail.min","mu","delay","sigma","gamma","rho","R0","log.beta1","amplitude","alpha","iota","cohort","eta","tau","S.0","E.0","I.0","R.0"
"323","London",-3819.21964416482,1.1846713690976,0,0,0.02,4,25.1185293231617,27.2532171884027,0.483184472186276,130.199066690992,8.13713524687154,0.646007528702362,0.851111111111111,0.00581040001885303,0.767015808513868,77.0813115099266,0.112994628709788,0.0328569703102367,5.50562437363078e-05,5.77152817854857e-05,0.967030258164242
"324","London",-3814.29964934817,1.12855466399535,0,0,0.02,4,25.9380479399272,28.9564996443261,0.480851321206999,110.773417227511,8.03387730648076,0.628346077551695,0.882222222222222,0.203737930239661,0.52496472460486,91.98873827126,0.110799611023306,0.0306430834473423,4.50396718257445e-05,5.83133937646776e-05,0.969253563487062
"325","London",-3810.4483580707,0.928882435613264,0,0,0.02,4,28.2240852352947,31.7151090963258,0.490556357488341,78.5836157627728,7.77782563025516,0.549191459754279,0.913333333333333,0.603684291448159,0.627326418240495,114.75113569993,0.110040482384911,0.031630580730186,4.20230297810173e-05,5.16538599061822e-05,0.96827574238013
"326","London",-3806.85384278503,0.93176905018227,0,0,0.02,4,29.0456296463884,30.870690940706,0.485045462592325,68.1545566590591,7.60959465768312,0.549473979342162,0.944444444444444,1.84459414674857,0.510962832145809,144.064162641497,0.114717922026806,0.0300477001277146,3.46825542406321e-05,5.49403609224929e-05,0.969862676957118
"327","London",-3805.58981453081,0.871861280664587,0,0,0.02,4,29.6742438582228,31.498575668981,0.489116423437303,54.363523895658,7.402797289449,0.516424235194386,0.975555555555556,5.43609467313458,0.571848450165878,135.170065007803,0.109543733283577,0.0297232607987078,5.02531704060885e-05,4.48382659146757e-05,0.97018164776497
"328","London",-3809.75143661488,1.40085543191028,0,0,0.02,4,34.0629969798147,36.4645487287599,0.489694397311059,38.9884736262273,7.21007096177158,0.411866340903518,1.00666666666667,0.358001950665229,0.732075172711579,217.899983054961,0.111875834765331,0.0325806176501493,4.09136274109158e-05,4.02677423761202e-05,0.967338200980065
"329","London",-3811.08329647297,1.35885634598709,0,0,0.02,4,31.052220750633,31.2480907595608,0.497389075294956,33.7043022493086,6.91708353520515,0.464443321508146,1.03777777777778,12.3544993719618,0.736563914223065,156.679366530232,0.113823265974558,0.0296181831678478,3.7440989898022e-05,5.11052526628806e-05,0.970293270589592
"330","London",-3812.11173143584,0.988638601835645,0,0,0.02,4,25.0860862406916,36.800010209598,0.493389642162132,27.7928903424036,6.8802909031219,0.500916715690261,1.06888888888889,25.1312565128437,0.717519182627517,141.849879944472,0.11357435050582,0.0288204936642863,4.79700765049294e-05,4.26675821474936e-05,0.971088868677062
"331","London",-3833.88424958203,1.27191626349597,0,0,0.02,4,29.9688298082439,23.2201866849553,0.490813118547247,28.5887081599235,6.46639398560108,0.542176919221071,1.1,1.13612015769427,0.661445330488997,98.6548058513629,0.11244045188146,0.0252555457773395,3.15590689390087e-05,6.73383605977586e-05,0.974645556793122
"332","Hastings",-1591.10284694961,1.23379782860583,0,0,0.02,4,35.0075850935644,389.029219166786,0.709181018800929,40.2557307041719,9.17288328419358,0.274700524848979,0.772,0.0142751766315848,0.433351268659543,84.4617521557839,0.388976606026235,0.0345461854236171,5.91504546068313e-06,2.53374535276409e-06,0.965445365785571
"333","Hastings",-1591.1247304935,1.37599942994884,0,0,0.02,4,31.7097829509184,136.315474435122,0.729808324972903,57.5317156427393,8.7863795383218,0.265520662648458,0.802,0.0328410178368571,0.52157142120377,51.7391860451611,0.39756262300918,0.0198713487532949,3.21243701130048e-06,4.26509433772846e-06,0.98012117371535
"334","Hastings",-1589.89922189239,1.62493303667067,0,0,0.02,4,36.8786464395973,93.7175561917123,0.73759477266973,53.1984553529023,8.38868009060555,0.319899296243584,0.832,0.0512446090841125,0.460726515721376,58.9916764486368,0.392574019561444,0.0179988199018037,5.11869376366306e-06,1.92935618156825e-06,0.98199413204825
"335","Hastings",-1587.92035759817,0.851089540456111,0,0,0.02,4,40.3641183407615,245.413096986716,0.684312468784387,39.5408364605659,8.86286051712414,0.238731363618443,0.862,0.0346945650099505,0.428769517551822,110.953042709528,0.382400191567233,0.0274218438199965,6.81196706189984e-06,2.01876903286808e-06,0.972569325443909
"336","Hastings",-1586.7835101658,1.52863110841887,0,0,0.02,4,37.341392511401,193.073978192885,0.718369119736026,42.934729247576,8.76990120406674,0.2388646869003,0.892,0.0436849654308566,0.574895647327169,89.7761285015027,0.392044635536282,0.0225717336378888,3.37928486917401e-06,5.50132362730917e-06,0.977419385753614
"337","Hastings",-1586.35569150764,1.31969425253891,0,0,0.02,4,39.3995710097555,88.1559029257426,0.695874289801074,48.4093206430248,8.24046710740896,0.383750326894931,0.917555555555556,0.0837856656439438,0.46516444382265,81.872512666441,0.399232402319536,0.0208774691011817,6.5485850126824e-06,3.71592742036713e-06,0.979112266386387
"338","Hastings",-1585.01665380917,0.664608799064444,0,0,0.02,4,41.1676255203549,170.655760374755,0.697782495476634,41.602806418484,8.643132967116,0.242334559791732,0.945333333333333,0.061947309519966,0.488040554605363,124.673429605405,0.401083964216034,0.0202242038107881,5.1732105733448e-06,2.60936910820622e-06,0.97976801360953
"339","Hastings",-1585.86244577942,1.99586697729479,0,0,0.02,4,58.464341862361,114.899963032217,0.665420700319,30.9669994546057,8.02371233315144,0.205766499301815,0.973111111111111,0.0951556592123824,0.656700755025205,273.367582505548,0.406154652152175,0.0298515443829682,3.56861926709438e-06,3.10145982191386e-06,0.97014178553794
"340","Hastings",-1588.50184430671,1.97326947407053,0,0,0.02,4,51.2428145581342,204.893171615458,0.71724978739388,25.0282304694302,8.27491304801183,0.204370818272347,1.01422222222222,0.0991484255837462,0.499587191311221,308.317351125668,0.419921229382871,0.0280691113180171,8.71854608331492e-06,1.99953877087902e-05,0.971902174748193
"341","Hastings",-1590.46327470406,2.57281725286225,0,0,0.02,4,58.1727114779421,87.83037219958,0.645305905083954,29.1172032424511,7.72883244014476,0.250973068233905,1.02866666666667,0.17090565015187,0.416740655690156,189.243437350203,0.381898985151855,0.0315703526894785,3.15434038474555e-06,2.69976808578166e-06,0.968423793202054
"342","Hastings",-1589.48662516526,1.07377334455822,0,0,0.02,4,41.2832859880184,249.173927715985,0.742384200798362,35.1082176932724,8.75459554204185,0.24292469902722,0.85,0.0288049053252117,0.480860658376301,128.784668491279,0.385003874976234,0.0278432396128135,6.073830759569e-06,2.52752801737471e-06,0.972148159028412
"343","Hastings",-1587.38596167674,1.33130554539094,0,0,0.02,4,37.8659756858832,143.755771339418,0.726284703293875,51.2980655533884,8.71529811128346,0.240944855790633,0.88,0.0455209467783454,0.571625219017827,82.325235572741,0.407446661653356,0.0175063188303533,3.17872623065506e-06,5.2952235057476e-06,0.98248520721991
"344","Hastings",-1587.21330484555,1.67432646648875,0,0,0.02,4,42.6829790486193,85.7904225445035,0.715515960882729,49.5980778736067,8.24063913898063,0.327883023956022,0.905555555555556,0.0940845758186793,0.459990644174165,89.299300394079,0.41911430124693,0.0169437298189078,5.62095907335054e-06,2.36041604061518e-06,0.983048288805984
"345","Hastings",-1585.40177862155,1.08286239541486,0,0,0.02,4,44.3165521561582,192.891178174998,0.703777148363433,32.8268678859411,8.50074869999562,0.225346928397445,0.933333333333333,0.0563347968069844,0.527833852506479,137.266374865619,0.391497386779289,0.0305540740739892,5.6126316954719e-06,2.92768439706982e-06,0.969437385609915
"346","Hastings",-1586.47615253969,1.17767490729953,0,0,0.02,4,55.069384522473,118.330007573319,0.690075481289719,29.7618392278119,8.00898385579518,0.201208707611156,0.961111111111111,0.0957194957166423,0.643096034277777,254.046171218585,0.414718839056137,0.0336177831930992,4.82015279946724e-06,5.00479121898721e-06,0.966372391862885
"347","Hastings",-1588.40031496755,1.38463345879345,0,0,0.02,4,58.2326032805294,183.566302263614,0.713263935595667,28.7913471748945,8.33170675311811,0.224994820263537,1.00222222222222,0.0793482192980112,0.50780807929965,314.364005604857,0.388942486587037,0.0277707777071174,1.87119493279638e-05,1.59389656745038e-05,0.972194571377877
"348","Hastings",-1587.16505084765,1.76024961406881,0,0,0.02,4,60.7958247625361,98.6235306395043,0.694051624457971,25.1370965491399,7.68359404465099,0.281355109130137,1.01666666666667,0.16603870604271,0.506101255091438,223.007371914073,0.415527841355492,0.0306758835557944,4.45509691668717e-06,3.79828817548766e-06,0.969315863059111
"349","Hastings",-1588.61891214566,1.45747125938631,0,0,0.02,4,65.4189080506357,100.529130420774,0.66450492334079,28.1854589186405,7.81470133724128,0.241060412392682,1.04444444444444,0.200443891130984,0.275571214576863,402.515379231925,0.440475701566504,0.0228460527613715,4.47789230923695e-06,3.07883937718379e-06,0.97714639050694
"350","Hastings",-1590.82552988112,0.755648967550161,0,0,0.02,4,34.5227392907927,365.578285334491,0.714992292039067,28.3531788775702,8.78688225855483,0.228618399731703,1.07555555555556,0.0850201296849578,0.498653152727514,143.161533692679,0.403019644642177,0.0233164523420589,6.48425614201083e-06,1.72720848277586e-05,0.97665979131697
"351","Hastings",-1594.05213234906,1.26828139769216,0,0,0.02,4,40.1929452055748,431.61058870538,0.66979833828059,23.3257064682931,8.6834304498088,0.201414603322453,1.1,0.093882628134976,0.429418832217019,189.323179840269,0.438125168235582,0.0315797557536414,2.09183210331526e-05,1.73657681872442e-05,0.968381960157134
"352","Halesworth",-319.178808088868,0.766156367845709,0,0,0.02,4,50.972795819389,188.915391420241,0.721725666271576,29.5686286904927,8.38036207797587,0.377160871435229,1.00248602380639,0.0141946231767468,0.544725789092798,182.7421774922,0.671345092257645,0.0558588807919269,1.9343727813103e-05,2.58852161388698e-05,0.944095890264104
"353","Lees",-548.713754161794,0.554029049277117,0,0,0.02,4,51.5627267075694,246.129413360359,0.588470897557672,30.584167597496,8.608051630613,0.187974629508522,0.96820629114319,0.0293342644835769,0.60194672962414,264.312302407824,0.72546386278973,0.045959781889666,2.44468512181544e-05,1.91826670415926e-05,0.953996588592066
"354","Mold",-296.491234900794,0.245531645946464,0,0,0.02,4,67.422340830119,300.733112957759,0.131413171021887,21.4032725064087,8.38593116242086,0.270810206782361,1.03912972376468,0.0144895007802646,0.435992590058319,337.913293998813,2.87050676129276,0.0640076624483897,2.61129166669231e-05,2.27096961816418e-05,0.93594351493879
"355","Dalton.in.Furness",-726.538614589512,0.682718070170542,0,0,0.02,4,73.5958382151847,256.511827987566,0.455285687357361,28.264614046155,8.55789400191384,0.203067917807234,0.989403479295408,0.0385916356115267,0.42108819502522,164.975335351395,0.817635151811448,0.0387412113321914,2.2302886601955e-05,2.35637875614044e-05,0.961212921993639
"356","Oswestry",-696.756978567236,0.517428198958617,0,0,0.02,4,37.4680381178012,167.444049736402,0.628891513930763,50.4422540613281,8.82085657064694,0.363998980793707,1.03711457019165,0.0311681474949819,0.291562163531693,266.963947847391,0.478901097155856,0.0226391165169978,1.49581890762688e-05,1.57947826123728e-05,0.9773301305113
"357","Northwich",-1196.1484131427,1.42613775256042,0,0,0.02,4,48.2789118510841,181.727750526822,0.784065081464845,23.3731948638423,8.1154648580381,0.304845869254811,0.93370570538326,0.0510505179304559,0.389172110029939,209.002549845125,0.40321706112401,0.032454862027079,1.48851051132006e-05,1.95861228196453e-05,0.967510666744988
"358","Bedwellty",-1125.15513451124,0.69404183927304,0,0,0.02,4,57.8966815291541,146.243327097341,0.311446647275069,24.6800970708568,7.99761564707898,0.159853139450947,0.936958989957303,0.0395935830905259,0.351370645220414,268.251657130117,0.95136416872192,0.039637090257708,2.64080370069218e-05,2.45336637768655e-05,0.960311968041506
"359","Consett",-1362.94774942715,0.733588904831749,0,0,0.02,4,42.6462747728501,172.145169101983,0.650307501654645,35.9243927901864,8.50319038011896,0.199908441071229,1.01008122976014,0.0730668256296704,0.309586335938817,197.468661432912,0.405507345523311,0.0321541880951824,1.8327216068812e-05,1.97077424828221e-05,0.967807776946264
"360","Hastings",-1588.20121089508,1.10123862703595,0,0,0.02,4,47.5497182504529,183.25218662457,0.680848872990079,32.6268854095133,8.45545027097145,0.17937338575655,0.97800376703345,0.0695623548479152,0.556178240532897,228.791438145427,0.437546215705526,0.0256085734021741,1.96633089320171e-05,1.8600631751685e-05,0.97435316265714
"361","Cardiff",-2366.16692523149,1.83526818949712,0,0,0.02,4,39.0470503892884,142.54914568293,0.602144806397501,34.363643197116,8.30776032783747,0.223360806251672,0.99607242312255,0.141025304135843,0.26716750224773,343.67151603504,0.270121874215768,0.0316808574094426,1.01328306422431e-05,9.21036290973856e-06,0.968299799397007
"362","Bradford",-2587.16822778651,0.628398319887072,0,0,0.02,4,35.4764510578364,135.698977671528,0.597654504250455,36.2784486971248,8.32152638944776,0.247417768150125,1.00160118065719,0.270026033311529,0.304744730705901,349.70970437908,0.189873342379573,0.0316465350413249,1.01073294496445e-05,8.18362739187803e-06,0.968335174001835
"363","Hull",-2730.43281044761,2.18341019659732,0,0,0.02,4,42.0935459916547,73.8954424489827,0.582245268686998,38.9173297299556,7.8645713887384,0.221163693472144,0.968111173468835,0.142316260361634,0.274899036620025,247.343162067526,0.255572769846878,0.0370952013241393,1.20056373890032e-05,1.12798110431504e-05,0.96288151322743
"364","Nottingham",-2704.82686209109,1.58340056404399,0,0,0.02,4,70.1517689909827,115.205503812064,0.60875279107236,22.6496193270548,7.71319233793235,0.157076928340803,0.982040215652204,0.170120563178839,0.33954868226003,691.190354410303,0.25836993855144,0.050049826466417,1.360315789527e-05,1.40503727679231e-05,0.94992252000292
"365","Bristol",-2684.21675575082,1.37350349519254,0,0,0.02,4,64.3459913417051,82.5524439485282,0.62648656545839,26.8215758524819,7.59168535074533,0.202523315889094,1.00812456669566,0.441378870820132,0.344483925269132,651.835587153765,0.201108400022444,0.0357524687528984,9.61816082254208e-06,5.36897194681426e-06,0.96423254411433
"366","Sheffield",-2812.91741989806,1.17765603486655,0,0,0.02,4,59.8920887745187,56.3138462887657,0.652855513950791,37.2599266229073,7.57270820778508,0.32399136232602,0.994983790980614,0.518639931788943,0.261896974993087,499.530549000159,0.1637801331208,0.0298995338744725,6.24312203516836e-05,9.06009648079958e-05,0.969947433940368
"367","Leeds",-2920.51262250886,1.50567944576444,0,0,0.02,4,40.7566976525179,42.7479401469393,0.66552461503365,44.1259023927859,7.48438061157243,0.241336951281544,0.998955640680148,0.923277441478559,0.591469675899719,211.928313234756,0.167053995607456,0.0283384659637075,4.46350293032934e-05,2.75429359310285e-05,0.97158935607106
"368","Manchester",-3257.58484923672,3.27450220581608,0,0,0.02,4,34.432763643835,56.8253066619124,0.550173885051581,32.9153448513539,7.45708755361719,0.290450870990621,0.965008105302653,0.590160126959561,0.361676669365493,329.735264061338,0.161371683121278,0.0489277441755369,2.41335100772142e-05,3.38170216538223e-05,0.951014305292728
"369","Liverpool",-3403.43027072829,1.54693525806522,0,0,0.02,4,49.4310082470368,39.2739740693327,0.493627779098765,48.0570394269243,7.48963308390127,0.304834772148692,0.977871249398913,0.263195273705202,0.190513175542335,351.343282095853,0.135901256129363,0.028616284102783,0.000183862769645461,0.00124420733724914,0.969955645790323
"370","Birmingham",-3241.51996534612,3.67004896245483,0,0,0.02,4,45.5832424367786,32.903846350418,0.54393166039066,43.4408134663845,7.22025378522792,0.428120618049515,1.01468748093893,0.342952363416409,0.331218900053403,267.54159566223,0.177569354069015,0.026393236160977,8.95759320606745e-05,0.000335298437022852,0.97318188946994
"371","London",-3805.76761618,1.13222897776185,0,0,0.02,4,35.3174828175809,30.4227205135847,0.491313415527648,55.3437591443052,7.38736810546367,0.477765384565446,0.962041595139664,0.0491421267503025,0.647407207372718,177.900377591912,0.111488303169351,0.0317398919107057,3.76220308509358e-05,4.81838231331696e-05,0.968174302235312
"372","Hastings",-1590.15366933321,0.813124084628559,0,0,0.02,4,28.8726674334106,198.069818839694,0.696689585154438,54.1586405790069,9.02144848911713,0.331603057146783,0.791,0.0270774637110167,0.540040620572184,40.1914024174243,0.391468639422422,0.0251789048773195,3.84463677954451e-06,3.88439095586277e-06,0.97481336609494
"373","Hastings",-1589.18372752461,0.69528028413124,0,0,0.02,4,32.5087206046182,111.477014228369,0.679587035184596,66.8292629663175,8.76713485117742,0.345528352485646,0.817,0.0440500632287471,0.406007459147493,50.5692126157449,0.407995400459233,0.0174070287772839,4.15360109985164e-06,4.68371305890338e-06,0.98258413390856
"374","Hastings",-1585.59703404637,1.26722276750875,0,0,0.02,4,34.4525534921392,835.521327083499,0.702186953173198,37.747035916492,9.42393410753258,0.205884163948564,0.841,0.0149696005328987,0.595623574708259,100.912754792404,0.387719270676508,0.031135917769711,7.25447192902505e-06,2.95861907091164e-06,0.968853869139288
"375","Hastings",-1586.94402508098,0.89152799604661,0,0,0.02,4,33.7836419186069,417.374770186383,0.699058964620914,37.3984634205161,9.13776856653812,0.218383087573912,0.871,0.0234521042678533,0.624991188664876,81.1594503950646,0.394286445477058,0.0308661134960282,6.28327734725838e-06,6.77103888477123e-06,0.96912083218774
"376","Hastings",-1586.38533949762,0.825164435964554,0,0,0.02,4,39.6966678119415,184.094820929066,0.70150870994974,37.5426720041028,8.59932161561411,0.32142322280951,0.918666666666667,0.0559332119150451,0.43820032177243,104.9427574904,0.400474451705261,0.0271368771315969,5.07488818408004e-06,4.01101478733218e-06,0.972854036965427
"377","Hastings",-1585.21654261291,1.71798789349204,0,0,0.02,4,48.042256562899,125.006704728639,0.68487418713516,34.0062425302505,8.1885519629932,0.256287622795233,0.959222222222222,0.0854490880609046,0.678954188132065,171.512656090133,0.421778842465425,0.0270537066836729,2.46550752145294e-06,2.27533859180209e-06,0.972941552470215
"378","Hastings",-1585.10000190368,1.06247515136454,0,0,0.02,4,49.3125768952125,187.918278176183,0.682240785936842,32.1140721182076,8.45889927654352,0.217481777795429,0.99488888888889,0.0843959337673365,0.575313139499796,214.374902261744,0.398889985016875,0.0249198500717882,5.13854256183424e-06,3.10387078103525e-06,0.97507190751487
"379","Hastings",-1586.22008561472,1.07282583339838,0,0,0.02,4,49.757705818989,77.1963051479749,0.718386994178079,37.8071479418026,7.8749645074365,0.303116805577699,1.03055555555556,0.217845487745816,0.258332903288143,92.9592540526767,0.417031392065599,0.0140415603608787,3.51288055381658e-06,1.41893106592723e-06,0.985953507827502
"380","Hastings",-1588.4254208208,0.871537247203793,0,0,0.02,4,39.2114135240926,422.467276285485,0.702061603490781,29.3633491378914,8.9023466345546,0.235214707193281,1.06,0.0625334858366151,0.425712234526284,157.740107216672,0.410616861172922,0.025052174393256,7.43619932173373e-06,1.42323610685977e-05,0.974926157046352
"381","Hastings",-1590.88223925272,1.12559467307905,0,0,0.02,4,32.5543563644345,1114.11996592592,0.68287132541554,34.6585041950114,9.3970417503023,0.186352876755856,1.08777777777778,0.0542106196099028,0.634282875646949,132.704283843718,0.417060554294464,0.0215280237479023,2.11015129834914e-05,1.25899128466817e-05,0.97843828482627
"382","Hastings",-1590.20570038011,1.4393432866998,0,0,0.02,4,33.6592685762268,167.287680345104,0.701643104538767,50.3254502884746,8.8178018864221,0.331248827875724,0.802,0.0281005121140622,0.479332212306851,56.5199384584685,0.384131597695141,0.0274067733925334,3.42151040314314e-06,5.77822258493889e-06,0.972584026874476
"383","Hastings",-1588.45925160517,0.683891848551371,0,0,0.02,4,31.6987907469544,151.407519971904,0.691518116429194,52.8905540024733,8.78795160401772,0.372196692648096,0.832,0.0367231273166631,0.425043714777715,53.6589004036656,0.40100712487418,0.0237187989658204,4.7935177733172e-06,2.76378620229461e-06,0.976273643730205
"384","Hastings",-1586.16907806348,1.20141257334479,0,0,0.02,4,34.739387937219,509.499737233062,0.708270810776017,40.8648572270437,9.32566383004715,0.227675004716289,0.85,0.0199683716445309,0.539167447971493,92.1753994756946,0.385852946016426,0.0262153370955505,4.96586439005771e-06,2.36700615023002e-06,0.97377733003391
"385","Hastings",-1585.44214538491,1.32709708989998,0,0,0.02,4,39.2550406728549,297.72762341025,0.714515858562327,36.8528286081313,8.92283632716699,0.199742693038928,0.892,0.0308744428131817,0.5711610578103,122.258856396135,0.394627386312529,0.0266168003393132,4.17890302475532e-06,5.42515146999754e-06,0.97337359560619
"386","Hastings",-1584.41996318218,0.514081629501018,0,0,0.02,4,38.2709558540609,222.842720637105,0.698397996470383,35.5727688501595,8.68826571766537,0.242274063026987,0.945333333333333,0.0552225095128485,0.458907856814713,113.581359890755,0.396622993041992,0.0260470133076861,5.68119814730833e-06,3.37377837710709e-06,0.973943931715789
"387","Hastings",-1585.55677793037,1.41146870130734,0,0,0.02,4,47.6372959276813,116.425922258537,0.69557538113845,32.7502610802409,8.09091437142207,0.270268414273417,0.973111111111111,0.109990067449851,0.623275770516948,143.298655325621,0.411789947224401,0.027417359257446,2.59179120412349e-06,2.86227906194005e-06,0.972577186672286
"388","Hastings",-1585.97762188514,1.1173438771914,0,0,0.02,4,60.8343537037164,111.338746046805,0.673298803428344,26.4601422150737,7.83957202064012,0.161272906473259,1.01666666666667,0.146198681202402,0.522954346200532,246.29631231475,0.417855769638084,0.031695848664161,4.2919630668009e-06,3.36739480407695e-06,0.968296491977968
"389","Hastings",-1587.19960123498,2.11588327904625,0,0,0.02,4,46.5618673280947,97.6577734536014,0.675486940529056,26.3142387912797,7.72078265051613,0.303305607419542,1.04444444444444,0.186626187987803,0.255545677524425,130.443565657538,0.404571841046125,0.0289650110533456,4.59175316611994e-06,1.2743613466106e-06,0.971029122832143
"390","Hastings",-1589.88902624137,1.36342857583491,0,0,0.02,4,39.4564455945191,407.637285389272,0.725039814746849,24.2345130887478,8.69118836339815,0.218076751587807,1.07555555555556,0.0769558416283138,0.462373477587425,144.010136829471,0.393518473748913,0.0297417415554491,6.5606132509694e-06,1.93971042263091e-05,0.97023230072707
"391","Hastings",-1592.5183370465,0.720416069557001,0,0,0.02,4,38.9599795564952,628.56382928063,0.72509097909957,26.107310258719,8.96525585765967,0.161995035457875,1.1,0.0715567390161128,0.581206622488095,187.942428020607,0.399505169895508,0.0243361620767954,1.71230719921582e-05,1.09145416478548e-05,0.975635800309567
"392","London",-3821.81317486934,0.915989060485098,0,0,0.02,4,22.6268325508363,25.0967709630765,0.485026340131928,173.390742199688,8.34410470550122,0.740240157378964,0.835555555555555,0.104460228307201,0.709337791037942,59.1327360782266,0.114154496181879,0.0293522465341666,4.69879823917729e-05,6.90036462261143e-05,0.97053176183722
"393","London",-3816.44731563354,0.812435851802007,0,0,0.02,4,25.2410886499998,25.1278883666675,0.481959246759997,123.821795895089,8.00859742533602,0.682759188046318,0.866666666666666,0.0027712750581693,0.775402186273861,82.582160431506,0.113768890118694,0.0314160269156897,5.60771680458884e-05,6.23796018844745e-05,0.968465516314375
"394","London",-3811.29503207051,0.80727336720699,0,0,0.02,4,28.8458371095963,26.0866546663639,0.48480025065532,96.914907822087,7.79973490362849,0.647194800736873,0.897777777777778,0.149149910225328,0.540198920403082,97.9324576120722,0.111074780922957,0.0314441588754274,4.82471952875513e-05,5.55345978945319e-05,0.96845205933139
"395","London",-3807.07975139921,0.805612702927165,0,0,0.02,4,31.0868767814697,27.0598141650328,0.488027732007858,77.2500073374843,7.60825752594669,0.572956659864755,0.928888888888888,0.393789971306269,0.581074822499132,122.01950914445,0.113595100590526,0.0304113005540046,3.87707302316615e-05,5.85074947678516e-05,0.969491421220997
"396","London",-3805.45266426526,1.17240966461593,0,0,0.02,4,27.695829675521,29.9214425567513,0.486796766866362,65.9573986756524,7.54687613807354,0.580255405908633,0.96,1.80516178037199,0.54538717508208,121.704058024234,0.114932389149395,0.0283066262407345,3.82573724903351e-05,5.66979969899518e-05,0.971598418389784
"397","London",-3807.27805739292,1.06810398867351,0,0,0.02,4,26.6825531624126,31.7373846710532,0.489193416998773,52.4659935707062,7.37449966734316,0.583787412537842,0.991111111111113,2.96196647273734,0.578653233119123,131.357907885668,0.116691901643706,0.0278965011206678,5.2065774897087e-05,4.91000845553896e-05,0.97200233301988
"398","London",-3811.6532213763,1.7226574447303,0,0,0.02,4,28.7563739477054,29.0641671999517,0.492668810498543,42.087861126369,7.06971566238712,0.541016062332159,1.02222222222222,0.229451172462632,0.711636739493902,138.125983339666,0.115845143744303,0.0287136079775716,5.02240399952717e-05,4.89472282541404e-05,0.971187220754182
"399","London",-3808.54481204108,1.17500021309224,0,0,0.02,4,28.7216420723797,27.2139185881752,0.487895026281886,32.2866512318655,6.74133469908499,0.559420278456595,1.05333333333334,32.9328741946037,0.651248417800886,117.930374852378,0.114420008422596,0.0284188188419806,4.0274217741506e-05,5.77209709035879e-05,0.971483185969376
"400","London",-3809.71020817852,1.12430180896518,0,0,0.02,4,28.6722878212891,28.3953564347592,0.490964237025174,25.9356280783878,6.56319766211085,0.57446197766071,1.08444444444445,55.0334781288966,0.496370617140625,121.819996803894,0.115093081767939,0.0265628174217325,4.96771950453077e-05,5.16519917912015e-05,0.973335853391434
"401","London",-3812.94649016604,1.49559118459346,0,0,0.02,4,29.2316040064628,22.9482878913133,0.491017904066508,21.6299265334264,6.17604986304513,0.661244794637774,1.115,81.8146957919889,0.580765736481833,94.2864323891618,0.113429824310735,0.0261264142195251,4.20098368559124e-05,6.63886015796009e-05,0.97376518734204
"402","London",-3823.87500476316,1.1864564793279,0,0,0.02,4,22.338834926396,24.15493209277,0.483369195767997,189.098682133994,8.39385111819821,0.761284132071826,0.82,0.149578578949181,0.759560252350294,56.7612400225155,0.113952648561224,0.0310593375065963,4.62509243153629e-05,6.82143619874371e-05,0.9688261972071
"403","London",-3818.90989777016,0.750846360176986,0,0,0.02,4,24.4854394847612,25.2590116315058,0.483953340943062,136.797589354096,8.1132835205893,0.686501066878676,0.851111111111111,0.00724377097463393,0.78088496334228,68.4963979320977,0.111765272156304,0.0319027386854081,6.2354010141171e-05,5.56805536208852e-05,0.967979226750828
"404","London",-3813.78024690135,0.548607331816466,0,0,0.02,4,25.9588043191132,28.2286902546078,0.482043230230028,114.772510166071,8.04487061218995,0.628481808167748,0.882222222222222,0.15374410228338,0.529727594399211,95.1837740856741,0.113748432458666,0.030155513970955,4.43180292594504e-05,5.84582989713798e-05,0.969741709700815
"405","London",-3809.47003887319,0.486849315899636,0,0,0.02,4,27.5658218634748,28.8486321957965,0.485618075282688,84.474459696355,7.75925341731374,0.57540414039306,0.913333333333333,0.203557701227764,0.652440615135425,115.982043504184,0.113521867068397,0.0310923595613733,4.42071383772217e-05,5.62986766634084e-05,0.968807134623584
"406","London",-3806.70626977798,0.676657255538714,0,0,0.02,4,28.179084881024,27.9321538216523,0.489610703242252,72.5679825090166,7.57628308032685,0.61377793154659,0.944444444444444,1.67236573222831,0.543388444264139,118.527586715222,0.113669963026849,0.0284019881079879,3.63720926767898e-05,5.9087874719433e-05,0.971502551924612
"407","London",-3805.16928924266,1.111380077295,0,0,0.02,4,30.5997229987326,28.5215554634549,0.489869283682752,57.509884852934,7.3638007590401,0.56655845208562,0.975555555555556,4.59749257620546,0.613208646379082,129.42309821938,0.113413586431027,0.0286477506997285,5.31792331413679e-05,4.8814655187152e-05,0.971250255411941
"408","London",-3809.21682676341,0.977112574802158,0,0,0.02,4,31.7260746834858,29.7073026667848,0.489975932832718,43.688650715502,7.12806231852823,0.500377535245127,1.00666666666667,0.0706142772572362,0.76428595605233,150.642062225173,0.116637645092818,0.0302095620612,4.5882593060769e-05,4.76383883510106e-05,0.96969691695739
"409","London",-3807.98815738875,0.892372184964547,0,0,0.02,4,29.3516500877937,28.6599433918762,0.49165405059027,35.6300473073163,6.88968643880435,0.53430472149395,1.03777777777778,22.4655677167042,0.693660096365898,124.910385765554,0.114594212923424,0.0288793339359818,3.98961207007883e-05,5.67584104411953e-05,0.97102401153288
