"","town","loglik","loglik.sd","nfail.max","nfail.min","mu","delay","sigma","gamma","rho","R0","log.beta1","amplitude","alpha","iota","cohort","eta","tau","S.0","E.0","I.0","R.0"
"33","Hastings",-1597.91866335487,1.936224059685,0,0,0.02,4,32.7364615260499,639.209196395187,0.696336374340245,56.7766884810021,9.74840071391126,0.269659195475886,0.724592494300836,0.00278255940220713,0.629001291973958,104.656035440091,0.390917120774118,0.0223080111658292,9.6335885556e-06,7.47174935897546e-06,0.977674883496307
"34","Hastings",-1597.39029373895,2.2262174415928,0,0,0.02,4,246.734877944835,30.7019881954538,0.677243654338831,32.3429811584506,6.85896171658218,0.312818125121417,1.09319436934862,0.96866224876116,0.337537151353292,98.007057311843,0.436173630826276,0.0134055538009688,1.22377385617296e-05,9.29591368160485e-06,0.986572912546753
"35","Hastings",-1596.27039793994,2.68054546010848,0,0,0.02,4,22.2453156172076,34.4042140873676,0.666848205165085,85.2869534324174,7.93744165659716,0.393627932369719,1,0.44950526008337,0.583379559561406,7.31625810844119,0.388564573543898,0.0161766643887284,1.55200034092886e-05,1.45803557895958e-05,0.98379323525207
"36","Hastings",-1595.61579514955,1.31985865883239,0,0,0.02,4,271.272252680944,27.0876429424816,0.676175640377796,35.769276268221,6.83929007365405,0.336979242471096,1,0.386186160294993,0.43755788782672,65.3016281228642,0.417056141901715,0.0196427480806192,1.39862574000634e-05,1.45866266654327e-05,0.980328679035314
"37","Hastings",-1595.10089385483,1.58274137015924,0,0,0.02,4,258.548108959262,47.2661870503597,0.640927732191717,22.7772226872786,6.91750663256943,0.254389701899632,1,0.305535429670015,0.389201124294543,221.795676322834,0.412244065926053,0.0444526006469926,2.15016623604023e-05,1.46791417810324e-05,0.955511218548865
"38","Hastings",-1594.39782769694,2.71362173660044,0,0,0.02,4,78.8772398204516,34.7226227580897,0.655733136693025,40.1296476075947,7.19231864037764,0.177696043891455,1,0.378353521847395,0.476878789861755,64.4284416763364,0.403597892724999,0.0203961154055564,1.52952587647133e-05,1.82906002417092e-05,0.979570298735437
"39","Hastings",-1594.38126898457,1.91449054242212,0,0,0.02,4,122.051541993922,30.7332660485375,0.693697418469348,35.723082048937,6.95933771331295,0.152275883509058,1.06946111287449,0.64577483250744,0.337231165861088,50.0420468029911,0.399646131561732,0.0157306554594575,1.22955721782377e-05,9.0842546215972e-06,0.984247964713755
"40","Hastings",-1594.12173612919,2.29216245984904,0,0,0.02,4,51.3505459891777,252.852488091609,0.702877320546392,22.5519367233745,8.32217032260227,0.238579276966053,1.1,0.0991221915367116,0.469048656317459,321.379620737657,0.43556630365966,0.0274279955370409,1.3598278574574e-05,1.71790222253989e-05,0.97254122716216
"41","Hastings",-1593.42135936348,1.68180050200764,0,0,0.02,4,26.0714285714286,228.963484588125,0.669743267428616,41.7696463647955,8.8684263146167,0.254278165766643,1,0.098241454713351,0.546778827512764,55.5472819226823,0.412793099351671,0.0226611792851464,2.19310100054079e-05,9.72077980175408e-06,0.977307168925048
"42","Hastings",-1592.94596215198,1.70482004726938,0,0,0.02,4,29.2,294.835921395595,0.703053817629808,28.5821034689686,8.66235579098424,0.291354870858562,1,0.070776259766156,0.531824288207698,70.8877909999325,0.412557658211174,0.0323937325692471,2.1261685807861e-05,1.52608801103439e-05,0.967569744864834
"43","Hastings",-1592.90277815274,1.66190151328358,0,0,0.02,4,91.3141121699453,48.9796933586061,0.675367847344134,33.6880448024614,7.34220352918847,0.325389570805702,1.04503492472683,0.464158883361278,0.429807961886411,165.350917161897,0.41616436273513,0.0154503500431501,1.52808849917978e-05,2.19025984563097e-05,0.984512466473345
"44","Hastings",-1592.52638459997,1.66903419084991,0,0,0.02,4,1739.60773826953,30.4969845469761,0.72737653815762,32.0855238554211,6.84454694350217,0.210184089633194,1,0.457136419924643,0.40057821199353,83.9716843924981,0.420821793432642,0.0186692917437377,1.29718904355903e-05,1.7426570334814e-05,0.981300309795492
"45","Hastings",-1592.45768028145,1.58305894132507,0,0,0.02,4,74.3394923726364,27.037037037037,0.668263286700498,42.8037439229767,7.01702481793159,0.405991263266406,1,0.489737080419877,0.577596508293847,34.7015724552008,0.422706981805461,0.0259396741300237,5.74249345483718e-06,6.52685989024188e-06,0.97404805651663
"46","Hastings",-1592.18935331453,1.95813578879883,0,0,0.02,4,50.1668413699232,192.731675478445,0.741668122625331,35.7120118870401,8.58436057838827,0.268508702796242,0.85,0.0283628297544904,0.474465202758503,175.40982220642,0.38277201956923,0.0276432090844561,6.26955810678204e-06,3.49846956436143e-06,0.972347022887874
"47","Hastings",-1592.12166196304,1.17233491508079,0,0,0.02,4,104.285714285714,117.792289865341,0.695037943327711,30.5857885715441,8.03243470283718,0.115031992993411,1,0.126052173044196,0.429118684100108,639.417795149441,0.432080143450048,0.0235129670966171,2.12394104214524e-05,1.53504749623275e-05,0.976450443018
"48","Hastings",-1591.97329688795,1.0106384585895,0,0,0.02,4,34.6183850603617,564.777059907812,0.692685826555081,45.2638219810132,9.47311408912077,0.248529369836855,0.803590166628416,0.00774263682681127,0.579133236960595,111.491139839365,0.387697870070286,0.0257721859758395,1.3339378001936e-05,7.05042798550767e-06,0.97420742421814
"49","Hastings",-1591.82791705844,1.72721483959868,0,0,0.02,4,198.015978925281,40.3251141114714,0.647505725281778,32.572634838611,7.12571560757035,0.191862232563254,1,0.293671333664815,0.419274789624527,176.799394177467,0.437854616824129,0.0245878069091005,1.87933367880631e-05,1.81259345922379e-05,0.97537527381952
"50","Hastings",-1591.57552407385,1.87269358361106,0,0,0.02,4,26.4398470668068,25.2758289923512,0.662062619319342,101.212026439002,7.81264152858406,0.95,1,0.328720791361031,0.308923879067307,12.1151201445982,0.413440815979678,0.0119580687559289,1.92350127727616e-05,2.23177159045632e-05,0.988000378515477
"51","Hastings",-1591.40180389493,0.94535724477375,0,0,0.02,4,102.112562211475,259.327572632372,0.714004721784983,17.8777947705814,8.10735338507064,0.112534516183384,1,0.0761859217046471,0.197694983578862,45557.3613486067,0.411216222657083,0.0450975403677387,1.73719954591428e-05,1.20674621294439e-05,0.954873020174675
"52","Hastings",-1591.32355689676,1.42347319808325,0,0,0.02,4,87.7266932203143,39.8181818181818,0.688668538898876,34.9662758111394,7.18465805035876,0.168262788992883,1,0.350530703699355,0.439440321023644,63.868932503551,0.416105612320107,0.0220909078133919,1.85576765091271e-05,1.92482434853312e-05,0.977871286266614
"53","Hastings",-1591.18808019275,2.21439722930614,0,0,0.02,4,1369.81345324199,34.3979057591623,0.685683800693194,36.5134861352714,7.08892696834936,0.150319996241622,1,0.389187346869768,0.413926867358855,185.665009295741,0.390066433132274,0.0186982834063118,1.5492967155319e-05,2.03185156388336e-05,0.981265905110892
"54","Hastings",-1591.12867556295,2.48094125999913,0,0,0.02,4,249.760076727845,30.2764976958525,0.685573003262812,43.4035993150412,7.1397261494769,0.323355136689935,1,0.332421913045988,0.450125219649428,86.7647694049884,0.431554708163828,0.0173386900243412,1.67627861789739e-05,2.00007407112312e-05,0.982624546448768
"55","Hastings",-1591.0964637297,2.00839627831061,0,0,0.02,4,40.2432386467283,339.887351446206,0.698779878846548,27.3677324156832,8.708252678956,0.17854742106548,1.07555555555556,0.0840961389383204,0.456071324238846,138.64704713651,0.398503834038066,0.0225125226442519,7.35281903462161e-06,1.44082896785176e-05,0.977465716247034
"56","Hastings",-1591.04944923005,2.0511145125835,0,0,0.02,4,182.5,61.3959211953586,0.70084252750804,34.2113358861743,7.56697508508014,0.152591140861284,1,0.2057658268093,0.49917049203436,311.775590890759,0.420918586116679,0.020440856795983,1.64898953811534e-05,1.68673136460202e-05,0.979525785994992
"57","Hastings",-1590.91266276614,1.38412987239936,0,0,0.02,4,98.4332199735355,24.7592592592592,0.684923621111033,53.5065480911902,7.15527849513456,0.366328261851601,1,0.487770275460057,0.43990098403449,24.8503743319657,0.423556204736249,0.0175633078071698,4.40628898006719e-06,6.23729360491052e-06,0.982426048610246
"58","Hastings",-1590.7323728804,1.4317728348226,0,0,0.02,4,96.2461519622998,213.577044142246,0.72693575459853,19.7933691353063,8.07099916732366,0.118860403773019,1,0.0829921843648123,0.370177193685543,220497.628927257,0.419652877243644,0.0378660181328708,2.10421923240696e-05,1.85675012650956e-05,0.962094372173537
"59","Hastings",-1590.73019097809,2.17438462640219,0,0,0.02,4,59.4620326214836,79.2202484279404,0.726485200699014,24.028060791719,7.44489541413631,0.194022171037832,1,0.16799736618449,0.544411952990703,200.359345568638,0.426273061285834,0.0300641563333689,7.03854844109887e-06,3.97083048197593e-06,0.96992483428771
"60","Hastings",-1590.42816326756,1.17561505287876,0,0,0.02,4,33.1818181818182,248.903686508131,0.700624684267513,33.0349774226903,8.6929705210959,0.250607605948607,1,0.0713315221014084,0.59032046952262,100.834671754547,0.391465058833752,0.0270416713389971,1.61580417022511e-05,1.10686253150746e-05,0.972931101993985
"61","Hastings",-1590.40116515055,1.2997435080027,0,0,0.02,4,40.335303467152,137.414266812378,0.699794381112276,46.89379534617,8.58854553459708,0.244182231023662,0.88,0.0613116578041756,0.561477469429476,103.827864969925,0.421523271728715,0.0179671606479533,6.3391792431747e-06,9.04693598349526e-06,0.98201745323682
"62","Hastings",-1590.20213877207,0.932184086860494,0,0,0.02,4,47.8954521013787,703.417600194312,0.6858538455792,32.770391319323,9.2321145460542,0.05,1,0.0412735502235657,0.616928168108547,282.980675195339,0.405003720767217,0.024576559812257,1.95442368676789e-05,1.52077605222216e-05,0.975388688190233
"63","Hastings",-1590.16031828629,3.00781939616485,0,0,0.02,4,64.7589361690858,120.832409455548,0.677250248228164,23.7960566090051,7.80296276371851,0.215351934324943,1.04444444444444,0.154108055597873,0.327236036324466,452.393561699855,0.414331793253678,0.0310141993596795,5.16579630344264e-06,3.89587504253429e-06,0.968976738968977
"64","Hastings",-1590.04523163337,1.37319353397506,0,0,0.02,4,49.835089545341,187.714285714286,0.688104073455132,29.2251266836258,8.36380325472021,0.148556714153492,1,0.0824274494649212,0.929541829611083,226.799193549346,0.44173739920734,0.0299399195707334,1.70958415761668e-05,1.6175532619322e-05,0.97002680905507
"65","Hastings",-1589.76289816768,1.96170329656232,0,0,0.02,4,150.80430135057,48.1230372098138,0.701215297602048,35.9891686702662,7.39178124009957,0.224317984687578,1,0.279128789670307,0.625684257403958,178.607012173999,0.40963296355294,0.0220487193340521,1.96193358222464e-05,1.39166740087322e-05,0.977917744656115
"66","Hastings",-1589.62328006661,1.44183221167564,0,0,0.02,4,57.3682739836118,119.660340789793,0.715631384330524,28.6489518078224,7.98033001338745,0.176989018016412,1,0.111240825380378,0.919427920348101,230.752939453572,0.420087168251343,0.0277531903821431,2.09019044596521e-05,1.58190837338383e-05,0.972210088629665
"67","Hastings",-1589.57829777803,1.2390652735769,0,0,0.02,4,116.980957302135,151.820883864143,0.6953717636159,19.4024784168134,7.78732691433064,0.0997498203417765,1,0.117131249896275,0.361243538557531,1067208.52400792,0.419561158586682,0.0410700675974236,5.93956149457224e-06,1.22559551427975e-05,0.958911736885939
"68","Hastings",-1589.5567080837,1.19506968505809,0,0,0.02,4,30.5335614751865,67.6721851038582,0.696675726759567,58.734859670317,8.19643888406151,0.55,1,0.160327921578199,0.49274676918395,39.1104984483503,0.405455636645101,0.0140737196772335,1.65947450119785e-05,1.46783202884358e-05,0.985895007257496
"69","Hastings",-1589.41794664123,1.68328161812014,0,0,0.02,4,38.6159481071685,30.6108057665429,0.686789130243205,58.1088276062136,7.44203109620171,0.464573673008559,1,0.452712106933536,0.543571116722294,17.1526708516325,0.408762516241331,0.0164166564159572,1.11885503920055e-05,1.90049084868058e-05,0.983553150125168
"70","Hastings",-1589.4155917544,1.48292737634848,0,0,0.02,4,89.5462024047053,58.141592920354,0.68409322639752,37.0432851108912,7.59637939636904,0.194641245370686,1,0.203242041750701,0.525145203423728,190.653058994943,0.404151337760568,0.0214882213577707,1.63255602378725e-05,2.1395883288332e-05,0.978474057198702
"71","Hastings",-1589.38188936441,1.47323596361106,0,0,0.02,4,27.6531676895221,29.5383903782038,0.660089829938605,96.7781560254786,7.91792141374645,0.85,1,0.320392940943949,0.309097240058731,15.3836027425311,0.439227329234139,0.0102586776016152,4.5670394787332e-06,1.23522210237186e-05,0.989724403137884
"72","Hastings",-1589.37087119495,1.32242648787565,0,0,0.02,4,61.4080225509624,126.61619226889,0.698008104849044,31.6330553198384,8.12692514136131,0.180374723917902,1.02773481400174,0.166810053720006,0.49269695283902,251.793999994505,0.4222411386624,0.0221093586826315,1.0662188721538e-05,1.16526741190742e-05,0.977868326454504
"73","Hastings",-1589.33282460485,1.00157935577816,0,0,0.02,4,95.6854692875848,195.977105069062,0.706995962251358,20.9456907184944,8.06345221452799,0.101492250457788,1,0.0886611853280027,0.451184871007428,9412.67796458818,0.427054170977205,0.0386817715170423,2.22040514459809e-05,7.22204598362488e-06,0.961288802385525
"74","Hastings",-1589.23501570344,1.17948541024006,0,0,0.02,4,38.4210526315789,330.939146150873,0.691303210125702,27.288055649428,8.68906371463733,0.249994074415952,1,0.0564969079424793,0.62226528123919,149.408151949386,0.415264912585456,0.032933157116426,1.85552790360093e-05,1.85132044556379e-05,0.967029774400082
"75","Hastings",-1589.17505001635,1.18131047310503,0,0,0.02,4,153.858340141689,111.838134743098,0.696269597674029,20.7787188211284,7.60168780551699,0.0845718530971616,1,0.154482924035829,0.555010066675121,5165289.25619835,0.406408838884978,0.0389088344400167,6.08680492783684e-06,5.38062281592409e-06,0.961079698132236
"76","Hastings",-1589.08353430821,1.07027784963629,0,0,0.02,4,54.6412595247491,144.907622392667,0.684357125113905,33.6197979672096,8.29926665383296,0.199041330504657,0.964842032823604,0.0748586058079907,0.999988901233196,255.942206778164,0.420243445289243,0.0270468808346105,2.07595776677175e-05,1.90904629291893e-05,0.972913269124793
"77","Hastings",-1588.89137047156,1.08639485587967,0,0,0.02,4,43.547294342115,730,0.715359526093718,27.2504177490542,9.0595527469459,0.181338692887278,1,0.0344355704003589,0.280342039013778,304.808748038403,0.411326343610462,0.0278286501240936,1.53084177908826e-05,1.47879984318065e-05,0.972141253459687
"78","Hastings",-1588.85328910055,1.18466780188822,0,0,0.02,4,57.16541387128,146.922102742357,0.671471973439853,32.3614891521514,8.27235053867281,0.209458248384735,0.965625200674204,0.0826698474722608,1e-04,271.724535901833,0.412662148941418,0.0254634423128258,1.88114975488181e-05,2.08455120773239e-05,0.974496900677545
"79","Hastings",-1588.8485305563,1.24161396783691,0,0,0.02,4,73,155.604209765033,0.699149084817246,25.0696579656976,8.06337865983128,0.145012406019333,1,0.092709262511158,0.487050018326598,434.422732808385,0.394479432789657,0.0339225204135073,1.85019968028656e-05,1.69603349403478e-05,0.96604201725475
"80","Hastings",-1588.82139972996,1.25375936909055,0,0,0.02,4,45.7721699627996,507.144024128074,0.724733742080078,28.1627115924334,8.95125901822422,0.190952120727627,0.907585725108498,0.0215443469003188,0.380439294131842,226.809976183124,0.408423704535982,0.033045077061312,7.25532780395131e-06,8.12615716470806e-06,0.966939541453788
"81","Hastings",-1588.76407819673,1.68681903561827,0,0,0.02,4,45.625,134.90064783167,0.694414308820895,31.4852035509963,8.17494595684129,0.258660613760774,0.984192557072897,0.106203720418401,0.571554972966045,212.952305303687,0.440972970787836,0.02554690081291,1.97290570325634e-05,1.58501226447519e-05,0.974417520007413
"82","Hastings",-1588.64869187229,1.67153043285226,0,0,0.02,4,49.2672146085026,303.28337236534,0.660677258327135,28.2723425877606,8.66969860243345,0.164657282715783,1,0.064752957669258,0.283901612501302,223.218915067301,0.423373321055186,0.0303955381681563,1.86871177528491e-05,1.10423208110946e-05,0.96957473239328
"83","Hastings",-1588.58698786172,1.60590005143498,0,0,0.02,4,56.416240806357,172.01503107206,0.695649594497726,34.0132638838565,8.44793246408032,0.188925088834829,0.946924290671047,0.0599484250318941,0.492621979170445,248.913272256471,0.407804029137839,0.0261693723865989,1.7446409317477e-05,1.95967328435192e-05,0.973793584471267
"84","Hastings",-1588.48507729331,1.21965275661085,0,0,0.02,4,56.660246028252,158.24893234846,0.69295476620738,31.0548198107822,8.29096396160815,0.186064366472879,0.985898201182013,0.0864780123638466,0.888890134429508,249.322791015081,0.416281818174792,0.0260799747172478,2.23171940626851e-05,2.13889671743425e-05,0.973876319121515
"85","Hastings",-1588.40031496755,1.38463345879345,0,0,0.02,4,58.2326032805294,183.566302263614,0.713263935595667,28.7913471748945,8.33170675311811,0.224994820263537,1.00222222222222,0.0793482192980112,0.50780807929965,314.364005604857,0.388942486587037,0.0277707777071174,1.87119493279638e-05,1.59389656745038e-05,0.972194571377877
"86","Hastings",-1588.36625591851,1.29006378505624,0,0,0.02,4,71.6365833898798,340.969516276103,0.688740837827799,23.2620095232518,8.54763312691584,0.131509747656723,1,0.055949970857521,0.466702716164231,1944.76817450169,0.434860463776184,0.034277783523795,1.62421406925498e-05,6.24044075835593e-06,0.965699733894753
"87","Hastings",-1588.33807534288,1.16554998310894,0,0,0.02,4,52.5251661532229,140.112164251933,0.678921085970688,32.6489825878135,8.2424547825957,0.232822846049528,0.974677404865842,0.0842364074539969,0.444495067214754,210.77547508949,0.427120675366195,0.0274146305071355,1.98073024662508e-05,1.86654532858605e-05,0.97254689673711
"88","Hastings",-1588.32151983949,1.72465529259248,0,0,0.02,4,47.0612709790154,87.3978950401831,0.67593196361527,50.1473972246105,8.2681024656878,0.331659171189464,0.905555555555556,0.0861155014372155,0.4784691647563,102.544501230989,0.411772656538474,0.0222710666348083,6.80909749094307e-06,3.3731435299243e-06,0.977718751124173
