"","loglik","loglik.sd","nfail.max","nfail.min","mu","sigma","gamma","rho","log.beta1","amplitude","alpha","iota","cohort","eta","tau","S.0","E.0","I.0","R.0"
"Hastings11",-1585.00092010193,0.290211029826594,0,0,0.02,71.2019841111197,292.469228829886,0.707079334500177,8.30005969715828,0.127031630377537,1,0.0660467036447563,0.41044350978854,761.448841559456,0.413345548451198,0.0416726643305689,5.60037488720672e-06,2.11967242752846e-06,0.958319615622116
"Hastings12",-1585.80580187577,0.19656812371676,0,0,0.02,85.5245954908655,188.930523880932,0.725687055093626,8.00226101984016,0.091960940448409,1,0.096731168751507,0.436884999282634,1149.7040244844,0.43028997990988,0.0388138260136262,5.39025748263126e-06,5.53979260048772e-06,0.96117524393629
"Hastings13",-1585.8993444353,0.280722217099979,0,0,0.02,78.762670776015,227.662535198757,0.70733349991283,8.18528537488285,0.117597439099274,1,0.0860095901019233,0.420378034491604,1944.76817450169,0.420785876546192,0.0375668572022267,5.69332909870295e-06,4.61888047794454e-06,0.962422830588197
"Hastings14",-1586.41016863211,0.173462632892372,0,0,0.02,84.7380559067587,231.506606194809,0.707928130061678,8.185589210865,0.0958973834796596,1,0.0851500391453072,0.421917140221299,3289.64948544105,0.424544612161988,0.0380861609092795,5.55917524744088e-06,2.42177167514825e-06,0.961905858143798
"Hastings15",-1587.11117981551,0.155062429927759,0,0,0.02,90.7134408330287,235.350677358597,0.708522757545028,8.16822790723135,0.0741973277280812,1,0.0842904878259574,0.423456243853082,5564.56747850451,0.428303346036728,0.0386054648561925,5.42502140948544e-06,2.24662867083574e-07,0.961388885459531
"Hastings16",-1587.46042554852,0.260518966000603,0,0,0.02,92.0031412255741,242.885771108103,0.706939499420286,8.18420604396257,0.0778770715163834,1,0.0809092894842684,0.397573844923627,9412.67796458818,0.429175735108316,0.0388970404304604,5.44636590774317e-06,3.84095161494213e-07,0.96109712910847
"Hastings17",-1587.51415943702,0.1825885407378,0,0,0.02,93.305818177627,248.598888410813,0.706203393082813,8.18276334395306,0.0872428063612304,1,0.078123161549971,0.36203834392122,15921.9035095348,0.430150927365654,0.0399742440662591,5.46187735007754e-06,1.27799354351022e-06,0.960019016062847
"Hastings18",-1587.76332950373,0.12666349679537,0,0,0.02,90.1251345806798,249.533170847045,0.700406773255676,8.25995429000878,0.120703991564387,1,0.072893008377137,0.323030389608121,26932.5065959618,0.426796064178009,0.0357820855930154,5.8194642701785e-06,5.31410470733572e-06,0.964206780838008
"Hastings19",-1588.47214482558,0.228537188417356,0,0,0.02,94.1587899241352,257.328302728492,0.716049874063367,8.06129579099505,0.118205858665212,1,0.0725342714900823,0.23054868936999,45557.3613486068,0.437155302061581,0.0476460554954011,5.29711916403561e-06,4.94923464468163e-06,0.95234369815079
"Hastings20",-1588.86901659065,0.173201271698448,0,0,0.02,109.211556694755,252.386054852683,0.707355046000072,7.95681118530617,0.119370595116243,1,0.0823576032963433,0.239413800011271,77062.0169471944,0.435275395185962,0.0535620924929552,5.10445133323558e-06,4.43664328072267e-06,0.946428366412432
