"","loglik","loglik.sd","nfail.max","nfail.min","mu","sigma","gamma","rho","log.beta1","amplitude","alpha","iota","cohort","eta","tau","S.0","E.0","I.0","R.0"
"London20",-3808.27396995965,0.239210336282757,0,0,0.02,32.1488279309734,31.6201515922756,0.486481517300987,7.09587803422507,0.452897563083459,1,3.03159241286373,0.999988901233196,149.177357832421,0.11228773248367,0.0353848299820305,3.82300677326249e-05,4.89794093707279e-05,0.964527960540866
"Hastings1",-1584.08789967787,0.312042279483623,0,0,0.02,45.2802223860455,41.9536792359252,0.68914364135457,7.62243269489907,0.482732694976415,1,0.276561301856372,1e-04,39.899148277632,0.4016873241749,0.0156511550282809,6.28599951222816e-06,4.3961371561866e-06,0.98433816283505
"Hastings2",-1584.2805974722,0.284174412850338,0,0,0.02,45.0524084648557,43.5630352466998,0.671884275570099,7.63019364609637,0.498191941237557,1,0.28433626031594,0.0371329333333333,37.5081565427698,0.413978165567317,0.0168537405111596,6.3065853451183e-06,4.44898405521776e-06,0.98313550391944
"Hastings3",-1584.37220943311,0.282500815918519,0,0,0.02,41.903186319734,42.6224468024968,0.678181432701479,7.6279321285429,0.514834090269943,1,0.301326004002918,0.0741658666666667,39.9485261986049,0.416020297467341,0.0161424415548018,5.47863960178363e-06,4.31901824532266e-06,0.98384776078735
"Hastings4",-1583.91996423022,0.382020484767707,0,0,0.02,43.1281864984887,43.2226015619852,0.677858820983276,7.62080256304132,0.511898340784625,1,0.30670574199132,0.111198766803688,35.0216006615986,0.39526401935253,0.0170483209757696,5.92018755279245e-06,3.95737467465164e-06,0.982941801462003
"Hastings5",-1583.88911453636,0.331543797533808,0,0,0.02,45.0127332135284,41.9446998030763,0.675683256691304,7.65860470169125,0.505564419257339,1,0.281491237966454,0.186633044594505,39.0925672612583,0.404218480379884,0.0156033967049488,5.73600180369727e-06,3.8633593799196e-06,0.98438700393387
"Hastings6",-1584.07938173244,0.189743660835092,0,0,0.02,43.8588952590939,41.8916155969485,0.669706572935575,7.68558190655082,0.502914894474781,1,0.288518946688412,0.212893913408517,38.7277548037794,0.409559319047128,0.0157990269515406,5.79142024897826e-06,4.1863162138308e-06,0.984190995311998
"Hastings7",-1584.22030045924,0.223046289843777,0,0,0.02,38.6452424952528,45.3097684363593,0.67962544641925,7.71258050998194,0.5,1,0.298767638375248,0.295398653233874,36.3399098974314,0.407775250814058,0.0149492920412976,7.16491016416903e-06,3.54621047722959e-06,0.98503999683806
"Hastings8",-1583.66509241399,0.207982358847217,0,0,0.02,56.3053754059676,74.0760973215181,0.695079321739515,7.73811740209537,0.299030110691145,1,0.185827991149054,0.328971065790829,109.589783136026,0.396267133770545,0.0232891178274086,5.61137660815694e-06,3.39802364139344e-06,0.97670187277234
"Hastings9",-1583.82389334069,0.297205775763536,0,0,0.02,51.6057261998735,69.5622418585467,0.688257239962995,7.87116830135273,0.3,1,0.179121008514206,0.373126580072251,109.846524702888,0.406722881057345,0.0179642679179515,6.68633065329434e-06,3.56472277686084e-06,0.982025481028618
"Hastings10",-1583.96360709329,0.258737133170388,0,0,0.02,50.8005162155092,82.5064879833245,0.70672985275199,7.7984270980372,0.309471187702289,1,0.165984484521555,0.441905813689544,117.351352326306,0.402975898821113,0.0240779534707271,7.47241068231006e-06,3.69283697311179e-06,0.975910881281616
"Hastings11",-1583.8411228643,0.260574129825712,0,0,0.02,51.8455121120304,73.7795163376008,0.703106790072041,7.86318225788188,0.301469828601316,1,0.172840632616542,0.500044450616598,107.684308322363,0.404112876883263,0.0198524573362188,6.83474019609686e-06,3.90441355959371e-06,0.980136803510026
"Hastings12",-1583.94186924431,0.274712780546403,0,0,0.02,51.201135507176,72.5548656375242,0.698808667332405,7.85199656759856,0.289101000418346,1,0.175202286487487,0.555593834018442,101.216763109068,0.398205428800384,0.0196729303563,6.3132474451409e-06,3.8395199115035e-06,0.980316916876345
"Hastings13",-1584.11547497316,0.341825369090843,0,0,0.02,51.1892237318226,69.3005757430094,0.693273247320801,7.84373138132662,0.305628635481194,1,0.174911894857686,0.626769732593038,99.0154038230775,0.414744698294798,0.018356954139772,5.86624111504918e-06,4.33001148294941e-06,0.98163284960763
"Hastings14",-1584.07611875753,0.234144114322001,0,0,0.02,45.5576449818347,308.284406734775,0.698071395316649,8.77077255637402,0.200000000209617,1,0.0584743374943408,0.658794300831577,219.312375979234,0.393913998275143,0.0259889591003252,4.6419350981201e-06,6.05032051312905e-06,0.974000348644063
"Hastings15",-1584.29633672128,0.266647784002613,0,0,0.02,45.0046009978659,301.343508610455,0.693643206468986,8.77506968785972,0.203890236077558,1,0.0558317913955667,0.722241984223975,224.359068757886,0.40836322169894,0.025768281657727,4.52798047528688e-06,6.85085999162025e-06,0.974220339501807
"Hastings16",-1584.47378231864,0.216528431362101,0,0,0.02,44.7137486089247,314.945637628406,0.69579856353082,8.73502450568803,0.210591854186387,1,0.0562875971496885,0.777791367625819,228.021896982923,0.395446257139303,0.0287264393233891,4.94350240790294e-06,5.85974290248335e-06,0.971262757431301
"Hastings17",-1584.81976824859,0.218259786644675,0,0,0.02,44.3728441182066,334.444792220522,0.696211700044283,8.74648208710154,0.203674682142722,1,0.0594230297148394,0.833340751027664,218.749616532226,0.413009712761671,0.0292463102638358,5.20433797303383e-06,5.94265903909942e-06,0.970742542739152
"Hastings18",-1584.86382956341,0.22823281223063,0,0,0.02,45.265655487304,335.614600482063,0.697626617592644,8.68188202396068,0.191544876236124,1,0.0584643470535862,0.888890134429508,213.506976727945,0.404733600449979,0.0327420439390556,5.17446430127462e-06,7.0860633715428e-06,0.96724569553327
"Hastings19",-1585.22153358677,0.293355532214201,0,0,0.02,43.0199312524316,315.122391214225,0.698352046293646,8.71041912356134,0.202814773649792,1,0.0565586616954853,0.944439517831352,218.782612963053,0.401963487701676,0.0306096299886147,4.91423183758241e-06,6.08752674358427e-06,0.969379368252802
"Hastings20",-1585.34916588459,0.300778774495601,0,0,0.02,45.2788185787137,315.070185245491,0.71320004269884,8.60941689435782,0.179820948621477,1,0.0562258930499318,0.999988901233196,214.901889507216,0.407952164519544,0.0329666362788961,5.77403046144235e-06,5.79101921646996e-06,0.967021798671425
