"time","Halesworth","Lees","Mold","Dalton.in.Furness","Oswestry","Northwich","Bedwellty","Consett","Hastings","Cardiff","Bradford","Hull","Nottingham","Bristol","Sheffield","Leeds","Manchester","Liverpool","Birmingham","London"
1952.60232717317,0,0,0,0,1,25,3,8,2,199,62,14,93,89,215,143,219,48,139,926
1952.62149212868,1,0,0,0,0,4,0,6,6,71,36,10,92,54,182,173,194,48,102,751
1952.64065708419,0,0,0,1,1,2,1,4,6,150,26,12,73,38,132,94,151,29,116,573
1952.6598220397,3,0,0,0,0,3,0,2,8,71,32,4,60,49,79,73,91,38,68,412
1952.67898699521,0,0,0,1,0,4,1,1,14,70,24,3,26,48,67,59,61,16,60,280
1952.69815195072,1,0,0,0,0,6,0,1,7,53,8,3,34,12,52,56,74,16,37,240
1952.71731690623,0,0,0,8,0,3,1,6,6,59,18,1,37,20,35,49,64,15,40,272
1952.73648186174,0,0,0,0,0,6,2,5,7,28,10,13,25,21,22,43,69,19,45,354
1952.75564681725,0,0,0,0,0,24,0,1,2,53,16,3,51,23,34,58,77,36,99,554
1952.77481177276,0,0,0,1,0,23,0,3,3,44,21,12,57,37,32,70,94,27,70,682
1952.79397672827,0,0,0,0,0,10,0,1,8,64,21,13,67,21,35,96,131,45,97,964
1952.81314168378,0,1,0,0,0,6,0,5,19,67,28,19,54,23,32,102,127,13,122,1094
1952.83230663929,0,1,0,1,0,8,2,5,33,68,38,11,95,31,41,170,184,28,181,1252
1952.8514715948,0,0,0,0,0,12,0,10,31,74,21,22,83,12,43,172,178,20,217,989
1952.87063655031,0,0,0,0,0,1,9,7,56,75,19,14,123,8,53,239,212,28,272,1208
1952.88980150582,0,0,0,0,0,4,6,11,74,104,8,16,156,9,74,126,198,25,283,1129
1952.90896646133,0,0,0,2,0,4,5,7,156,132,21,6,181,6,98,209,219,30,422,1560
1952.92813141684,1,0,0,1,0,4,5,12,133,65,15,3,356,15,83,237,212,40,509,1488
1952.94729637235,0,3,0,0,0,1,25,16,238,156,9,5,277,25,114,267,250,40,776,1404
1952.96646132786,0,0,0,1,0,0,16,18,150,100,28,1,239,43,68,233,275,37,919,1797
1952.98562628337,0,2,0,12,0,0,11,8,115,98,29,1,331,26,126,137,237,34,833,996
1953.00479123888,0,1,0,19,0,1,34,26,206,189,43,11,449,96,113,409,413,61,1535,2705
1953.02395619439,0,5,0,27,2,0,20,7,112,172,86,11,361,78,135,270,458,71,1155,1905
1953.0431211499,1,4,0,6,1,3,20,18,32,147,95,19,287,62,165,274,359,54,958,1777
1953.06228610541,0,0,0,32,1,1,38,2,57,175,63,1,183,108,108,269,297,42,978,1421
1953.08145106092,0,3,0,74,3,0,28,11,44,149,124,7,216,107,257,378,301,81,1141,1470
1953.10061601643,0,5,0,60,4,0,41,11,40,125,122,10,219,187,275,433,341,90,1368,1661
1953.11978097194,0,0,0,24,25,2,5,18,43,123,167,15,146,241,302,340,327,104,1482,1507
1953.13894592745,0,1,0,40,45,0,31,19,66,94,116,8,157,346,277,504,343,119,1266,1832
1953.15811088296,0,0,0,5,53,4,33,23,45,99,145,10,184,360,346,446,335,139,1074,1624
1953.17727583847,0,0,1,5,20,2,21,19,32,93,81,15,163,341,293,382,261,157,818,1621
1953.19644079398,0,1,0,1,21,2,21,55,13,52,121,9,164,356,308,381,336,263,889,1371
1953.21560574949,0,0,0,0,26,0,3,44,32,44,110,5,160,398,362,375,258,285,677,1439
1953.234770705,0,0,0,0,27,0,8,31,5,41,125,16,143,529,398,398,291,396,635,1133
1953.25393566051,0,1,0,0,20,0,4,26,17,36,78,13,89,468,292,264,291,488,550,953
1953.27310061602,0,1,0,0,23,2,1,10,7,21,114,32,81,633,357,429,314,442,436,1032
1953.29226557153,0,0,0,0,20,1,6,3,3,36,89,44,84,561,344,297,292,550,311,835
1953.31143052704,0,0,0,0,6,1,2,14,6,9,64,67,76,443,267,205,401,401,235,629
1953.33059548255,0,0,1,0,5,2,0,1,2,17,124,72,66,419,211,169,166,331,190,419
1953.34976043806,0,0,0,1,2,5,1,0,1,9,74,65,49,359,161,129,196,420,108,369
1953.36892539357,0,0,0,0,1,3,1,1,1,27,94,137,37,328,160,102,189,422,88,305
1953.38809034908,0,0,0,0,1,5,0,0,4,18,83,156,32,279,159,92,176,431,75,345
1953.40725530459,0,0,7,0,1,7,0,2,0,19,66,161,17,282,157,90,124,421,53,269
1953.4264202601,0,0,6,0,1,6,1,1,5,8,77,178,37,155,126,56,153,442,63,297
1953.44558521561,0,0,5,0,0,0,0,1,0,26,61,109,26,109,117,49,127,506,61,207
1953.46475017112,0,0,2,0,3,2,0,3,0,4,61,224,14,103,101,26,107,527,51,291
1953.48391512663,0,0,0,0,2,1,0,2,0,18,48,240,12,74,134,40,47,519,40,173
1953.50308008214,0,0,14,0,0,3,0,0,0,7,67,295,24,77,100,22,84,422,48,145
1953.52224503765,0,0,9,0,1,0,0,4,0,15,42,210,9,42,88,25,50,340,41,110
1953.54140999315,0,0,5,0,0,1,1,0,1,12,44,251,9,42,73,13,49,260,31,107
1953.56057494866,0,0,19,0,0,2,0,1,1,7,39,162,20,22,45,9,35,271,18,65
1953.57973990418,0,0,4,0,0,0,0,0,2,4,31,145,18,14,42,10,31,201,15,80
1953.59890485969,0,0,0,0,0,2,1,0,0,1,27,111,16,16,35,5,15,171,5,50
1953.61806981519,0,0,0,0,0,0,0,0,0,7,23,74,11,13,25,6,15,82,13,67
1953.6372347707,0,0,0,0,0,4,1,0,0,5,14,61,8,4,13,3,17,57,15,29
1953.65639972622,0,0,1,0,0,0,0,0,0,2,15,43,6,3,5,7,15,33,16,20
1953.67556468173,0,0,0,0,0,2,0,0,0,4,6,42,3,5,5,2,15,51,13,27
1953.69472963724,0,0,0,3,0,0,0,0,2,4,5,31,2,0,8,7,11,22,8,19
1953.71389459274,0,0,0,0,0,0,0,0,0,0,10,13,1,3,3,0,5,19,9,16
1953.73305954825,0,0,0,0,0,0,1,0,2,1,0,14,2,1,3,5,4,22,3,13
1953.75222450377,0,0,0,1,0,0,0,0,0,0,3,0,2,4,5,9,11,37,8,9
1953.77138945927,0,0,0,0,0,0,0,0,0,2,2,15,2,3,3,5,6,31,2,13
1953.79055441478,0,0,0,1,0,0,0,0,0,0,2,7,2,0,2,6,2,29,4,13
1953.80971937029,0,0,0,0,0,0,0,0,0,3,0,8,0,0,1,8,3,24,3,19
1953.8288843258,0,0,0,0,0,1,0,1,1,1,1,7,0,1,4,10,6,31,3,12
1953.84804928131,0,0,0,0,0,0,0,0,0,0,1,6,0,2,2,20,5,21,4,31
1953.86721423682,0,1,0,0,0,1,0,0,0,1,1,18,4,0,1,11,3,25,4,24
1953.88637919233,0,0,0,0,0,0,0,0,0,1,1,18,1,0,2,27,6,30,2,15
1953.90554414784,0,0,0,0,0,0,0,0,0,2,0,15,0,0,10,6,4,21,5,20
1953.92470910335,0,0,0,0,0,0,0,0,0,6,1,16,3,1,2,21,2,29,2,12
1953.94387405886,0,0,0,0,0,0,0,0,0,0,1,13,1,2,2,8,4,18,4,17
1953.96303901437,0,0,0,0,0,0,0,0,0,1,1,26,0,0,4,9,1,20,6,12
1953.98220396988,0,0,0,0,0,0,0,0,1,0,1,7,2,0,0,10,1,22,2,1
1954.00136892539,0,0,0,0,0,2,0,0,0,0,0,0,2,1,7,4,6,53,5,9
1954.0205338809,0,0,0,0,0,0,0,0,0,0,1,27,0,0,5,1,3,29,2,13
1954.03969883641,0,0,0,0,0,1,0,0,0,0,1,15,2,0,2,5,3,34,7,18
1954.05886379192,0,0,0,0,0,5,0,0,0,0,0,16,1,5,2,1,5,28,4,12
1954.07802874743,0,0,0,0,0,6,0,0,0,0,0,15,0,1,2,1,2,22,5,11
1954.09719370294,0,0,0,0,0,4,0,0,1,1,1,9,0,1,2,0,6,22,6,19
1954.11635865845,0,0,0,0,0,14,0,0,0,0,1,0,0,1,6,3,3,39,3,16
1954.13552361396,0,0,0,0,0,3,0,0,0,0,0,18,1,2,3,2,9,55,5,29
1954.15468856947,9,0,0,0,0,5,0,0,1,0,0,26,0,4,9,8,3,41,5,33
1954.17385352498,1,0,0,0,0,7,0,0,1,0,1,28,1,4,3,2,11,65,10,33
1954.19301848049,18,0,0,0,1,1,0,0,0,2,1,31,1,2,5,6,7,64,4,41
1954.212183436,9,0,0,0,0,4,1,0,1,0,2,26,0,1,4,2,7,89,3,57
1954.23134839151,19,0,0,0,0,2,0,0,0,0,0,30,0,1,4,4,10,107,5,32
1954.25051334702,8,0,0,0,0,1,0,0,1,1,0,44,0,0,3,3,11,119,4,45
1954.26967830253,16,0,0,0,0,1,1,0,0,0,1,52,0,0,6,4,7,122,6,67
1954.28884325804,7,0,0,0,0,0,0,0,0,0,0,40,0,0,2,5,1,94,2,67
1954.30800821355,2,0,0,0,0,1,0,0,0,1,0,43,2,0,7,3,8,129,0,93
1954.32717316906,2,0,0,0,0,1,0,0,0,2,2,33,1,1,6,3,5,123,9,72
1954.34633812457,1,0,0,0,0,0,0,0,0,4,9,43,1,2,1,6,5,126,5,71
1954.36550308008,0,0,0,0,0,1,0,0,1,0,0,39,1,0,6,3,9,118,4,58
1954.38466803559,0,0,0,0,0,5,0,0,4,0,2,36,0,0,5,2,14,133,10,61
1954.4038329911,0,0,0,0,0,7,2,0,0,0,2,24,0,0,5,4,12,134,6,42
1954.42299794661,0,0,0,0,0,7,0,0,0,1,6,29,4,0,4,9,40,143,8,68
1954.44216290212,0,0,0,0,0,19,2,0,3,1,5,24,4,0,6,1,62,189,13,83
1954.46132785763,2,1,0,0,0,9,2,1,3,2,8,33,4,2,10,8,44,235,5,93
1954.48049281314,3,0,0,0,0,16,0,1,0,1,5,22,2,8,13,10,75,201,8,81
1954.49965776865,3,0,0,1,0,14,0,0,4,0,5,26,1,7,5,13,47,242,6,94
1954.51882272416,3,0,0,0,0,9,5,1,0,0,6,26,2,8,6,8,72,232,11,121
1954.53798767967,1,0,0,1,0,2,0,2,1,0,6,47,2,7,16,11,80,235,9,191
1954.55715263518,2,1,0,0,0,14,1,0,0,0,7,30,0,7,22,8,71,258,5,169
1954.57631759069,1,1,0,1,1,17,2,3,3,1,4,43,2,13,10,14,82,294,6,147
1954.5954825462,0,0,0,0,0,6,0,1,2,0,4,34,2,14,16,7,118,226,8,126
1954.61464750171,0,0,0,0,0,15,0,6,0,1,5,34,4,6,16,21,91,251,17,123
1954.63381245722,0,0,0,0,0,3,0,3,0,0,9,29,1,9,16,23,85,186,9,105
1954.65297741273,0,1,0,1,0,2,0,5,0,2,12,13,0,4,7,15,72,172,6,81
1954.67214236824,0,2,0,0,1,0,0,1,0,1,9,9,1,4,10,11,82,159,13,63
1954.69130732375,0,0,0,0,0,2,1,2,1,0,7,15,2,5,8,11,67,113,9,57
1954.71047227926,0,0,0,0,0,0,3,1,0,0,5,12,2,2,9,17,129,168,10,87
1954.72963723477,0,0,0,0,0,0,0,0,0,0,10,18,2,3,8,5,165,177,5,80
1954.74880219028,0,2,0,0,0,0,1,3,0,4,11,32,5,2,7,8,285,137,9,125
1954.76796714579,0,3,0,0,0,0,0,2,0,0,24,40,7,0,10,14,380,194,12,159
1954.7871321013,0,0,0,0,1,1,0,0,0,1,36,39,13,1,14,22,326,178,4,185
1954.80629705681,0,9,0,1,1,1,0,0,0,0,25,54,14,1,32,24,524,250,8,204
1954.82546201232,0,28,0,0,0,0,0,1,0,0,63,55,31,1,39,46,512,194,6,254
1954.84462696783,0,9,0,17,0,0,0,2,0,0,37,90,55,0,42,37,651,277,12,285
1954.86379192334,0,25,0,15,0,0,0,0,0,0,60,74,29,0,39,45,582,239,8,209
1954.88295687885,0,16,0,15,0,2,0,2,0,0,53,71,119,4,28,44,642,342,19,262
1954.90212183436,0,8,0,12,0,3,0,0,0,1,67,89,41,0,34,40,867,265,19,273
1954.92128678987,0,12,0,0,0,2,0,6,0,3,44,59,103,16,20,45,872,324,16,390
1954.94045174538,0,4,0,2,0,0,0,4,0,1,62,68,51,5,39,24,894,333,12,473
1954.95961670089,0,5,0,1,0,1,1,23,0,0,58,71,55,26,41,41,709,279,24,548
1954.9787816564,0,1,0,0,0,2,0,5,0,2,77,69,42,17,84,13,558,132,14,550
1954.99794661191,0,3,1,0,0,2,0,39,1,0,133,132,70,20,63,40,631,314,37,988
1955.01711156742,0,6,0,0,0,0,0,19,2,0,190,114,149,31,92,65,629,269,32,1004
1955.03627652293,0,3,0,0,0,1,0,41,1,0,170,143,139,1,74,62,496,215,45,791
1955.05544147844,0,2,0,0,0,1,0,12,2,0,199,76,160,13,63,84,328,155,70,656
1955.07460643395,0,5,0,0,0,4,0,41,0,2,357,100,201,18,122,93,442,216,142,1137
1955.09377138946,0,2,0,0,0,3,0,69,3,2,365,72,350,40,142,222,387,170,240,1295
1955.11293634497,0,1,0,0,1,6,0,66,0,13,614,76,488,37,188,300,519,213,403,1945
1955.13210130048,0,4,0,0,1,2,0,108,0,15,425,126,470,67,234,306,502,240,408,2402
1955.15126625599,0,0,0,0,1,1,0,56,0,46,519,155,547,41,360,468,483,283,877,2694
1955.1704312115,0,2,0,0,7,0,0,72,0,47,495,160,587,55,478,736,350,252,844,3412
1955.18959616701,0,0,1,0,4,0,2,42,0,120,312,157,758,63,547,781,316,250,1410,2626
1955.20876112252,0,0,0,0,3,0,5,51,1,177,444,213,573,60,618,955,236,166,1461,3685
1955.22792607803,0,0,0,0,4,3,1,8,0,277,274,183,645,83,706,951,168,200,1824,3337
1955.24709103354,0,0,0,0,20,2,0,32,1,302,326,202,497,97,804,919,181,206,2286,4103
1955.26625598905,0,0,0,0,17,3,2,20,1,309,181,216,419,134,769,1164,117,178,1941,3089
1955.28542094456,0,1,0,0,59,0,4,15,1,389,120,114,237,164,750,833,114,171,2336,3291
1955.30458590007,0,0,0,0,30,5,6,4,1,396,78,199,191,257,624,770,86,226,1868,2614
1955.32375085558,0,0,0,0,13,2,11,13,5,384,67,121,131,193,442,554,74,206,1430,1789
1955.34291581109,0,0,0,0,8,5,5,12,4,434,49,111,93,321,356,456,73,211,1156,1236
1955.3620807666,0,0,0,0,6,3,12,4,1,547,34,79,49,358,293,313,77,178,1041,1063
1955.38124572211,0,0,0,0,2,4,26,28,3,686,34,105,25,569,273,310,44,220,955,962
1955.40041067762,0,0,0,0,3,2,19,0,12,556,30,79,48,676,313,226,53,141,850,923
1955.41957563313,0,0,0,0,0,1,49,19,18,590,31,103,18,835,161,170,34,150,565,792
1955.43874058864,1,0,0,0,0,3,16,1,12,502,32,78,18,703,369,187,69,159,606,932
1955.45790554415,0,0,0,0,2,1,31,3,31,287,13,89,32,768,205,103,67,132,460,496
1955.47707049966,0,0,0,0,1,1,29,11,67,252,6,68,19,761,165,47,48,145,317,506
1955.49623545517,0,0,0,0,6,2,14,8,38,139,7,61,7,633,100,46,41,135,332,342
1955.51540041068,0,0,0,0,6,3,12,7,29,115,8,73,7,516,98,29,49,147,247,380
1955.53456536619,0,0,0,2,4,0,15,0,39,61,1,43,2,385,86,27,34,102,104,272
1955.5537303217,0,0,1,0,1,0,13,0,46,67,7,43,3,432,70,9,34,73,106,192
1955.57289527721,0,0,1,5,0,0,15,2,69,40,2,29,3,313,35,2,34,81,59,166
1955.59206023272,1,0,0,0,3,0,9,1,101,28,3,20,3,189,44,4,20,45,55,130
1955.61122518823,0,0,0,1,1,0,9,2,110,19,2,12,11,136,10,6,31,58,30,124
1955.63039014374,1,0,1,1,4,0,27,1,76,9,1,13,12,77,17,5,37,28,22,82
1955.64955509925,2,0,0,4,0,0,14,0,53,14,3,10,9,28,7,9,22,38,18,76
1955.66872005476,1,0,2,0,7,2,8,1,18,18,2,10,5,27,5,7,37,19,6,58
1955.68788501027,0,0,1,0,1,0,0,1,59,5,0,3,1,13,8,4,17,22,5,38
1955.70704996578,0,0,0,0,1,0,9,0,8,2,2,1,0,7,7,4,15,16,12,22
1955.72621492129,0,0,0,0,0,0,43,0,2,1,1,4,1,8,0,3,11,25,9,24
1955.7453798768,0,0,0,0,0,0,4,2,3,12,0,4,0,2,2,2,13,23,11,32
1955.76454483231,0,0,0,0,0,0,5,0,36,0,0,0,0,6,1,3,21,17,6,29
1955.78370978782,0,0,3,0,0,0,0,0,17,2,0,1,0,3,1,0,12,18,16,41
1955.80287474333,0,0,0,0,0,0,15,0,55,2,1,0,1,2,1,2,7,9,8,33
1955.82203969884,0,0,6,0,0,0,0,0,8,2,0,3,0,0,4,2,9,19,8,33
1955.84120465435,0,0,6,0,0,0,0,1,22,3,4,1,1,3,1,3,14,10,6,28
1955.86036960986,0,0,7,0,0,3,7,0,17,3,1,2,1,1,4,6,10,25,5,36
1955.87953456537,0,0,5,0,0,0,0,0,56,2,1,0,0,0,1,1,17,116,11,30
1955.89869952088,0,0,13,0,0,0,0,0,23,1,0,0,1,2,10,0,4,17,7,29
1955.91786447639,0,0,0,0,0,1,6,0,44,2,1,1,2,3,12,1,12,18,8,22
1955.9370294319,0,1,0,0,0,0,0,0,38,5,0,4,6,3,7,0,1,24,5,20
1955.95619438741,0,13,0,2,0,0,0,0,45,9,1,1,0,1,6,3,5,18,13,13
1955.97535934292,0,0,0,4,0,0,0,0,30,6,0,0,1,1,10,0,12,8,0,15
1955.99452429843,0,0,0,4,0,0,4,0,27,21,1,2,1,0,11,1,9,23,42,22
1956.01368925394,0,0,0,6,0,0,0,0,28,22,2,1,0,0,9,1,35,9,5,26
1956.03285420945,0,0,0,1,0,0,1,1,14,2,0,1,1,5,4,2,16,10,7,26
1956.05201916496,0,0,0,3,0,0,0,0,7,12,0,3,1,1,3,2,8,16,6,20
1956.07118412046,0,0,0,0,0,0,0,0,4,12,1,1,7,1,2,2,11,21,8,22
1956.09034907597,0,0,0,0,0,0,0,0,1,7,0,0,2,2,0,5,17,24,4,26
1956.10951403149,0,0,0,0,0,0,0,0,0,11,0,1,4,0,8,1,15,42,2,51
1956.128678987,0,0,0,0,0,0,1,0,0,3,1,7,4,0,11,1,19,47,2,61
1956.14784394251,0,1,0,0,0,0,0,0,0,2,1,18,6,0,5,1,15,46,4,49
1956.16700889801,0,0,0,0,0,0,1,0,0,1,4,15,7,7,2,3,23,42,6,76
1956.18617385352,0,0,0,0,0,0,0,0,0,0,2,3,8,3,0,1,9,24,5,54
1956.20533880904,0,0,0,0,0,0,0,0,0,4,1,9,2,0,2,4,21,39,0,56
1956.22450376455,0,0,0,0,0,0,1,0,0,2,1,4,1,1,2,2,7,16,5,66
1956.24366872005,0,0,0,0,0,0,0,1,0,1,1,7,5,1,1,3,10,26,3,76
1956.26283367556,0,0,0,0,0,0,10,0,0,2,0,16,3,2,2,0,12,22,4,75
1956.28199863108,0,0,0,0,0,0,5,0,1,1,1,13,3,4,2,1,10,57,6,114
1956.30116358659,0,0,0,0,0,0,5,0,0,0,0,12,9,1,13,2,8,51,7,83
1956.3203285421,0,0,0,0,2,0,1,0,0,3,1,6,3,5,4,2,12,59,5,80
1956.3394934976,0,0,0,0,0,0,0,0,1,2,1,24,4,10,0,2,6,117,4,94
1956.35865845311,0,0,0,0,0,1,0,0,0,1,3,18,5,9,1,3,6,118,3,166
1956.37782340862,0,0,0,0,1,1,5,0,0,3,3,28,11,22,2,1,9,121,7,206
1956.39698836413,0,0,0,0,0,0,3,0,0,1,3,32,4,12,2,4,4,197,9,249
1956.41615331964,0,0,0,0,0,0,0,1,0,2,1,67,3,22,2,6,14,197,9,316
1956.43531827515,0,0,0,0,0,0,0,2,0,2,1,72,0,8,1,5,9,198,4,317
1956.45448323066,0,0,0,0,0,0,0,0,0,1,0,61,3,36,1,3,33,216,8,282
1956.47364818617,0,0,0,0,0,0,2,0,0,0,1,72,4,11,1,5,11,179,10,280
1956.49281314168,0,0,0,0,0,0,0,0,1,0,3,94,6,23,4,7,15,288,4,374
1956.51197809719,0,0,0,0,0,0,1,0,0,0,6,0,11,22,3,2,13,215,14,305
1956.5311430527,0,0,0,0,0,0,1,0,0,2,0,91,5,22,3,3,16,253,12,329
1956.55030800821,0,0,0,0,0,0,2,0,1,1,10,87,1,13,1,4,13,259,8,287
1956.56947296372,0,0,0,0,0,0,1,0,1,1,5,70,2,17,5,10,18,273,5,363
1956.58863791923,0,0,0,0,0,0,1,0,1,0,4,137,2,16,3,6,20,235,18,258
1956.60780287474,0,0,0,0,0,0,1,0,1,0,3,81,2,8,1,2,24,146,2,225
1956.62696783025,0,0,0,0,0,0,2,0,0,2,2,72,1,21,1,4,27,152,7,245
1956.64613278576,0,0,0,0,0,0,1,0,1,1,2,75,2,12,3,5,23,133,6,186
1956.66529774127,0,0,0,0,0,0,0,0,0,0,1,82,1,8,2,1,18,109,9,172
1956.68446269678,0,0,0,0,0,0,1,0,0,2,4,45,4,0,1,4,29,93,8,104
1956.70362765229,0,0,0,0,0,0,1,0,0,0,5,34,0,4,3,5,20,89,3,98
1956.7227926078,0,0,0,0,0,0,1,0,1,2,3,31,0,2,2,2,31,107,12,85
1956.74195756331,0,0,0,0,1,0,0,0,0,2,5,26,4,2,4,5,30,110,5,100
1956.76112251882,0,0,0,0,0,0,3,0,0,4,6,25,7,0,5,8,36,103,8,140
1956.78028747433,0,0,0,0,0,0,1,5,0,3,3,35,1,1,2,13,59,105,8,146
1956.79945242984,0,0,0,0,0,0,18,1,2,1,9,34,0,0,1,11,46,155,11,190
1956.81861738535,0,0,0,0,0,0,2,6,0,0,2,59,2,1,9,38,94,154,10,195
1956.83778234086,0,0,0,0,0,2,10,1,1,1,4,70,0,1,4,36,54,175,10,193
1956.85694729637,0,0,0,0,0,0,0,2,1,1,7,83,2,0,4,28,67,146,22,232
1956.87611225188,0,0,0,0,0,0,11,3,0,1,1,149,4,1,2,47,48,201,31,220
1956.89527720739,0,0,0,0,0,10,2,0,0,0,6,147,1,1,3,48,88,177,18,314
1956.9144421629,0,0,0,0,0,0,0,0,0,0,4,212,1,2,7,84,103,180,51,266
1956.93360711841,0,0,0,0,0,45,10,0,0,0,8,214,2,1,9,102,184,192,39,390
1956.95277207392,0,0,0,0,0,45,7,1,0,1,21,195,0,1,7,90,228,208,34,397
1956.97193702943,0,0,0,0,0,28,1,0,0,0,49,334,1,2,8,155,221,197,42,397
1956.99110198494,0,0,0,0,0,36,1,0,0,0,30,225,0,5,1,156,264,258,30,438
1957.01026694045,0,0,0,0,0,24,14,0,1,0,89,424,2,4,12,266,416,381,80,798
1957.02943189596,0,0,0,0,0,28,3,0,2,2,59,347,4,6,17,177,339,299,78,674
1957.04859685147,0,0,1,0,0,11,5,1,0,6,79,237,9,7,11,158,258,291,51,680
1957.06776180698,0,0,0,0,0,13,2,4,1,3,95,241,9,14,20,151,437,247,73,682
1957.08692676249,0,4,0,0,0,14,9,32,0,51,111,244,11,21,16,233,510,416,58,971
1957.106091718,0,5,0,0,0,9,11,18,0,39,110,215,6,25,29,345,572,459,136,1353
1957.12525667351,0,11,0,0,0,12,13,46,0,116,163,289,21,24,56,263,606,469,140,1508
1957.14442162902,0,17,0,0,0,8,1,8,0,107,165,207,31,28,68,477,743,479,234,1945
1957.16358658453,0,3,0,0,0,22,11,25,0,144,208,182,42,52,99,503,718,497,282,1876
1957.18275154004,0,15,0,0,1,32,4,86,4,145,307,140,34,74,119,479,714,506,403,2225
1957.20191649555,0,0,0,0,0,22,6,82,0,241,308,152,63,54,134,635,768,646,461,1832
1957.22108145106,0,1,0,0,1,24,5,121,2,251,432,126,104,83,154,765,610,654,722,2034
1957.24024640657,0,1,0,0,0,15,1,139,0,226,405,56,85,99,158,698,630,568,640,1724
1957.25941136208,0,0,0,1,0,17,1,112,0,395,423,53,19,124,185,500,592,464,840,2007
1957.27857631759,0,0,0,1,1,2,10,120,3,285,452,51,161,217,220,727,548,350,1133,2016
1957.2977412731,0,0,0,0,6,8,2,65,1,258,290,27,115,213,227,481,483,356,905,1767
1957.31690622861,0,0,0,0,4,9,16,52,4,288,354,26,360,328,236,425,486,244,1239,1780
1957.33607118412,0,1,0,0,11,1,4,26,11,205,234,34,277,347,273,558,419,230,975,1640
1957.35523613963,0,0,0,0,7,0,15,14,30,198,132,22,256,292,243,204,221,211,816,1169
1957.37440109514,0,0,0,0,17,0,14,9,14,103,199,25,306,263,324,328,235,242,694,869
1957.39356605065,0,0,0,0,2,0,11,12,17,184,163,19,215,377,438,193,198,196,961,1071
1957.41273100616,0,0,2,0,52,0,26,2,15,198,162,11,198,403,602,307,219,216,850,893
1957.43189596167,0,0,0,0,48,0,13,1,19,251,112,20,416,421,611,177,137,197,1033,964
1957.45106091718,0,0,8,0,40,1,5,1,17,180,103,4,353,376,738,160,170,194,921,856
1957.47022587269,0,0,0,0,51,0,13,0,18,193,69,4,289,518,803,184,159,141,986,752
1957.4893908282,0,0,5,0,18,0,14,0,17,174,41,12,195,408,582,113,113,151,739,584
1957.50855578371,2,0,0,0,10,0,22,0,9,92,69,7,278,381,471,119,110,138,447,427
1957.52772073922,0,0,0,0,14,7,6,0,18,87,36,12,186,349,392,88,84,136,407,344
1957.54688569473,1,0,0,0,0,0,11,0,14,90,55,8,175,303,362,78,88,108,447,255
1957.56605065024,0,0,0,0,1,1,6,0,21,94,24,15,122,259,278,50,50,85,387,219
1957.58521560575,0,0,0,0,0,0,2,0,21,61,23,7,105,212,166,54,44,88,303,216
1957.60438056126,0,0,0,0,0,0,13,0,13,61,10,9,79,177,139,37,20,74,186,162
1957.62354551677,0,0,0,1,0,2,21,1,24,19,8,4,76,99,109,21,35,71,132,148
1957.64271047228,0,0,0,0,1,0,1,0,8,29,8,4,46,81,63,11,6,55,94,90
1957.66187542779,0,0,0,0,0,0,1,0,5,8,9,3,19,32,34,15,5,48,45,60
1957.6810403833,0,0,0,0,0,0,6,0,1,12,6,4,24,21,18,10,10,42,83,53
1957.70020533881,0,0,0,0,0,1,0,0,1,3,5,7,4,21,11,2,10,20,19,28
1957.71937029432,0,0,0,0,0,1,0,0,3,1,9,2,7,38,3,8,8,27,12,28
1957.73853524983,0,0,0,1,0,0,0,0,0,5,5,1,5,33,1,2,5,13,13,20
1957.75770020534,0,0,0,5,0,0,0,0,0,1,1,1,7,37,5,2,9,7,31,23
1957.77686516085,0,0,0,5,0,0,0,0,0,1,4,4,2,21,6,0,8,9,4,24
1957.79603011636,0,0,0,2,0,0,0,0,0,1,3,0,4,25,9,1,8,6,9,27
1957.81519507187,0,0,0,7,0,1,0,0,0,0,4,0,14,31,4,4,14,8,3,23
1957.83436002738,0,0,0,4,0,0,0,0,0,2,7,0,6,35,2,3,24,18,8,23
1957.85352498289,0,0,0,2,0,0,0,0,0,1,6,0,5,30,2,0,22,10,12,30
1957.8726899384,0,0,0,11,0,0,0,0,0,0,8,0,5,25,0,2,39,18,17,36
1957.89185489391,0,0,0,1,0,0,1,0,0,0,6,0,8,23,0,0,12,20,6,31
1957.91101984942,0,0,0,2,0,0,0,0,0,1,17,3,3,19,0,0,18,22,14,37
1957.93018480493,0,0,1,10,0,1,0,0,0,0,20,0,1,20,0,0,12,24,8,44
1957.94934976044,0,0,0,30,0,0,0,0,0,0,13,1,5,26,1,1,25,26,16,40
1957.96851471595,0,0,0,26,0,0,0,0,0,0,9,0,4,26,1,1,6,24,9,35
1957.98767967146,0,0,0,29,0,0,1,0,0,1,2,0,1,7,3,0,20,44,3,23
1958.00684462697,5,0,0,21,0,0,3,0,0,2,9,1,3,14,1,3,16,45,11,27
1958.02600958248,4,0,0,4,0,0,1,0,0,5,5,0,1,9,1,3,16,26,9,39
1958.04517453799,1,0,0,12,0,0,2,1,0,2,5,3,12,15,1,3,20,23,10,18
1958.0643394935,0,0,0,3,0,0,6,0,0,4,3,1,8,0,1,0,19,31,23,39
1958.08350444901,0,0,0,2,0,1,0,0,0,7,3,0,47,6,1,4,25,53,43,56
