"model","district","r.squared","IP","short","long","fatality","R0","loglik","loglik.sd","nfail.max","nfail.min","init.pop","gamma","rho","eps","delta","clin","deltaI","alpha","beta.trend","log.beta1","log.beta2","log.beta3","log.beta4","log.beta5","log.beta6","sd.beta","tau","S.0","I.0","Rs.0","R1.0","R2.0","R3.0","batch","omega","ndata","dof","aic.c","phage.t","phage.r","Phi.0","omega1","omega2","omega3","omega4","omega5","omega6"
"sirs","Hooghly",0.57548569924314,7.33607768104331,Inf,0.0994596958789889,0.00273252451478669,1.08663900584059,-3248.58255874645,0.254620647408128,0,0,1076710,7.0882564581302,0,10.0543239265148,0.02,1,0.0194767056047638,1,-0.00897570912323798,0.518862693195809,5.79533742603176,-6.59969589396328,1.12656246391112,2.15868078478631,3.2690457967129,3.03848224971202,0.345768603300072,0.362711171209269,0.108009694726914,0,0.0506072161486396,0.475914258583094,0.00275765933208043,NA,0.100814811941059,600,17,6532.21666388465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Howrath",0.768571147111706,6.7501534471914,Inf,0.156169727520974,0.00530601241873428,1.32996304729695,-3372.05331207449,0.344265250301311,0,0,721211,7.703528580026,0,6.40328965077881,0.02,1,0.0411997449202627,1,-0.00405519866591081,2.25251424228269,3.4453510777933,-0.68191687170896,1.9019004867116,2.49560998536172,3.09493789466742,2.34103523848247,0.197686595696006,0.814824250161422,0.179135631119449,0,0.00166402049284226,0.00410056839230771,0.000275529833977887,NA,0.0240562434851683,600,17,6779.15817054073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Jaipaguri",0.59236283094575,2.27015625761942,Inf,0.291956304776856,0.00451153723092528,1.41245862919043,-2391.13769213715,0.455254645717523,0,0,681352,22.9059122364244,0,3.42517008072255,0.02,1,0.103899854670186,1,-0.00184701161615312,3.08204046158014,4.30653625697045,3.24465232353825,3.28215285782356,3.56686961985942,3.28503772188048,4.02121220495915,0.685888916705766,0.963939390535928,0.00222730456274705,0,0.00512836048459448,0.0204695208826506,0.00823542353408416,NA,8.05538056394751e-05,600,17,4817.32693066605,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Jessore",0.750240095035952,3.30118241614612,Inf,0.0831318483841988,0.00225881859209912,1.56569959150444,-3500.9155942972,0.304363722041934,0,0,1888827,15.7519317156384,0,12.0290841529042,0.02,1,0.0357065872958461,1,-0.00346825134845973,1.48879306964068,5.58216771200147,-1.16847917225945,3.37481141385933,3.3500178528673,4.5721762932418,4.11741847698622,0.386200205032636,0.70936523726799,0.281490024059969,0,0.0010097677808747,0.00800371882868997,0.000131252062479314,NA,0.00559298441598871,600,17,7036.88273498615,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Khulna",0.721862149215863,6.48968702280616,Inf,0.0309457432528506,0.0029603066529317,1.3998200604872,-3508.83538962151,0.281648398446306,0,0,1177652,8.01271306570884,0,32.3146221381477,0.02,1,0.0238498969380868,1,-0.00696500726353255,-1.10116383903905,6.69589833768381,-6.54364240302895,1.44205157796679,2.76785089263221,4.57732113069926,2.5694734906093,0.361796924552582,0.732667293758249,0.264732209683525,0,0.000753939249411907,5.85373860080072e-05,0.00178801992280118,NA,0.0131514306758689,600,17,7052.72232563477,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Malda",0.589328768867831,2.03615728183098,Inf,0.320571337669347,0.00349699898282599,1.72572575642729,-2903.35616949083,0.66135762930486,0,0,814919,25.5383022048472,0,3.11943047457177,0.02,1,0.0896910061704569,1,-0.00228568371924307,2.78043880929396,4.76235242796583,3.01221967182769,3.5643630578286,4.31136723038789,4.06302136530801,5.18970086783718,0.62325243902222,0.518236370989993,0.0610595923485394,0,0.0940794087816887,0.195311866166498,0.131312761713281,NA,1.7667374309334e-05,600,17,5841.76388537341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Midnapore",0.670050640925371,9.6005016367516,Inf,0.0461137984893257,0.00262553551310151,1.31966534123949,-3881.50932948584,0.208421406147718,0,0,2631516,5.41638363988599,0,21.6854831473377,0.02,1,0.0143109923279495,1,-0.0100321153771266,2.03689829783515,2.76459659599056,-2.89382507003188,1.98774662821798,1.38860277357807,3.42206642657066,2.9286329934226,0.284714815363947,0.833234940319837,0.158283664205737,0,0.000531870308444528,0.0074808016265629,0.000468723539420869,NA,0.0997604716672206,600,17,7798.07020536343,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Moshidabad",0.623694657769217,4.59566468044636,Inf,0.16965904762688,0.00312246238019468,1.6931012438271,-3400.70562360857,0.306204753025735,0,0,1250946,11.3150117808311,0,5.8941743101095,0.02,1,0.0355040077933897,1,-0.00488886792724159,1.8860878388139,4.59280146123018,0.224394063170331,3.77774253370635,3.02784384622477,3.51284313724429,4.40489929881785,0.410466899077429,0.672308078794305,0.0171279935294264,0,0.0877152923115659,0.091314399939455,0.131534235425243,NA,0.00838164397915866,600,17,6836.4627936089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Mymensing",0.803460484740623,3.00425998049477,Inf,0.109213390038832,0.00394644791465563,1.36383050719825,-3989.66197369149,0.514402974214934,0,0,3472186,17.3087550137509,0,9.15638640687228,0.02,1,0.068657984246349,1,-0.00263837495824886,1.6685158686958,4.87619932696839,0.850981857109751,3.01594894509939,3.74398449239155,3.91776191557884,3.00085626651204,0.284610656633484,0.882646377928555,0.113600056876851,0,0.000152268119635213,0.00337618118093458,0.000225115894024074,NA,0.000243971435715663,600,17,8014.37549377473,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Nadia",0.732195129935085,4.27737018668069,Inf,0.0365301342164471,0.00264828273145553,1.63293587493373,-3403.29577233666,0.404922370389317,0,0,1644108,12.157002487632,0,27.3746598924284,0.02,1,0.032333774385234,1,-0.00725461331397481,1.17994110513385,5.89588838972224,-2.45842834214648,1.98185289614809,4.16722798025579,3.65327767195943,4.14908738938743,0.466167665523228,0.691069373510586,0.290131826560878,0,0.00384251164659339,0.014806671077956,0.000149617203982932,NA,0.00446087006831253,600,17,6841.64309106507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Noakhali",0.69458421305185,8.61218806400457,Inf,0.390651104889635,0.00530935313604878,1.8035865984966,-3476.96942804047,0.505801487505004,0,0,1009693,6.0379545376324,0,2.55982893042762,0.02,1,0.0323355005134764,1,-0.00678407504724564,-1.37855224467341,6.99118587055799,-6.72292170113101,3.30817412966112,1.64176466988902,5.00941932806412,3.8836824565453,0.388373366523702,0.926060764497412,0.068558034792087,0,0.000792224482147158,0.000468128890414094,0.0041208473379292,NA,0.00687183230364764,600,17,6988.9904024727,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sirs","Pabna",0.694082584181438,2.25619872023449,Inf,0.268230402626894,0.00442075760548142,1.47769635486608,-3288.26793376025,0.438116894911136,0,0,1362392,23.0476152360354,0,3.72813816109799,0.02,1,0.102429149938637,1,-0.00185709109423321,2.06619812240673,5.6700146811464,0.589619222552212,4.07752396733607,3.96802136969849,3.81756535334367,4.02263777926153,0.513659505289452,0.760165457667395,0.087621344520447,0,0.00374788363315851,0.148448038925669,1.72752533283613e-05,NA,7.36454209606123e-05,600,17,6611.58741391225,NA,NA,NA,NA,NA,NA,NA,NA,NA
