"","loglik","loglik.sd","nfail.max","nfail.min","mu","sigma","gamma","rho","log.beta1","amplitude","alpha","iota","cohort","eta","tau","S.0","E.0","I.0","R.0"
"Hastings11",-1588.00900821161,1.00493901072698,0,0,0.02,49.821879908137,730,0.682179505147253,9.08063847216022,0.199091433458667,1,0.0386842273030921,0.279202038298748,346.323735135424,0.424530526880144,0.0281398808219332,1.64359759522204e-05,1.35718469531565e-05,0.971830111355163
"Hastings21",-1590.12744831645,1.14605782276303,0,0,0.02,52.3002331488026,187.714285714286,0.701560682584428,8.07652687774532,0.139711518062773,1,0.0862259564272142,0.938056280148726,231.658384899778,0.395484728679274,0.0431017767525485,1.68761698285139e-05,1.4077370905133e-05,0.956867269706722
"Hastings31",-1586.54703445371,2.28996471295712,0,0,0.02,43.0901921242991,107.704918032787,0.675007424519111,8.0423122546872,0.332708447673374,1,0.131825615422593,0.491165759181779,129.866715904508,0.405669139221338,0.0279796276147777,5.43819791655141e-06,4.48271366739364e-06,0.972010451473635
"Hastings41",-1586.4279804684,1.2323059898564,0,0,0.02,42.2159969333577,75.5172413793103,0.686350714075441,7.94422064789963,0.279429450862194,1,0.160374188287843,0.487416880217394,68.2894363511918,0.396593727823776,0.0213395005304587,4.58376976889306e-06,3.3455359920039e-06,0.97865257016378
"Hastings51",-1589.57239187394,1.3143952248525,0,0,0.02,68.4550811607676,58.141592920354,0.672746422098478,7.35152509720417,0.248998129540896,1,0.207097394120188,0.523035536551693,143.48534232761,0.429383884789556,0.0286456093613424,1.24901926465512e-05,1.65792205288962e-05,0.971325321225485
"Hastings61",-1588.60774825283,1.56369918885399,0,0,0.02,235.262973527025,47.2661870503597,0.687888934868926,7.18482172678429,0.221725077316454,1,0.296853488087213,0.35326174979498,235.743815532441,0.40652725529657,0.0263938340788864,1.39519335802794e-05,1.31717600741266e-05,0.973579042227461
"Hastings71",-1588.74389022218,1.16884120541322,0,0,0.02,72.3193057557803,39.8181818181818,0.689175986855747,7.27125439690835,0.261061642135218,1,0.339884933562106,0.369726977231957,62.9805325826131,0.392913346386691,0.0208741132982604,1.38345242704779e-05,1.35976293746444e-05,0.979098454548093
"Hastings81",-1591.36067417929,1.67064045330902,0,0,0.02,1831.44174663635,34.3979057591623,0.713222482878867,6.83529964990069,0.127342293235158,1,0.356994069625809,0.321784444581041,142.313834962325,0.415134962127849,0.0248773827590147,1.08605722840549e-05,1.89364173580708e-05,0.975092820251343
"Hastings91",-1591.28420050232,1.60913164518963,0,0,0.02,240.605597000548,30.2764976958525,0.672020017376273,6.9900004757254,0.314657011654412,1,0.400002110016157,0.505922068091764,57.4926965270157,0.40136082675582,0.0232227708451154,1.87248433312919e-05,2.09086603957426e-05,0.976737595651156
"Hastings101",-1590.2203583959,1.26516996219128,0,0,0.02,87.6974203883965,27.037037037037,0.672128640634644,7.02082754382904,0.408693297757811,1,0.395338563421802,0.55170974645451,30.8642346975276,0.393726469546631,0.0221570390343255,6.69170144437814e-06,6.03283111301236e-06,0.977830236433116
