"Beta","mu_E","mu_I","rho","mu_R1","mu_R2","loglik","loglik.se"
7.1170966743088,1.3889490710063,2.20337624795116,0.793568099230616,0.332467532467532,0.554112554112554,-84.4127389940181,0.294084123424096
8.98186821493444,1.27412556783722,2.30023300691389,0.821414171654507,0.332467532467532,0.554112554112554,-84.5744835247162,0.526878482891241
15.5039659705281,0.778136205659733,2.29928908349146,0.850085199118146,0.332467532467532,0.554112554112554,-92.6799506384079,1.10622200094443
12.0497140756198,0.873957367637332,1.86067327224418,0.778443883010595,0.332467532467532,0.554112554112554,-81.6611496104841,4.53603388012544
10.3769973821875,1.27647841414903,2.24702877866527,0.758775486598877,0.332467532467532,0.554112554112554,-81.9528043602901,0.454775201789476
7.0617778319799,1.38767142161211,1.7353508890354,0.784375688101971,0.332467532467532,0.554112554112554,-82.6805724151447,0.714614509818834
9.33636087159971,1.21140649612472,3.26684457152367,0.800282527215283,0.332467532467532,0.554112554112554,-82.2591558976193,1.98745831695953
8.08362234585185,1.32228571657284,2.4601365079418,0.802580834590491,0.332467532467532,0.554112554112554,-83.0300555827407,0.565744944568513
16.9513547560982,0.647090968675504,3.08525213345257,0.866681582813338,0.332467532467533,0.554112554112554,-98.0760305566368,0.599125433038969
6.92655560225243,1.50347256852887,3.26750729035442,0.813789554551275,0.332467532467532,0.554112554112554,-86.6239232738057,0.360607691054106
12.4726239457944,1.03986755312751,1.77551736555246,0.815293977649057,0.332467532467532,0.554112554112554,-86.5420318278246,1.56799857510428
9.29389322229529,1.13536578414781,2.05849205634021,0.813766305991005,0.332467532467532,0.554112554112554,-85.5872923159629,0.676734253774305
5.97806965113131,2.07811288280176,2.90875557072571,0.852050902385756,0.332467532467532,0.554112554112554,-83.969082118402,0.410546637437784
8.08080916776244,1.07498588803571,1.21722228089903,0.904056806478924,0.332467532467532,0.554112554112554,-95.1979985974962,0.78006026650251
13.2223311051972,0.675636208125158,1.88700620252522,0.836156922045698,0.332467532467532,0.554112554112554,-96.012601509449,0.493610059661867
8.61255614690731,1.65945340078116,4.24765557128051,0.915404717766817,0.332467532467532,0.554112554112554,-88.3374453262589,0.450974737805747
9.47190941879928,1.60729441254005,4.42100646986718,0.818872434618974,0.332467532467532,0.554112554112554,-82.4009405970355,0.255133085842895
9.79079212026962,1.20227235106347,2.55943942798236,0.787021575135475,0.332467532467532,0.554112554112554,-83.2594362993819,0.245300797456853
7.32243332731592,1.83408340199112,5.69327429960336,0.924747680687179,0.332467532467532,0.554112554112554,-88.1359905970222,0.694577542979455
7.96300014157533,1.6414768633733,3.64266798280743,0.801544608880842,0.332467532467532,0.554112554112554,-83.1346848063584,0.190091598270111
