Beta,mu_IR,rho,eta,N,loglik,loglik.se,k
3.9158568044629627,2,0.06071666817719666,0.5643589743589743,38000,-104.37328981121914,0.02435827279159129,10
3.8068983737310265,2,0.05785306003794344,0.586646422909062,38000,-104.37332031399657,0.020774456978124238,10
3.5905213814755625,2,0.05630228329845886,0.6175634191204928,38000,-104.37332232795058,0.026060837498157623,10
3.83983450755708,2,0.05904239562639522,0.5794710780842166,38000,-104.373512898955,0.024252385132417044,10
4.387079396056014,2,0.06967543005522925,0.5032536805478861,38000,-104.3737863236163,0.028627046584821028,10
4.286160673533492,2,0.06604760862611027,0.5198846721793595,38000,-104.3741746691098,0.025324026045765342,10
3.596753059459577,2,0.05723204691661848,0.6133798882694632,38000,-104.37419790844342,0.01808732091040448,10
4.298815410320694,2,0.06658399936770446,0.5161538461538461,38000,-104.37431603554008,0.022570893207008613,10
3.330900825962684,2,0.05162435037907438,0.6693007685073572,38000,-104.37431999306882,0.0319123376000273,10
3.23446309345618,2,0.05003453871227116,0.6848717948717948,38000,-104.37500160879587,0.018928421835781414,10
3.2431293551139344,2,0.05192973480334352,0.6828246381077553,38000,-104.37532304747008,0.010735478151790658,10
3.7842072735789607,2,0.05744610702594828,0.5884615384615384,38000,-104.37573179477523,0.020572304193022407,10
3.6464206586337102,2,0.054340887609000514,0.6125641025641025,38000,-104.37631240130223,0.024585298452510774,10
3.536655630455266,2,0.05613834801000583,0.6276515576520092,38000,-104.37671567505878,0.018767664548636816,10
4.313611731723347,2,0.06656332396658392,0.5182313546443786,38000,-104.37673519066384,0.02643102382607444,10
4.104852951262832,2,0.06276992203626043,0.5402564102564102,38000,-104.37693944519931,0.026981911785114835,10
3.5252982438108553,2,0.05419814138073749,0.6333016788163413,38000,-104.37705824764295,0.021548082422390404,10
3.7534146144067217,2,0.05919265440246027,0.5923327708028107,38000,-104.37766769985024,0.017682018698627542,10
4.345278495560345,2,0.06830346007607538,0.5126727030193717,38000,-104.37790912505827,0.019364427262716984,10
3.4744091435776947,2,0.05378239376671503,0.6409161397325426,38000,-104.37796125848983,0.029889734937000607,10
3.4989570325716,2,0.05418225043086261,0.6366666666666666,38000,-104.37810659391093,0.025272994781977684,10
3.3367524291840507,2,0.051305176212162976,0.667998764279969,38000,-104.37895443545575,0.03163724674749338,10
3.607845825564038,2,0.05661009987460443,0.6125641025641025,38000,-104.37927797462403,0.014920676701406278,10
3.3313841329131235,2,0.05128330004842924,0.6679809526025176,38000,-104.37970464434868,0.027348801600083017,10
3.9726799922089864,2,0.06056978131217778,0.5643589743589743,38000,-104.38038221346885,0.025727723329635153,10
3.9523619697814394,2,0.0600096992675713,0.5643589743589743,38000,-104.38104142491866,0.025597938413010494,10
3.9254204298231117,2,0.059572533067773874,0.5643589743589743,38000,-104.3812645428078,0.025193554474917557,10
3.788052948004796,2,0.05785163640291481,0.5884615384615384,38000,-104.38170834160155,0.020175478939029903,10
3.6557868504752458,2,0.05602752811717291,0.610559721915304,38000,-104.38174245990434,0.027155759295862388,10
3.1069773913177374,2,0.047944666987190805,0.716756023404134,38000,-104.38185483759872,0.015363444080069517,10
3.469915555966761,2,0.05590631731724544,0.6366666666666666,38000,-104.38201294886669,0.01849122928652052,10
4.086342211105732,2,0.06407651392332911,0.5402564102564102,38000,-104.38221760607414,0.03472433687148934,10
3.2289312778682366,2,0.050466403649270936,0.6848717948717948,38000,-104.38232734622979,0.012678701992648502,10
4.180271093195593,2,0.06719247896439354,0.5291459362866339,38000,-104.38291748171835,0.02359669581848066,10
4.138637191270105,2,0.06356017773541221,0.5402564102564102,38000,-104.38293608147448,0.02945314010498012,10
3.565033437244814,2,0.05526151008497763,0.6256430243703978,38000,-104.38339044339425,0.02145668090877688,10
3.8433624557328834,2,0.06003216391440835,0.5773938587203885,38000,-104.38348535107386,0.02004101033805906,10
4.274552407945107,2,0.06868210688340692,0.5150194123337362,38000,-104.38363711502622,0.026011641158947486,10
3.923096623723085,2,0.06270377904548648,0.5643589743589743,38000,-104.38432525240461,0.029926070036031028,10
3.6383737111860768,2,0.05580671528806491,0.6125641025641025,38000,-104.38462304674722,0.01897984291311097,10
3.4519653230664864,2,0.05344445166670481,0.642070024996973,38000,-104.38504572409697,0.025192260114760067,10
3.1338091104811947,2,0.04842310335948943,0.7089743589743589,38000,-104.3856021904092,0.020068656777843065,10
3.2364171735135256,2,0.05096449538130764,0.6848717948717948,38000,-104.38561360445054,0.02261853199318006,10
4.555470787240711,2,0.0674242445284759,0.49205128205128196,38000,-104.38561980270654,0.02776093604363366,10
3.5760656365866117,2,0.05573154802578743,0.6162518978123879,38000,-104.38564516838795,0.015049735185546153,10
4.357787044018587,2,0.06660509196863068,0.514130132892169,38000,-104.38564820510244,0.009877591734698115,10
3.2771349794690554,2,0.051541859670623136,0.6775847998203677,38000,-104.3856484509191,0.026181648309452642,10
3.496412872181369,2,0.054684293245884925,0.6381248421924537,38000,-104.38635422521357,0.020142418937613007,10
2.9458200195426354,2,0.04533449181963979,0.7571794871794871,38000,-104.38639722765352,0.025115213898133808,10
3.3466650118957064,2,0.05179596985902395,0.6660901805073008,38000,-104.38666700722713,0.03004804960815934,10
3.1253421279289872,2,0.04865044190929071,0.7089743589743589,38000,-104.38675626571673,0.0171498320243069,10
4.114243223491593,2,0.06408163405682071,0.5402564102564102,38000,-104.3871511704924,0.02556279755114095,10
4.297463449884395,2,0.06594867352290981,0.5161538461538461,38000,-104.38716280209921,0.017117429405860054,10
3.3794071211487715,2,0.05298143216138097,0.6575188553744926,38000,-104.38781211590063,0.02378730396773156,10
3.48503164983161,2,0.05464041018180037,0.6366666666666666,38000,-104.38818437313796,0.021208969087710527,10
4.475635107379957,2,0.06959231330188527,0.497019450604759,38000,-104.38821352768154,0.011454476457476605,10
4.190827984501434,2,0.06293351660833611,0.5296576021169919,38000,-104.38822436637382,0.023732589923271926,10
4.495223251766153,2,0.07176849210098785,0.49205128205128196,38000,-104.38837464716103,0.015023733438039059,10
2.9785067636752274,2,0.046071082768761984,0.7495541611597129,38000,-104.38857820402586,0.018829063759543792,10
4.49404083691402,2,0.07137432183552649,0.49205128205128196,38000,-104.38876942017008,0.03597514970510289,10
3.5090881838815453,2,0.053069643003276455,0.6366666666666666,38000,-104.38897840763545,0.011965153892640766,10
4.351181277210204,2,0.06722537005122534,0.5142351134765005,38000,-104.38912487303654,0.027191520215699344,10
3.630292328375222,2,0.056788250021444074,0.6125641025641025,38000,-104.38923086028674,0.013682191613304672,10
4.0939569260912805,2,0.06379757841093162,0.5437216480593822,38000,-104.39000046804087,0.01906711320941277,10
3.3725936661873175,2,0.05397296242159344,0.6573005900358314,38000,-104.390095804086,0.02320317377061907,10
4.1300900169573485,2,0.06217999855337616,0.5402564102564102,38000,-104.3903119178179,0.020018026747041135,10
3.750559727446893,2,0.05911455862192971,0.5947316761632521,38000,-104.39047479618479,0.02564688347161807,10
3.536625218973756,2,0.05628218922212252,0.6232570835875171,38000,-104.3908174650316,0.01990632955811919,10
3.0403943534339373,2,0.04703927455400078,0.733076923076923,38000,-104.39100540994781,0.011479323393773512,10
3.3739844252623086,2,0.05120483092675142,0.6606096111696008,38000,-104.39104294717396,0.024710002812325032,10
3.7868237056741303,2,0.05832692405964923,0.5884615384615384,38000,-104.39119251499909,0.014478423912254323,10
3.371876319892927,2,0.052830056138153426,0.6607692307692307,38000,-104.39133999566545,0.01922584084376403,10
4.740029064815509,2,0.07389163912726525,0.46794871794871784,38000,-104.39150955999895,0.018259730634864114,10
4.749000765028432,2,0.0742737777933695,0.46794871794871784,38000,-104.39155484311223,0.027829846897964267,10
3.9102644396105637,2,0.0622095596973295,0.5679449810617974,38000,-104.39193099503487,0.01492780599793334,10
3.133107820862498,2,0.049279907483472045,0.7089743589743589,38000,-104.39209093324294,0.01498192094322589,10
3.367116744442817,2,0.05128794033471486,0.6607692307692307,38000,-104.3926892305166,0.01873852591056658,10
3.1932752948907748,2,0.048228973160289124,0.7001581627686468,38000,-104.39333951717856,0.02635957407869658,10
4.755072835481129,2,0.07233153643474127,0.46794871794871784,38000,-104.39342484735563,0.029409387838244736,10
4.305633851239126,2,0.06727925923073554,0.5161538461538461,38000,-104.39361350098383,0.018757461928201973,10
3.2387194968671777,2,0.04918227342635354,0.6848717948717948,38000,-104.39370650220243,0.01895448853829126,10
3.261028566701566,2,0.04912716291241216,0.6848717948717948,38000,-104.39429816257572,0.02385232582043613,10
4.615560324403388,2,0.07042293685020075,0.48203474968166743,38000,-104.39444446557695,0.01538530162498306,10
3.928601624913383,2,0.06047786710585912,0.5676036149954714,38000,-104.39456245486966,0.01614359900265284,10
3.376895916044779,2,0.051207197335531245,0.6607692307692307,38000,-104.39469695352193,0.023144421884328248,10
2.927717542291786,2,0.046120568858074765,0.7571794871794871,38000,-104.39531638030225,0.025128091370907633,10
3.036540790050604,2,0.046221507130389416,0.733076923076923,38000,-104.39542582917709,0.01873299388111016,10
3.2407843623540504,2,0.04938452573777808,0.6848717948717948,38000,-104.39546371271082,0.021823952238646444,10
3.808139412131432,2,0.0598750500194023,0.5830238540262933,38000,-104.39556395830499,0.015515749170832777,10
4.915394828924577,2,0.0766515770302652,0.4516076224584381,38000,-104.39570553803537,0.021470546236724057,10
3.198658190008879,2,0.050430245563855475,0.6929790170873817,38000,-104.39596004740274,0.016474326406921758,10
3.0769350197670495,2,0.04777434121739928,0.7179531300231748,38000,-104.39645359956528,0.028492837919471825,10
4.052840325806739,2,0.0622901216649191,0.5506065768670417,38000,-104.3965276986938,0.022011020285636403,10
3.015989448409318,2,0.04726794280553273,0.733076923076923,38000,-104.39834049683088,0.020779934231343,10
3.9513834566444723,2,0.061576733068011744,0.5643589743589743,38000,-104.39924437282801,0.027308165119862834,10
4.7396963221434145,2,0.07336487387158643,0.46794871794871784,38000,-104.3993355037926,0.02831459921104757,10
4.271027939839258,2,0.06748432445843158,0.5161538461538461,38000,-104.399549660417,0.017553252895210484,10
4.305645702744171,2,0.0662752606989116,0.5181709003589863,38000,-104.39988684299233,0.029255130602764672,10
4.545467103978858,2,0.06906024438421754,0.49205128205128196,38000,-104.40008689874136,0.024887024130524727,10
3.224569623359376,2,0.051515282719105555,0.6848717948717948,38000,-104.40076347780084,0.014630045760626573,10
4.144393767858937,2,0.06145741999067819,0.5402564102564102,38000,-104.40104085474111,0.03304558978912556,10
3.3644155833121667,2,0.05287336403586669,0.6607692307692307,38000,-104.40107088778763,0.018427780992716847,10
3.042131448316603,2,0.045987764837106135,0.733076923076923,38000,-104.4013212713765,0.0161954705672241,10
4.713936866110847,2,0.07448586015140524,0.46794871794871784,38000,-104.40239802021996,0.02255162817231357,10
3.2336729230383883,2,0.04932036910352509,0.6848717948717948,38000,-104.40243227500574,0.021356692815011635,10
3.2217930967278705,2,0.04991073700980729,0.6934125065413678,38000,-104.40279536970161,0.024743419607839073,10
4.0945558970620075,2,0.06522412041486296,0.5402564102564102,38000,-104.40373870170947,0.028496813361432977,10
3.8442757391893734,2,0.0578508282840092,0.5808075482775548,38000,-104.40374155344604,0.02747718977266862,10
3.2178598902011384,2,0.049243241203775705,0.6939037780671318,38000,-104.40409923929067,0.018459463172997934,10
4.286311391887563,2,0.06607291272965352,0.5161538461538461,38000,-104.40466994152074,0.026223275840859817,10
2.9328452528122324,2,0.04588844464114932,0.7571794871794871,38000,-104.40498294809186,0.023472078787668636,10
2.9287338689219538,2,0.04563529125032314,0.7571794871794871,38000,-104.40512042485786,0.010752174766816463,10
3.3674173483946,2,0.05076040537869783,0.6635336976513602,38000,-104.40515195292085,0.02265057069297777,10
4.388960267966191,2,0.06965963218515987,0.5060984770443138,38000,-104.40602802150508,0.02764003515196155,10
4.757226037425821,2,0.0736402023513014,0.46794871794871784,38000,-104.40642202575314,0.024138887083868823,10
3.0183259291317484,2,0.047723571671947074,0.7358188146854708,38000,-104.40667663604268,0.01919790986045748,10
3.9044880367235697,2,0.06287158680437721,0.5643589743589743,38000,-104.40688695977293,0.014420599774995059,10
3.708355200927248,2,0.05785905765088571,0.6003146321475072,38000,-104.40711656510248,0.032051423833681376,10
3.370943635034377,2,0.05261653049298224,0.6607692307692307,38000,-104.40755637497332,0.023875361414495422,10
3.352233480926581,2,0.051778962522142716,0.6663341417384235,38000,-104.40756757001397,0.009949085682229554,10
3.1312683750699284,2,0.04932539222281844,0.7089743589743589,38000,-104.4076099042779,0.02111598487193464,10
3.1292574158727104,2,0.048566439490933457,0.7089743589743589,38000,-104.40762381107197,0.02126580649898098,10
3.1793607559124,2,0.05035699274911809,0.6959109299711289,38000,-104.40805787293549,0.027970634198808342,10
4.5151860139322,2,0.06950594463300495,0.49205128205128196,38000,-104.40873786004448,0.030514826863504842,10
2.8351029521296134,2,0.04462529932414133,0.7812820512820512,38000,-104.40894971363925,0.023035394662022226,10
3.2568654872853973,2,0.05012152164122515,0.6848717948717948,38000,-104.40895800128519,0.026157393150949247,10
3.4909228811279553,2,0.05245306230926041,0.6366666666666666,38000,-104.4090969176327,0.028147103424904285,10
3.304903051051157,2,0.050329265290345454,0.6760241891252285,38000,-104.40952133179498,0.02217539215633566,10
5.0075210908428875,2,0.07786545597611362,0.4438461538461537,38000,-104.40976234514824,0.025268475522770992,10
3.035608489927337,2,0.04647925488381756,0.733076923076923,38000,-104.40995897291612,0.013554956474118399,10
3.033170854665572,2,0.04585348561857826,0.733076923076923,38000,-104.41011740947516,0.023947580168170245,10
3.7392091722855607,2,0.059946672729778924,0.5936268164783522,38000,-104.41031899886575,0.026493893532479634,10
4.741630948869015,2,0.07258387529583815,0.469666509914621,38000,-104.41072142485703,0.018131906348630187,10
4.714703210831743,2,0.07347060022938827,0.47092502866932867,38000,-104.41107465935168,0.024662453067934947,10
4.089414893397889,2,0.06535367888727332,0.5389569087593858,38000,-104.41207653796893,0.016767864572610328,10
3.5111924967390844,2,0.05248973558119201,0.6366666666666666,38000,-104.41225576586106,0.026351889443133072,10
4.739669484905218,2,0.07323614185288967,0.46794871794871784,38000,-104.41236477146937,0.023829448258042934,10
4.2422848296505284,2,0.0645093131577734,0.5257736251806145,38000,-104.41239239872263,0.018211014857024754,10
4.286429859983933,2,0.06604962412860692,0.5161538461538461,38000,-104.41300324863239,0.02359610774913298,10
3.246830431023909,2,0.049516876016118636,0.6848717948717948,38000,-104.41331311747396,0.022525346485375585,10
3.1373086463785276,2,0.048631285641498996,0.7089743589743589,38000,-104.41363120165236,0.02806506393274028,10
3.0362576798338745,2,0.0473173148023105,0.733076923076923,38000,-104.41366412694923,0.013341166808936326,10
4.134897483660022,2,0.06362351950766439,0.5402564102564102,38000,-104.41469237367045,0.03473638869193764,10
3.150647614645621,2,0.048392334422139104,0.7089743589743589,38000,-104.41485169594785,0.017912820711246672,10
3.1685201345254685,2,0.049541529696265414,0.7011517822493398,38000,-104.41540537667106,0.03415731109139508,10
3.1291572647409875,2,0.048235029215515354,0.7089743589743589,38000,-104.41594886978464,0.018233258819398857,10
3.017891071735994,2,0.0478260886076522,0.733076923076923,38000,-104.41600970134746,0.03386129902356671,10
3.1401598443603773,2,0.0485526358837378,0.7089743589743589,38000,-104.41666507902552,0.024807927194968445,10
4.809372446784542,2,0.07242272126649603,0.46513114419194584,38000,-104.4167232270469,0.03315625623808589,10
3.030774908102575,2,0.04722859501973143,0.733076923076923,38000,-104.41677256067985,0.025369169535266682,10
3.4099386672535092,2,0.05194274149711533,0.6546284478561183,38000,-104.4168251079173,0.022244253098955044,10
2.84819177113631,2,0.044610750607163116,0.7813301241261501,38000,-104.4181988290588,0.03347950319097639,10
4.4893563484792045,2,0.07104514756075186,0.49205128205128196,38000,-104.41906074687624,0.029583742810028013,10
3.4946163456247166,2,0.055474175877922034,0.6366666666666666,38000,-104.4200022677294,0.02069664663637531,10
3.5979400792390814,2,0.059153828095248294,0.6125641025641025,38000,-104.4203142845534,0.02592009772280983,10
4.976922413125723,2,0.07786545597611362,0.4451071072247674,38000,-104.42041370474962,0.018531299889441723,10
4.342435544766011,2,0.06979998237827723,0.5079501369588432,38000,-104.42192434968503,0.028278773829709326,10
