"Beta","mu_I","rho","mu_R1","mu_R2","loglik","loglik.se"
2,1,0.9,0.332467532467532,0.554112554112554,-86.9221208294346,0.773813658832164
3.10449066672752,1.53612519506396,0.828621051745029,0.332467532467532,0.554112554112554,-76.2230265136731,0.287732911495137
3.30309812562863,1.90549502505305,0.884192450382163,0.332467532467532,0.554112554112554,-75.8366530871162,0.254836162997042
4.15742323103047,2.09459843256728,0.880686212852914,0.332467532467532,0.554112554112554,-75.3099270670116,0.310311017040098
3.56747381669676,1.81208049957198,0.937129012026996,0.332467532467533,0.554112554112554,-74.9318767929161,0.322144301968987
4.10926375524035,2.17434548220146,0.899505179910822,0.332467532467532,0.554112554112554,-73.8346089547557,1.07025001252549
4.03289579059821,2.25934193875881,0.931296083433138,0.332467532467532,0.554112554112554,-74.513064763853,0.197290749828927
3.42790640646037,1.5168279443345,0.860123358977898,0.332467532467532,0.554112554112554,-75.2464180276538,0.25522980113371
3.49978477917317,1.89834539483754,0.938205561107978,0.332467532467532,0.554112554112554,-74.8057455404752,0.195799912957266
3.37849922220851,1.71600121567461,0.935960946485386,0.332467532467532,0.554112554112554,-74.8766253093116,0.305904291325282
3.6330736825063,1.61886869321358,0.877134708753861,0.332467532467532,0.554112554112554,-75.5733918249793,0.469258306112808
2.8693352060512,1.48259166364165,0.907886412487627,0.332467532467532,0.554112554112554,-75.7465220794332,0.273826482475272
3.590597210107,1.86073465222546,0.92351637512898,0.332467532467533,0.554112554112554,-74.5990096076805,0.236171132109478
3.28786353839081,1.36299365034442,0.835440910616196,0.332467532467532,0.554112554112554,-76.1633463018064,0.284429436607106
2.92899090941896,1.33270049793066,0.883882847368124,0.332467532467532,0.554112554112554,-76.4880879823274,0.192125771204983
3.47724981097134,1.56563000102128,0.846208444031314,0.332467532467532,0.554112554112554,-75.4193379469425,0.102058621512055
3.80137537791747,1.86848536523035,0.908820977293404,0.332467532467532,0.554112554112554,-75.5082734840352,0.130900513215896
3.58255727951343,1.61626010802477,0.853538428708831,0.332467532467532,0.554112554112554,-74.4671241255733,0.517350042955814
3.65060217137747,1.84831173503941,0.905012849779699,0.332467532467532,0.554112554112554,-74.308404773655,0.322383149878769
3.25953003254456,1.54260638245303,0.908278000022576,0.332467532467532,0.554112554112554,-74.1354120716703,0.569436230384755
3.42742483087788,1.92438502566016,0.94626889333112,0.332467532467532,0.554112554112554,-73.6640834505655,0.728926353646347
3.4874644014449,1.94560019795581,0.949444274171148,0.332467532467532,0.554112554112554,-73.8794758453738,0.254793968697483
3.6744841159551,1.95437600656527,0.915968886654527,0.332467532467532,0.554112554112554,-74.0607616655374,0.234511799485434
3.13809306832361,1.43051168051438,0.815358395176232,0.332467532467532,0.554112554112554,-75.6816516398068,0.347585516429696
3.76827406579815,2.00255511748445,0.964835241875901,0.332467532467532,0.554112554112554,-74.1688050352369,0.486650139535259
3.40387360249342,1.90712632832117,0.887942102196797,0.332467532467532,0.554112554112554,-74.7421000814733,0.157675628802686
3.6194910001127,1.70039548073246,0.823622796112968,0.332467532467532,0.554112554112554,-75.3226005112181,0.217038689468463
3.32757867091136,1.69961777163285,0.852886944329489,0.332467532467533,0.554112554112554,-75.336073927455,0.1697259762003
3.2950426867151,1.3205087242786,0.827799343493993,0.332467532467532,0.554112554112554,-75.4856968878851,0.427021397534095
3.28248949079848,1.64505890423468,0.903381753832102,0.332467532467533,0.554112554112554,-74.0902060062172,0.220064826617907
3.12938488712283,1.60694834833311,0.840663320421803,0.332467532467532,0.554112554112554,-75.585180309785,0.228477927878432
3.45717812466653,1.4165406348228,0.836192703105433,0.332467532467532,0.554112554112554,-75.1683891901837,0.236638987454522
3.56952626818613,1.55069346678926,0.8405033405687,0.332467532467532,0.554112554112554,-75.0373322079657,0.17918297254552
3.06812373170823,1.44839946638915,0.828143981864899,0.332467532467532,0.554112554112554,-75.8192380781973,0.374979635045293
3.26066340987628,1.31344120367119,0.826432593700869,0.332467532467532,0.554112554112554,-75.3115083220013,0.465098624442264
3.30367342418309,1.62007928930421,0.935453292380758,0.332467532467532,0.554112554112554,-74.7292496733071,0.452973985189289
3.61634121836048,1.49186755526553,0.823592369482621,0.332467532467532,0.554112554112554,-75.4802197920368,0.269221119895842
3.53232121258765,1.73165619303153,0.881785746327749,0.332467532467532,0.554112554112554,-73.9797600839905,0.358132953186815
3.247566952559,1.33333675419376,0.793469704753468,0.332467532467533,0.554112554112554,-75.8815115140289,0.216804824738412
3.38075864208676,1.58094524276091,0.829986404050654,0.332467532467532,0.554112554112554,-74.8799477856098,0.233809206504666
3.2434749323594,1.7866496467225,0.94305347219001,0.332467532467532,0.554112554112554,-73.317549491221,0.442504551893536
3.19800640852418,1.46039818019878,0.826060014133475,0.332467532467532,0.554112554112554,-75.5118758125809,0.213319874526695
4.0731810382925,2.24509810802479,0.958804022845014,0.332467532467532,0.554112554112554,-74.3659033421529,0.21794096465118
3.83984943706117,2.01053002564229,0.893640053931927,0.332467532467533,0.554112554112554,-74.601615137147,0.135295912936333
3.29451927580734,1.51382037758018,0.821601769785226,0.332467532467532,0.554112554112554,-75.2546401199809,0.309356666978413
3.29685720712568,1.66789779735236,0.897851020577729,0.332467532467532,0.554112554112554,-74.2982728693911,0.159048937394679
3.28865958994347,1.20634257071231,0.785051080562214,0.332467532467532,0.554112554112554,-76.9985156051833,0.169871307937773
3.65086774427674,1.84043939761589,0.859722307808653,0.332467532467533,0.554112554112554,-74.0256559032582,0.740013164040549
3.58678615430729,1.67279451855533,0.84993288162865,0.332467532467533,0.554112554112554,-75.0732263361789,0.189851838572651
3.34778469743935,1.35802311511076,0.849868054256885,0.332467532467532,0.554112554112554,-75.7821848095961,0.164750125974301
3.25290963395498,1.49200852865515,0.785275294555061,0.332467532467532,0.554112554112554,-76.952427467853,0.169603273705799
2.97525330903316,1.46000159872219,0.94947102798658,0.332467532467533,0.554112554112554,-74.9918144183059,0.425923004853175
4.38881743462545,2.68074945681863,0.962348253671957,0.332467532467532,0.554112554112554,-74.8434369883909,0.303169329532124
4.15488351833241,1.9264489874191,0.905705582039013,0.332467532467532,0.554112554112554,-76.0737135306814,0.198953192352884
3.68863807973841,1.62583987536847,0.834177382032111,0.332467532467533,0.554112554112554,-75.6554481382745,0.0993791229399097
3.19478111061048,1.66816406414107,0.951409632656727,0.332467532467532,0.554112554112554,-74.4200719022025,0.147820685933781
4.56715788329193,2.53852691091611,0.907384659034768,0.332467532467532,0.554112554112554,-76.42738725108,0.192801360019371
3.26042666824427,1.42282558061522,0.867224201745233,0.332467532467532,0.554112554112554,-74.8963509357556,0.317558516761365
3.23601944990144,1.7824104773356,0.895368345376264,0.332467532467532,0.554112554112554,-74.7351926247788,0.276361280716875
3.83671743735191,2.15607567863213,0.981482299750001,0.332467532467532,0.554112554112554,-74.1153507591667,0.255911255484273
3.41490212091176,1.48443323659728,0.863456857020132,0.332467532467533,0.554112554112554,-75.0542215276533,0.156734182512101
3.84080277153917,1.79466127014204,0.8544096173071,0.332467532467532,0.554112554112554,-75.1019730474013,0.228088090350359
3.42062970643084,1.23677444777139,0.78453558241761,0.332467532467532,0.554112554112554,-76.8289873972397,0.200377462421367
