Beta,mu_IR,rho,k,eta,N,loglik,loglik.se
2.773530389141913,1.8462763349966016,0.04409734395917355,4.749342647974587,0.7578214909909106,38000,-103.41871923082265,0.04707097093602043
5.0805915471777165,1.3127632945595966,0.080064302528773,4.515895969049067,0.33330504928648286,38000,-103.41944440494342,0.0391964383245774
4.901615143129139,1.4709582399108054,0.07555350101232196,4.512916055160924,0.3704776894187141,38000,-103.42060696821223,0.03137712055623311
5.087466321192268,1.2584174771742827,0.07730697964078073,4.307890805380967,0.32185665080277664,38000,-103.42081390414975,0.028412053763271425
9.690293573159986,0.9089943722151046,0.1493819284849837,4.6536854979551485,0.1412339267006778,38000,-103.42103272693042,0.037838520447183374
8.689315464688542,1.0472009363169772,0.1327303901560497,5.035329001758001,0.17132516621943072,38000,-103.42108466351553,0.05536403339451239
4.663314924413447,1.2984016449255649,0.07187390179171488,4.520852482099974,0.360201858855715,38000,-103.42192138379497,0.033913623533707284
6.19734521992067,1.1539573127031622,0.0973387874136884,4.32390217474995,0.25251737188623,38000,-103.42279227580472,0.047094940357635236
12.541280833980775,0.7855876723553626,0.19508064481087467,4.631785862026276,0.10126289020438947,38000,-103.42516321225285,0.04899673827453407
10.274677719348581,0.8101447024902529,0.15662419096121036,4.151504737932822,0.12483637403376438,38000,-103.42592737404685,0.04872604780624763
6.718215659153095,1.0181890232692667,0.10355590765487535,4.970698411623066,0.2176635916415692,38000,-103.4259780199263,0.04186903449308967
4.916656290197429,1.2423115086208525,0.07700908281539919,4.205298953104571,0.3323710224985048,38000,-103.42774319996367,0.045428133706608476
9.38569966845622,0.8726972191438436,0.14545288175104523,4.401256636741256,0.14271840699092359,38000,-103.4288448388316,0.03949693992577403
5.932535731318696,1.14048763687417,0.09018317676037342,4.470903751594301,0.26216051814587465,38000,-103.42885039952311,0.03397321449100581
3.880113983830561,1.7492887218258457,0.06119986301722437,5.0911538002998284,0.5259542785593811,38000,-103.42976832157939,0.043013981160550906
8.964633781808182,1.0238404656640099,0.13788258599025405,4.914486850563901,0.16305995437273835,38000,-103.43052616667036,0.06194485425042078
8.985213795211827,0.8605356217685382,0.13980019156821347,4.1488428271371935,0.14741974973654,38000,-103.431339866724,0.036934176679290956
8.595702751078838,0.8583337221143778,0.13240320221579666,4.240685053498649,0.15447222534787367,38000,-103.4320123361055,0.03378705056189558
3.972391043437057,1.475454313096514,0.06278236838654848,4.568319829609199,0.4583369895506579,38000,-103.43248891585064,0.039450365514077074
3.8101164153517177,1.4169202922421966,0.058307433620993256,4.361346435428263,0.46633751926507216,38000,-103.43338790692104,0.055617048354833026
11.844303011053341,0.7474065272404107,0.18484827215395785,4.143342549771285,0.10371144314763509,38000,-103.4340965031413,0.04539844302677316
9.610939728806658,0.8284138256001572,0.1468936818460235,4.320611496104599,0.13623491300062235,38000,-103.43435725579975,0.04422554066435423
2.7215234352730864,2.062993220417466,0.04367119917175148,4.542227485845493,0.8277312061989617,38000,-103.4353998524026,0.04730181698523042
6.777512922538847,1.015593747833947,0.10360627442655637,4.422163416128545,0.21472642068526115,38000,-103.43571026963956,0.040156399683032126
4.484425986451012,1.3374891164391953,0.06909274400126628,4.691710150451705,0.38131178071092886,38000,-103.43592298434201,0.03862290796235625
9.998928068678556,0.9494100306677656,0.15398690812228738,4.659964768288989,0.13975314812969897,38000,-103.43629461691037,0.055475806866007
11.227336665275516,0.8023732056946449,0.17336730250835797,4.440080090497962,0.11355090043489689,38000,-103.43655325202832,0.056710600711425474
6.089198644558093,1.0441616333581956,0.09590945454593341,4.174832659313003,0.24405288390453322,38000,-103.43828049481982,0.050838669387726444
3.3279187395297436,1.6246141837594237,0.05159826900190529,4.782690359510889,0.5859814771697615,38000,-103.43828207189853,0.04816867882821232
6.0449101205769935,0.9261983756762668,0.09411840148154864,4.250029827486175,0.22709552596648633,38000,-103.44096868536961,0.0412055463305571
4.300364858881621,1.3561500757829292,0.06596946620859538,4.777991852982922,0.3993865406555747,38000,-103.44121562376674,0.04602585821819201
3.383325897653033,1.848789183161309,0.05364792478623807,4.665595235146254,0.6198370506089276,38000,-103.44158023323594,0.046892056216104934
7.147884030378321,0.9982555346903436,0.11088354389399309,4.910150300653179,0.20248384963452606,38000,-103.44210556110748,0.04289150160657407
5.7916974497885025,1.2252641183863915,0.08971802410439618,4.250454862004403,0.2811905421981326,38000,-103.44299542178999,0.048782000953909985
5.598593816461744,1.3245992909149333,0.09054651496325739,4.9523575434719564,0.30312210810636053,38000,-103.44321808147512,0.041720888960907664
5.772701559151503,0.9997418306054467,0.09218131898623085,4.169750248885889,0.2485223368275978,38000,-103.44352669547324,0.03472893271212845
8.50940376920964,0.9673417926987984,0.13219742956109679,4.021279058961428,0.16454738961462195,38000,-103.44389622561472,0.03170684011836424
11.15167669747245,0.8437628878797766,0.1711973853130663,4.397653568463795,0.118371767229021,38000,-103.4444297176114,0.04685119179560239
4.241555806152819,1.355828673982582,0.06623628041306774,5.302224131917752,0.40743552299048275,38000,-103.44750783619021,0.04342132565442309
9.626004014505364,0.8664017011999371,0.15103021901860605,4.426181338963966,0.13808808593616506,38000,-103.44774382273782,0.044621997843471234
8.176845289900475,0.9979570590341375,0.12663152703117103,4.610375656034617,0.17641968218123957,38000,-103.44796731949131,0.04550093713270085
4.903620464398807,1.180140713626598,0.07616163078380893,4.765877590832926,0.32511380747123314,38000,-103.4485348920644,0.03059056294858187
8.884023395100348,0.8090217537792989,0.13707476196460872,4.245276934570292,0.1459543227021252,38000,-103.4486446409319,0.05006756404979703
2.725401431872728,1.926680049841966,0.04312432139539952,4.557046959359293,0.7914523974535337,38000,-103.44961176419247,0.024639076972162503
4.546267162616778,1.3645506824306906,0.0694336846762253,5.367478824198737,0.3835250697072913,38000,-103.45002608427647,0.03443106142435987
3.121733118331496,1.6942430549705374,0.04791101918740986,4.618084793072867,0.6367755866239785,38000,-103.45138565565651,0.03611190690260726
3.918577342594938,1.5609875502441317,0.058916259353411014,5.131188297288849,0.4871419715547711,38000,-103.45195844655565,0.03012597760583946
7.659940935197901,0.9744805668589436,0.11894174137203713,4.195694264460511,0.18435633008488617,38000,-103.45249796384613,0.03721487528176651
7.863568728709996,1.038989353246693,0.12250470613554786,4.229322196944173,0.18669335909952173,38000,-103.45292837359831,0.04287513937499947
3.4314567799617564,1.7939211362938738,0.05417800272230603,4.701011504573666,0.6001543647183153,38000,-103.45338671300469,0.039353799177316774
8.676381446977992,0.8939149506331959,0.13427739315844892,4.220327485093783,0.15621885214879908,38000,-103.45392151992486,0.053780959049856504
5.16204109441691,1.2915743073459443,0.080128635278005525,4.539048207987257,0.32722824968046954,38000,-103.45513453443172,0.04805930591944223
7.584777774087638,0.8961500621578105,0.12040940909657716,4.329590656830908,0.1781688649091522,38000,-103.45571638094428,0.040682202093054703
3.5581809656440195,1.5064174801788477,0.05695960943777979,4.93990290692867,0.5185183138318435,38000,-103.45701754154659,0.029204665864812473
4.245928081609549,1.3105015416078878,0.0641886339677368,4.696760284573277,0.3991167655491936,38000,-103.45719492213478,0.04160080919454624
5.224514992024377,1.383132747792417,0.08117545286937775,4.0581621577228635,0.3363768168786658,38000,-103.45824560142805,0.06439574017128204
2.8990815010258757,1.813531769367472,0.04584458411475601,4.530213158829617,0.7130729416938768,38000,-103.4586156389058,0.04605920426141482
5.923011040004167,1.1093796308201898,0.09322449269040983,4.025365253569246,0.2575016252920354,38000,-103.45874582691806,0.05608726453254157
7.3000182118814845,1.0189176064068046,0.11360376834408323,4.871927283327542,0.19996391924168608,38000,-103.45881572133464,0.03830062696772596
8.864269289784332,0.993586475384114,0.13649447552607472,4.94114041182261,0.16147446302761315,38000,-103.46014004973351,0.041000444148818524
3.8916003849674863,1.3196400679658757,0.059862581337173155,4.281493377432047,0.4352013386660467,38000,-103.46059306409877,0.04212560292064229
11.093730400285823,0.7721078061487302,0.17449779923598405,4.045271342778296,0.11263861928713594,38000,-103.4619649774606,0.03959708026089144
2.397210477842277,2.1291338761145937,0.037234977360225296,4.88556882312005,0.9711126352561532,38000,-103.46212999287629,0.03762695794143659
5.185191545608404,1.28907591710174,0.08481202793290465,5.051898111712545,0.3222291330814133,38000,-103.46282918292269,0.03206441240395373
7.938515712422277,0.9326717224368288,0.12244953850694477,4.476711848993707,0.17590334176292574,38000,-103.46305799473168,0.06646107247192393
8.89030843496277,0.9376313008747441,0.1327546307074242,4.161482653842337,0.1575531656275097,38000,-103.46386641464407,0.03979997592945156
5.106161552756642,1.1197193277578625,0.07870464658723035,4.291880138842518,0.3032052342316228,38000,-103.46418151209208,0.0338913827390307
3.250967061675494,1.899588589386285,0.0496834833656263,4.964662446231645,0.6660756785152577,38000,-103.46557282514945,0.025109761612586257
6.6486406669322955,1.0459613900216922,0.10546276651243475,4.444550914926601,0.22286748190760855,38000,-103.46621186668149,0.030606540431402415
2.9298004163677938,1.591158698872824,0.04469107292155272,5.0554624894706945,0.6522057959016823,38000,-103.46634001496263,0.04521296316953693
10.248234656358468,0.8738501194107223,0.16130220374949303,4.85739541583544,0.1301514537545626,38000,-103.46650022110038,0.047056491998744523
7.082439182823936,0.9719560378504732,0.11137141849338986,4.410633170531601,0.199702849630542,38000,-103.46759056535713,0.04972405140821791
8.793916395460942,0.9207257117845588,0.13532334188204537,4.747893749063952,0.1558632002461469,38000,-103.46775384076851,0.03997480983708129
10.802935796202382,0.8027521793861093,0.16655085857763569,4.830354747206168,0.11883996958997903,38000,-103.46807322974512,0.05275510486489481
5.394573978532777,1.1774942708132532,0.08330664105819667,4.984518959764307,0.294209006237941,38000,-103.46808390878913,0.029590689871988204
6.785991376600158,0.8890315519892477,0.10354881710088477,4.426455460952615,0.19725998890302832,38000,-103.46866962033106,0.05710443475563963
3.6842162002849292,1.3481468796364793,0.05853973957926251,4.246715836541569,0.4673682230400265,38000,-103.46893841923887,0.04669281075547911
7.054923223704329,0.8840595786602277,0.10835991029150778,4.058674709304083,0.1888323658253112,38000,-103.4690921554722,0.03412843657440375
3.200825630109352,1.6663504579717232,0.049987836220807255,4.5754562291696965,0.6161850412564006,38000,-103.46926623869402,0.03116228112644448
10.078228835944964,0.8186497471614474,0.15503234198177895,4.5772384129153085,0.12986302512225253,38000,-103.4698531792806,0.03856408318673693
3.8521051006030755,1.8021727526496587,0.0600304085881692,4.634179951482614,0.5397848278981044,38000,-103.46994123964888,0.04265154649191636
11.958594619267567,0.7182481134093751,0.18192793415333092,4.271495746781977,0.1008485016584721,38000,-103.4699922299229,0.028492053680537855
8.217445276222145,0.9569388420161407,0.12605366664747408,4.685521094819278,0.1721355309954552,38000,-103.47075932367507,0.05605866421793893
7.049653135233316,0.9826426287498086,0.11016250211456241,4.425214800083057,0.2011273164330849,38000,-103.47128218791751,0.033859563687003234
10.867107507522183,0.7459986418984431,0.1694199164068279,4.394427694980543,0.11322713387501177,38000,-103.47138268444778,0.03982255568380253
5.317979602398812,1.3184569868190674,0.08307313530916619,4.274598327076368,0.3207086474304553,38000,-103.47200210587161,0.05504784805963978
8.735162204479316,0.8726841311821945,0.13318566723955985,4.2205190313130645,0.15377484423920498,38000,-103.47299293763518,0.03206817952992929
3.1903639425032253,1.8206821387493324,0.05015388761345233,4.4014928964151085,0.656352907453427,38000,-103.47313074133658,0.02518421166097059
3.1204621287773464,1.800874635786992,0.04965819893646847,4.522278809989072,0.6639443609967748,38000,-103.47356391765622,0.03330664507328918
2.5026370494403825,1.8695256321896776,0.039407695641057255,4.916646414175752,0.845792423344184,38000,-103.47364390560625,0.04599307694746848
3.3813667011692785,1.5142943976262428,0.052391169159664554,4.15352682955903,0.548712907078965,38000,-103.47420826063727,0.038080010269623675
8.648422057200346,0.9341256072937046,0.13345347099008226,5.347880115064937,0.1613881060800601,38000,-103.47421641299545,0.044655517975676455
3.8025129372069997,1.45806074419405,0.060746345897305494,4.9317232319453215,0.4728667915935764,38000,-103.47457245103136,0.05590766507382189
10.135649112453883,0.7955294790541613,0.158600845238384,4.210506597770315,0.12617408688555465,38000,-103.47476004760384,0.046502159570959045
3.4254158252449898,1.5772547570397661,0.05417706100351678,4.828218710161817,0.5566750318387546,38000,-103.47479709936141,0.05217331380139995
6.946998097865146,1.1783769361812253,0.10744510222702619,4.103195288998429,0.2258670872982597,38000,-103.47533371786585,0.04307031492926281
5.884230674544513,1.0805498803485503,0.09085761386332335,4.6507025725238345,0.2571160606724191,38000,-103.47586786614818,0.03590781768576036
6.784325680542617,1.0506249873461828,0.1089747234063813,4.202964752473634,0.216914794973379,38000,-103.47689240554755,0.04851019514643491
9.988050461574893,0.7974344156325678,0.15281406076642445,4.1016563734684715,0.1283251671465685,38000,-103.47718655817611,0.04029314812366868
2.349811269409911,2.0242526493379605,0.03710085413694596,4.909458798505597,0.9531833192183075,38000,-103.47729868262618,0.04232531385425787
4.7669822659608005,1.4640704601127068,0.07200533496757189,4.565227506886529,0.3848979976912307,38000,-103.47776215983556,0.05053219948424043
6.595649260245883,1.250475478813734,0.10554350145434568,4.546540297524248,0.24684649102856623,38000,-103.47830946488324,0.03892362998557925
4.83860595706358,1.309856275175167,0.07565090185844704,4.792038626582777,0.3508110359086563,38000,-103.47840596931742,0.034009375232122864
5.870474993580304,1.2605397675909094,0.0866979796539305,4.443855496706077,0.28404084133144897,38000,-103.47884381781599,0.035645204445513334
11.711919996179715,0.770332781847481,0.1794483480276027,4.532050036141836,0.10674068927124768,38000,-103.4788580468168,0.048872067645544796
7.4417761420964865,0.8938627950279516,0.11429554557295249,4.814789502977777,0.18182246487567402,38000,-103.47914055723052,0.033650747782791986
9.917151013021565,0.8952158282462148,0.15440019309572695,4.117433198245806,0.1371599646503582,38000,-103.47951729514108,0.03950947611455941
9.678216582065442,0.8231515385321809,0.1518116721107973,4.494607351787307,0.13369309110475558,38000,-103.47972719056595,0.06962620907100683
7.26768180793189,1.0691408653461227,0.11090094162598035,4.048440563731802,0.206938878678582,38000,-103.47977805182586,0.03515268098465448
11.365330850910315,0.8391973056317444,0.17908213690824568,4.000171182643883,0.11522816686828619,38000,-103.48049283878119,0.04634494213851684
2.556985970844719,1.9805503603084906,0.039521730062455546,4.8924155833676135,0.8600891330879943,38000,-103.48238307004006,0.04556084120112359
4.24093786238761,1.5124320691765405,0.06605861309882177,4.877744038663545,0.439091942523113,38000,-103.48313778446082,0.047523196648058555
6.174782264467112,1.105360753537601,0.09426989550765588,4.845787145894014,0.24880468441832657,38000,-103.48483157544263,0.04468883143302005
2.357321216324359,2.0200399773001454,0.0363935000077348,4.9819506199408705,0.9483899303886165,38000,-103.48541713994005,0.04748358882118747
2.8614587443204504,1.7742661334038488,0.04558500635533525,4.4111115604000775,0.7120347592171427,38000,-103.48614786731551,0.052776708681134196
4.373169356705055,1.2355160353535337,0.0674602606529875,4.3194059627019294,0.3724361652862467,38000,-103.48620389310649,0.03862743666217359
5.350938807264474,1.1417899696063276,0.0859401235159139,4.169013811212016,0.28988164091625673,38000,-103.48662263255416,0.03717892990570285
3.364438682932277,1.672783207667348,0.053279554690612116,4.550875034028774,0.5853084875726768,38000,-103.48723100331922,0.04602689954175193
3.46030495464449,1.5524974134083254,0.05281025643869422,5.201825273698445,0.5422013619774939,38000,-103.48802836425278,0.03539240874711962
3.4727926357964787,1.6325801810844407,0.053787031367241306,4.774278756544285,0.5650313909022454,38000,-103.48950705483831,0.040080725674066495
5.92330397121436,1.0868291903452632,0.08977936964069101,4.14986692139017,0.25458847827685777,38000,-103.489610505014,0.035548067754239014
9.702554110751896,0.9924264608521693,0.1499791154362989,5.0570839174891535,0.14808900853307955,38000,-103.48975132125041,0.035576296851020275
4.795862866810489,1.2916411968880508,0.07460509397386786,4.864849778157165,0.34836880720968944,38000,-103.49117111601427,0.03160478420958386
5.434989044553082,1.0856075075330063,0.08125394018638334,4.111052529561193,0.2790021774384418,38000,-103.49168546773888,0.05408152081952607
2.5732448296287025,1.9775163118320365,0.04020573584651157,4.676617377891346,0.8596699393770562,38000,-103.49176385724361,0.053536830768616275
13.097089632731965,0.7738679970184058,0.19813607672344632,4.518588127676815,0.0973265613535334,38000,-103.49217731840324,0.035961101202429346
11.329438755396916,0.8331906741606486,0.16916315330806156,4.678760782995812,0.11517131448149513,38000,-103.49265788893251,0.03558783094117543
3.240247794569662,1.5747708625596912,0.05093603843392985,4.103094725201756,0.5843672290759113,38000,-103.4927339535894,0.04024902883240672
11.594831572012309,0.7872686674244289,0.17968042258570766,4.369562896150425,0.10843788726841896,38000,-103.49290378149601,0.04619357014322583
6.332891215377763,1.2611807138910924,0.10049475698629681,4.8915478492426745,0.2622089034544587,38000,-103.49356936659088,0.04634059887444714
2.9495292046381163,1.5485847273293785,0.04628628060522524,4.283421861521877,0.6368600627768888,38000,-103.49402840426548,0.035920944372062245
2.599800418665219,2.1983506577741743,0.04011571598468749,5.28554104966798,0.9077551499264094,38000,-103.49474186280307,0.04167498761190726
7.231460784178861,1.058024631202065,0.11162354867095264,4.771707084147642,0.20762559013672238,38000,-103.49508143904926,0.04621924146110039
4.276331172560299,1.4821743492297341,0.06869495609527419,4.754228981762565,0.42366010082105576,38000,-103.49548229967445,0.04959164323327285
12.050768209161086,0.782036412025484,0.18460844154436204,4.3658943354737145,0.10474632022272996,38000,-103.49575343651,0.04406375523099094
10.458023677179488,0.8744187984136895,0.15882418692309386,4.84046957989975,0.13033861389940934,38000,-103.49589520977776,0.047717075250190005
13.399208711235017,0.7490221338705484,0.2046196646737375,5.025852681819483,0.09230365469925113,38000,-103.49765489075375,0.05494472959136987
4.586083114973195,1.3291078209434193,0.07236238451848563,4.671251320139537,0.3727396142340326,38000,-103.49829386518755,0.04633695403930084
2.6138495256568173,2.1814034545846,0.04181844440023037,4.713670465801472,0.9007729620126698,38000,-103.49914148290938,0.027899994280413294
11.737757332490764,0.8220522149000735,0.18415804158004864,4.742082519872837,0.1105060444119065,38000,-103.49986884200142,0.034371466554510996
9.12145394614728,0.809816573986974,0.14383079232071994,3.973723146219063,0.14023997698410443,38000,-103.50152757219439,0.04539781033618256
6.311438694784484,1.0898824319476905,0.09372889589255133,4.295193783444815,0.24105164162724052,38000,-103.50199922651487,0.03670395896670179
5.465687588016579,1.317097011587165,0.08811048915597412,4.2655638312365545,0.30956009076449403,38000,-103.50229439130328,0.022700527870943704
2.8663474876475212,1.8884186986269447,0.04553522314519429,4.448998290331544,0.745913077660295,38000,-103.50262279677573,0.05337692875651507
6.454954327971606,0.9770546799310806,0.10079423741912966,4.160576487717482,0.21940505584283737,38000,-103.50322522178718,0.03697269964861063
8.577097563379303,0.8570161678774237,0.1341570112815581,4.191101301739472,0.15412912318248873,38000,-103.50345881715813,0.052543902615807755
12.896277042273466,0.696870379195549,0.19479860431079596,4.065383520136132,0.09388466488941191,38000,-103.50604348547836,0.029224483067678882
8.713335201514381,0.8986961631237763,0.13855975948768187,3.9842574891386855,0.1540541357977881,38000,-103.5060446481619,0.04738006368111595
3.241066982168903,1.722616055500321,0.04973966305003273,5.024665932940687,0.6283099591529897,38000,-103.50691688389233,0.05908230394526325
7.848788397149642,0.8865681666697145,0.12015563161631679,4.160989768178138,0.1711217360370917,38000,-103.50729711871226,0.03605346726665978
2.912798307033612,1.857659584044115,0.04507579712306562,4.719321878065841,0.7325830108747803,38000,-103.50823575922954,0.03931348408482553
4.758172819296795,1.2749570097066851,0.07426626300684257,4.044565277665938,0.35126922951647677,38000,-103.50842787598324,0.05948794360660853
2.5268005541574348,1.9509354242580228,0.039309036669694555,5.308379007518659,0.8676340388184581,38000,-103.50847199403258,0.05621617315653758
7.643279013171666,0.9232777121501442,0.11959663761262113,4.241886935780311,0.17822861059150522,38000,-103.50877586365101,0.05197914264342582
11.116522753175072,0.7497018065433235,0.17316050383253226,4.202988117598954,0.11027553741947582,38000,-103.50889364462905,0.04064964092172777
2.236471821262613,1.9942882125191033,0.03556017977519564,4.389438659366303,0.9863486166859159,38000,-103.50897833538926,0.043155601782861285
9.38360752589083,0.9778171699901159,0.1441746411977764,4.896605019919971,0.1513533096961734,38000,-103.50947097374636,0.05202061599310298
9.444716278495221,0.8288882574171093,0.14950395095942584,5.000775940738929,0.13697850843436474,38000,-103.50954609345685,0.021247271286111754
8.813560658467642,0.8386972777761785,0.1346057819459349,3.829597445919612,0.14741702475897286,38000,-103.51027657502671,0.046284791157730404
5.793348606111403,0.9426771155387731,0.0895881524836427,3.5809764301181426,0.23889366417104244,38000,-103.51103483589256,0.040895928112041596
5.595426052728541,1.0388282557321002,0.08744903637457388,3.973541889431663,0.2616962422526837,38000,-103.51149179074328,0.040437826258342156
8.88451632588257,0.9580346694486883,0.13890735614180005,4.8631117805332424,0.15900698789775164,38000,-103.51254580241888,0.044560889881538834
2.3142107174401874,1.9136350995598201,0.036035027471707164,4.398781636228924,0.9308926600821436,38000,-103.51407986275909,0.05696719314092897
2.267479332312837,1.8871436385779978,0.03451411492479604,4.326373292430523,0.943798065414097,38000,-103.51465189579504,0.034765829361647446
4.609792565392305,1.5746787627367302,0.07078010645871555,4.790049054356201,0.41573398886733515,38000,-103.51491197253247,0.036721208404074876
9.133182819457208,0.8993377155058571,0.14422793279921942,4.304521995920553,0.14941486464693518,38000,-103.51494274680444,0.05244972287214496
3.2122534287004645,1.942958889472133,0.0506573068127538,4.572163039917182,0.6803792429536397,38000,-103.51497031938705,0.04998899078338248
2.4097247837990716,2.2189328284348564,0.03873073274773586,4.65340074997482,0.9867517640651335,38000,-103.51564994262098,0.03823242841708156
2.472358634655042,2.179649707016345,0.03938994374635844,4.62112571633951,0.9486358142401842,38000,-103.51647395372864,0.04890304235515372
7.96182567374285,0.9334294943885241,0.12832555201776977,4.147188598279646,0.17381592841902063,38000,-103.51716437455718,0.03341886304411303
3.02704058684801,2.0136741210382727,0.046744889434215266,4.749399876604654,0.7418521694709936,38000,-103.51723386376622,0.042190521847346715
8.137960717655929,1.1228930142375815,0.12773827757614625,5.5989557886172525,0.19145154484361504,38000,-103.51745548989018,0.037900121917686776
4.407408161814619,1.2072034703881953,0.06921503312420653,4.417045293276889,0.36354673351895656,38000,-103.51884545781625,0.03289850526942355
2.852015700640084,1.9025111068687504,0.044522209105849746,4.359458990252098,0.7546092400152289,38000,-103.51936347259222,0.04824688113184806
3.8507963273174766,1.4287649953414867,0.05921958368716982,4.366340986944958,0.4666119394098113,38000,-103.51937908636128,0.0495706939437312
9.300627801847375,0.8041538685134634,0.14379066528992351,3.855976099973975,0.13842418764401923,38000,-103.51986604542131,0.0329436840645289
2.710506892357714,1.7391179617198498,0.04190346060621803,4.37820497319321,0.7519609809982792,38000,-103.52020759359752,0.05120138751607169
