rho,IO_0,K,SB1_0,SB2_0,SB3_0,SB4_0,SB5_0,SB6_0,SO_0,b1,b2,b3,b4,b5,b6,delta,psi,sigma_dem,sigma_env,tau,logLik,logLik.se,logLik_se
0.01991497217610838,0.001611053272378224,6,4069,4565,4410,4616,4305,4032,0.21505241602176378,2.3320177534543247,-0.9040977102672461,1.2150653583558573,6.165518452170637,4.640113296438109,2.9033960580325893,0.016666666666666666,0.0012240620309345537,0.032819660132029436,0.5828885529260658,0.003254720054961051,-806.4672045990743,NA,1.480663921354619
0.01612304469490542,8.834467634905236e-4,6,4069,4565,4410,4616,4305,4032,0.13681833263074358,3.9955093482344304,0.16470552080218614,2.352816448793466,6.44771899434281,5.322994103069125,1.7705951530395732,0.016666666666666666,0.0015589369576152162,0.0366669134349185,0.5608998740369331,0.0012586213899099326,-808.4715060119393,NA,2.721683683690457
0.010000000000000004,0.0011539123413259885,6,4069,4565,4410,4616,4305,4032,0.13136609026029875,1.9339054225806587,1.949617439269254,1.7080866911571835,5.714678851856578,5.100677910022631,3.047914505515323,0.016666666666666666,0.0031358744021939542,0.030194577657726946,0.4360646690827121,0.003544956727465532,-815.3292525209762,0.7800282437584655,NA
0.020719064728673776,0.00117764876476241,6,4069,4565,4410,4616,4305,4032,0.1566663665268274,3.060930112964473,0.6359765993849452,2.335211609461428,5.445530549292052,5.024875983695758,2.6203009611648596,0.016666666666666666,0.0011138367529564405,0.04002367493077244,0.4980952792639457,1.9478468455745517e-4,-817.3959875559584,NA,23.267427601717994
0.011775344148537663,6.177800808816138e-4,6,4069,4565,4410,4616,4305,4032,0.1708856264110155,2.5787678497513733,-0.2737764407406665,2.078426053037977,6.077776354666944,4.831322104353112,3.11511345388689,0.016666666666666666,0.0012557159478820137,0.05259842295849186,0.5253060981685848,0.0013913344849435156,-819.975856256829,NA,7.401005848794284
0.011108958598437212,9.120220173954059e-4,6,4069,4565,4410,4616,4305,4032,0.13158590449668883,3.035688006443441,-1.987609583731171,1.726051446313956,6.699950559162117,5.231257120622097,3.451056750579633,0.016666666666666666,0.0026309594131763933,0.06407061676735878,0.5263745236050582,8.21941237685092e-4,-821.1818227433199,NA,0.42332578362896806
0.011566357319356294,0.0011923590484364027,6,4069,4565,4410,4616,4305,4032,0.23082399805122417,1.7831781461288365,0.22573302323429428,1.3841135970967269,5.898877576989686,4.7325698619941186,2.601024990242084,0.016666666666666666,0.0018458771952902678,0.012396998091543224,0.5481412813420456,0.0012531618413269827,-821.4707512033011,NA,3.0737837815022995
0.010000000000000004,5.346431522723874e-4,6,4069,4565,4410,4616,4305,4032,0.1450481529897847,2.6007783912906515,1.0318823115520952,0.243967290952353,6.170758531875847,4.886439327974344,2.698776284577627,0.016666666666666666,0.002165478048528403,0.043952534344996554,0.7101540061469861,0.0023050657910093277,-827.5422972317647,2.4784615878529053,NA
0.01337600315632654,9.459040223335416e-4,6,4069,4565,4410,4616,4305,4032,0.15500530223138312,2.4761225618855884,0.9741312327722504,1.9540654717404076,5.790504079684649,5.496869948427876,1.516909993665157,0.016666666666666666,0.0024047538224128205,0.03532365247022785,0.6130696945552467,6.266226963234801e-4,-828.1999885988289,NA,8.18905632146817
0.025,0.001246592513567627,6,4069,4565,4410,4616,4305,4032,0.14515743927362385,3.7472006642422473,-3.343893795064199,3.2657855449143876,4.555361353796071,5.540244446896024,2.1728056550229558,0.016666666666666666,0.001491903575539545,0.03163602020167389,0.5357858701653169,1.0571493375591982e-4,-829.5260696629823,18.152999683892574,NA
