b1,b2,b3,b4,b5,b6,delta,IO_0,K,psi,rho,SB1_0,SB2_0,SB3_0,SB4_0,SB5_0,SB6_0,sigma_dem,sigma_env,SO_0,tau,logLik,logLik_se
3.0750029059958583,1.0926970213630536,1.7181221765641477,6.305442624880684,4.896780455992572,2.7098065274812617,0.016666666666666666,7.389207518948986e-4,6,0.0020027163678527464,0.0129153095810858,4069,4565,4410,4616,4305,4032,0.03959846754107077,0.4626748589912671,0.14561082007221587,0.0010875560473858098,-794.7219535483591,0.08426824007030811
3.087984558394694,0.49858356271930215,1.1811629338655019,6.390197616107035,4.903686723674435,2.68450473791787,0.016666666666666666,7.383480266012837e-4,6,0.0022207316850216276,0.013040284557048924,4069,4565,4410,4616,4305,4032,0.04303244554735373,0.46706920867971685,0.14461616793980486,8.011713593236228e-4,-794.7576551675148,0.09122035800735313
3.0108226656074395,0.34004987342977744,1.4429776217503183,6.4046404734317095,4.67736823279263,2.717039591316384,0.01666666666666666,6.572167455865042e-4,6,0.00201456650352834,0.01319954954300071,4069,4565,4410,4616,4305,4032,0.04271324374554249,0.44288420422434943,0.15450015508522577,0.00153190583912004,-794.8677113724565,0.10510842173607844
3.0129040258289335,0.4568183821871319,1.5059763527149188,6.224556301610995,4.75887432139011,2.633265638018596,0.01666666666666666,4.7353556009543664e-4,6,0.00204228200501501,0.01310203330430098,4069,4565,4410,4616,4305,4032,0.04085076216638295,0.4453741668134105,0.16627037478307274,0.00203214840692204,-794.8833684354179,0.09206496689519968
3.4245661746641094,-0.8647065128830735,2.3440247497321467,6.153640978771508,5.144867589224411,2.688803918917292,0.01666666666666666,9.168761145529362e-4,6,0.00270752977849693,0.01241461228953922,4069,4565,4410,4616,4305,4032,0.04618005058714723,0.4778323875726776,0.1151053970600896,0.00110019018104185,-794.9111416089589,0.07703173982724701
2.971558210102473,0.9459762692498116,1.951247105411228,6.140318257845672,5.080099891021905,2.6813116721947288,0.01666666666666666,6.272847612189404e-4,6,0.00207273172401226,0.01251225546940982,4069,4565,4410,4616,4305,4032,0.04051490263949316,0.4559750535221495,0.139939560810029,0.00164701776398418,-794.9287699360953,0.08097018872075193
2.7811703836148944,2.037321124474604,1.4950150931500414,6.4360223468270785,4.745026026614346,2.810331270592175,0.016666666666666666,6.098291182953651e-4,6,0.001928602646050872,0.012431566918937112,4069,4565,4410,4616,4305,4032,0.03673528361661079,0.49255937986178305,0.15493920665202734,0.0014847667067799586,-794.9995981388207,0.05173758914086959
2.875485116346141,1.209230973573445,1.386248596730756,6.517483057287127,4.655535209730548,2.767794977057242,0.01666666666666666,4.485833803704369e-4,6,0.0017990320649498,0.01376248722853074,4069,4565,4410,4616,4305,4032,0.03743510107189467,0.4795375063064298,0.15014743718567852,0.00129193985127477,-795.0299921662659,0.08435875040282681
3.140766107544489,0.6462110798851501,0.9104501668978028,6.5441227399435205,4.824608305747986,2.626743675311105,0.016666666666666666,8.974849020337035e-4,6,0.002218477177657192,0.01326948410400054,4069,4565,4410,4616,4305,4032,0.045207659895314514,0.4233640555977952,0.14255795207884886,0.0013235767523878481,-795.0429053853063,0.07401845929155929
3.020946080531299,0.24683318834237888,0.782886087970162,6.558203985279506,4.8032736235884554,2.7306457511047326,0.016666666666666666,0.0012899215754646007,6,0.0021500917285121263,0.013781255554097083,4069,4565,4410,4616,4305,4032,0.03928658868138448,0.4389957502941083,0.1411773691475935,0.00175226498830806,-795.0536351209668,0.0799605802033833
2.785769879752143,1.69722092611229,0.9192516368981068,6.516946478123477,4.719452377618119,2.728227531998656,0.016666666666666666,5.095662578643408e-4,6,0.001879365862504578,0.013181232253279222,4069,4565,4410,4616,4305,4032,0.037560547826499605,0.47353942790844433,0.15356063700794806,0.0011235294417100926,-795.0556569740324,0.13004846540582518
3.569073262631706,-1.4703466074251903,1.6991615182040283,6.283002397686186,4.9366499484100155,2.4391250771318282,0.016666666666666666,0.0010750453050054607,6,0.0019895607554870883,0.014324102737333737,4069,4565,4410,4616,4305,4032,0.03670298718108082,0.4665213456533935,0.13760319146192537,0.0017428892211390104,-795.0678889248543,0.08329491873445022
2.872867539970709,1.3352104982200994,1.5578817313992819,6.472900422184214,4.931416781476815,2.8224605316138005,0.016666666666666666,0.0013732998159675348,6,0.0022347307604999775,0.0127520499524147,4069,4565,4410,4616,4305,4032,0.04303583663857163,0.46557377010563733,0.1260748112218542,0.0018760628655582839,-795.0914518188478,0.06026544007971622
4.005313843967923,-3.254386106992012,1.7784277635525254,6.085078377366798,5.22229994938471,2.4071790040717245,0.01666666666666666,0.00158811940029464,6,0.00298747993375569,0.01186020464562146,4069,4565,4410,4616,4305,4032,0.05174868258536712,0.4047811605006256,0.12648307124121663,0.00158690142257839,-795.107036454582,0.07328490303836081
4.152765289605217,-4.120418188978997,2.267456689474102,6.0088494348461365,5.2474901637279014,2.334069925954448,0.016666666666666666,0.001273196002244957,6,0.0026440329201209978,0.012150955402584363,4069,4565,4410,4616,4305,4032,0.04452761543763066,0.4497895628658116,0.1300935665848109,0.0012438429296832856,-795.1429540693609,0.09955428767676887
2.963452936321549,-0.028423976900679226,1.3969901845853967,6.361545524694984,4.799561626454943,2.762173643533338,0.016666666666666666,9.425607406602343e-4,6,0.002271331361100077,0.013240272533257285,4069,4565,4410,4616,4305,4032,0.04468303975817982,0.4551104947599445,0.1451544006141653,1.3430739889113e-4,-795.148998743429,0.0780714521448259
2.796857690289803,2.0006366824597848,1.3555999399405112,6.3124197858822235,4.831106903931335,2.749818306511084,0.016666666666666666,0.0010960871400263613,6,0.0021538965517054896,0.012401398879850695,4069,4565,4410,4616,4305,4032,0.04230341496857962,0.46795317796391966,0.1509502883863925,0.001075555325481138,-795.1509170279833,0.08900905550064968
3.5947395104745423,-2.153377857263896,2.002204141545412,5.851567959299915,5.1286893713022,2.323418189272974,0.01666666666666666,7.006454827262781e-4,6,0.0020279858369843,0.01564054954694979,4069,4565,4410,4616,4305,4032,0.03788569842483423,0.48501342665159786,0.145880397133494,0.00102287223203656,-795.1544153097133,0.076139329901855
2.85800733848027,0.28175067124081954,0.9808405997303284,6.218232169371167,4.771516451734607,2.4935678213868955,0.01666666666666666,0.00103178187909355,6,0.00151731874206121,0.01720916709487274,4069,4565,4410,4616,4305,4032,0.0342378029792226,0.4699799562751636,0.17221755257217897,0.00193143428839995,-795.167095638084,0.07244099620238094
2.822095968416168,0.6450488548066254,1.1863902142662426,6.569004433442291,4.693718624282793,2.8871494228085313,0.016666666666666666,0.0010310307689283906,6,0.0022940108227985597,0.012819958893161768,4069,4565,4410,4616,4305,4032,0.04275936345453879,0.48410528346678106,0.13937415777478912,1.0307708695165596e-4,-795.1682820647839,0.11394740378524894
