b1,b2,b3,b4,b5,b6,psi,rho,tau,sigma_dem,sigma_env,SO_0,IO_0,delta,K,SB1_0,SB2_0,SB3_0,SB4_0,SB5_0,SB6_0,logLik,logLik_se
3.715407256664659,0.3035382361128816,0.7122690032667331,7.295002290661011,5.145351446910711,3.183457515610743,0.0047961388170194245,0.010000000000000004,9.250864923037042e-5,0.07675096673412722,0.485628096260838,0.06290393599464857,0.002242201115561408,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-804.7247414672282,0.26454705794775424
2.1080894427151544,-0.413234943453438,-1.9493220723536624,6.6849377401735675,4.1039878763736635,2.7395502813017303,6.32566111418112e-4,0.0290419428984944,6.251501294644342e-4,0.02285181157527645,0.4909574854980812,0.2993377497503497,9.985299280409164e-4,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-804.9267465022748,0.2438696324175613
3.2935887046100674,-0.8668071295034819,-1.9995008535189385,6.193398042432427,4.661853571145724,1.6461082949899783,6.724689802404916e-4,0.02210543904449645,7.427586093179533e-5,0.02343428796696147,0.5134296329808468,0.2886064426311124,4.649860552479152e-4,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-806.9529484858986,0.6515360132268643
2.6831098355442395,-2.0593036544123584,0.3859886386605894,6.25041040214941,4.08695136285382,2.4724278927904204,0.00147442181071071,0.016345347488218,0.00542827962266686,0.05011453432299768,0.04770086897540539,0.24465465968164535,0.00233837072879417,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-810.3815635682948,0.31505463396229993
4.6266573014940295,-1.4297025948822557,4.57948176457047,5.186591783707615,6.194796167837991,2.103745818057326,0.0029856814935839,0.01259677360999946,0.00295133330753985,0.03390206827523077,0.5771720583426204,0.06623088555579885,0.00869042467173495,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-812.6503086078961,0.21865203622918009
4.665098577223218,-0.33151344391758664,-1.2698376705777965,6.062839864572805,6.331712022356324,1.299196296657705,0.00251652683491813,0.01541447438616898,0.00305088653969317,0.02767971346335684,0.5496994113640046,0.1022492213792489,0.00934227237224001,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-822.3094650160342,0.23814306184534204
-0.4577659875651573,0.5146707414230318,0.699233013013103,5.9695596663570365,4.656311125807799,3.8189086197175577,0.00125417699167801,0.03109153598428899,0.01024672136663846,0.02040865225290097,0.5264568379909749,0.10877636821279464,0.00403044871093113,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-832.9792009747615,0.15416566389269623
3.0936788033348934,-1.0789282115067818,4.440383292273015,6.1727223554466155,5.232468360244634,3.707845674991373,0.01215704048181124,0.01156791426827038,0.0055019723504576,0.13582125572391177,1.04094096002719e-4,0.8990025774176986,0.13610485618246476,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-875.7077816005639,0.20056345444883095
4.301681571527246,0.03507471978875445,5.57044551750281,6.493384430519684,6.046530740909097,2.721187557077254,0.00409355711013684,0.01254026705377898,0.00190517585590295,0.10750427107814443,0.430144663950724,0.7846120576694887,0.6550017376838917,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-881.1059608315759,0.4609614979651463
2.219497472633627,2.545667293544958,3.4897988831139197,0.5378698982035645,6.689343555038805,1.9388990645026651,0.00225733392398062,0.05844848517770666,0.01654846891685001,0.07717092084879287,0.1279573638877598,0.04070104526634344,5.261942554107e-4,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-911.0351692763488,0.5313320812122296
-1.5626325563634478,4.641644930881047,2.273363627481357,1.106207020769059,-1.097963039700383,6.908969734502832,0.11105857472255008,0.00950123963960485,0.00328491271335216,0.5615077361625082,0.02923458309111618,0.01096087478708792,0.01144590850439134,0.01666666666666666,6,4069,4565,4410,4616,4305,4032,-997.085383386082,4.455915587190098
