Beta,rho,eta,sigma,psi,N,mu_IR,iota,loglik,loglik.se
7.968580161119491,0.1276173382822815,0.27759895252782746,0.027914313215906025,5.865400443748227,38000,2,0.05,-104.93680106406997,0.023095626611481644
7.874798759280031,0.11496240704419988,0.28705784618978303,0.031131467983993993,5.6595729266112285,38000,2,0.05,-104.93881993099646,0.02607224800965797
8.12877021667553,0.12411340438427193,0.27269417938179147,0.021289465660154255,5.554679592546726,38000,2,0.05,-104.94493736545647,0.03106539657791596
7.663469964436386,0.1146305630235057,0.2925586560208723,0.04696476177620345,6.943536926258441,38000,2,0.05,-104.94639352227838,0.024091731455437596
8.29342722706865,0.12628481147380405,0.2693465940524608,0.014962952300984362,5.279461051794341,38000,2,0.05,-104.94805438931782,0.025216635161438485
8.411445590748665,0.13178091336570164,0.2646547971511573,0.008721134555018559,6.271374686317861,38000,2,0.05,-104.95453677575169,0.02724903348112156
8.145500363649946,0.12042091036535156,0.2765033074549519,0.019577245806439002,5.387099206420278,38000,2,0.05,-104.95628923083557,0.020599251263309918
7.787356823212887,0.11642984985904758,0.28871369757637544,0.0428876225340133,5.910267092192823,38000,2,0.05,-104.96267594169932,0.01698789600176371
8.03350037443784,0.11890248112025745,0.28117352010973906,0.028109093024253358,5.145745839233262,38000,2,0.05,-104.9734248503118,0.024770618885930788
8.284744801219023,0.11943317614956042,0.2727831553344478,0.029337731120983153,5.958304089331783,38000,2,0.05,-104.98386724887641,0.03549355784447578
8.708032352898533,0.13352896176808843,0.2552698948585631,0.021213299844688036,5.717041227391846,38000,2,0.05,-104.99858579838238,0.022780221164705877
6.896895388680641,0.1007038927410246,0.3249448593002191,0.07485162555173237,6.222610172354692,38000,2,0.05,-105.00684666583135,0.029824825298580056
8.521817257856403,0.12939222325990835,0.2607485933746235,0.02930658793674808,5.253711553753477,38000,2,0.05,-105.0103725937192,0.025117468144851732
8.063175430779555,0.1283062358250504,0.2747635901575649,0.031327317080676896,5.288972420479194,38000,2,0.05,-105.01760929825534,0.0230779709305146
8.132671872013571,0.12334226600112473,0.2764034058411947,0.04283410909358498,5.547779203035448,38000,2,0.05,-105.01941979337457,0.015533678116727734
8.70712224150276,0.13576944537752678,0.25611898591717913,0.012627778114515521,6.437443655063332,38000,2,0.05,-105.0230063994126,0.028766737596103546
8.72709528924129,0.1287700142785372,0.2553787983156124,0.01195204754143442,5.498096475860527,38000,2,0.05,-105.02553446380647,0.020937725881242025
8.237601087517383,0.12117793469100234,0.2727402157310803,0.018815069511811642,7.66320580784398,38000,2,0.05,-105.02822766059168,0.029558589679656713
8.140446377044197,0.12741099182552437,0.27415388768211757,0.039305445357600964,5.805123017008263,38000,2,0.05,-105.03095844204051,0.02836120876465155
7.76068819085187,0.12112083316811911,0.28661569939796305,0.05083890917865292,7.070060455235594,38000,2,0.05,-105.03943570048978,0.027227176341361955
7.640628114472921,0.11708694599245899,0.29179613016123623,0.0658393347813981,5.863715875596633,38000,2,0.05,-105.0476276121258,0.027974321470167193
7.714283754430008,0.11920342738774956,0.2865495636487485,0.053551620322282945,5.97851041963386,38000,2,0.05,-105.05090787550655,0.009517282633127849
8.071134036039657,0.12023053435253418,0.27932697628692715,0.055246802654427336,5.995632085139283,38000,2,0.05,-105.05414508110069,0.029211032456970328
9.055205004446403,0.13243536560970579,0.24959581815361648,0.012870651460441928,6.1705526069863,38000,2,0.05,-105.05848420127369,0.019195263057165603
7.930560259528076,0.11335539932365994,0.28639670949947604,0.0399045387307793,5.100112960954616,38000,2,0.05,-105.06353573302026,0.02528754795708226
9.026874169823431,0.13846527145276272,0.2481372905448782,0.027501071243366388,6.716633929372413,38000,2,0.05,-105.07907218071834,0.016033121920942677
8.114891237725441,0.11901094574458931,0.2761498210578066,0.04995127296946621,7.13973052871886,38000,2,0.05,-105.08138488947291,0.02553120700670108
8.7777316961426,0.12666611057588334,0.25609107474223614,0.028790604288860593,5.684238335567209,38000,2,0.05,-105.08876405031678,0.022047811736562683
8.59405211116733,0.12971998443565858,0.2584474493125382,0.03127764688173232,5.499368618426836,38000,2,0.05,-105.09639738100871,0.02399199396945209
8.813319377358171,0.1316971766751086,0.2543633793349841,0.03736135185625727,6.315690897579975,38000,2,0.05,-105.0974142528964,0.025596678101693714
8.930635622671078,0.1325178039741543,0.2503076215452378,0.025313177490400955,5.728871727651922,38000,2,0.05,-105.0981605064096,0.0201090940656124
9.10114618468208,0.13888981101469902,0.24568889282390602,0.013788911513703003,6.40252396752356,38000,2,0.05,-105.09988975525283,0.022282968768764035
8.463889770484379,0.13410751903984738,0.26438735475519576,0.025809745057581907,5.446724937044133,38000,2,0.05,-105.11805708401931,0.018548733073605723
9.01111200108454,0.14229297954903808,0.24652481587028557,0.013151589034754455,5.707431655106612,38000,2,0.05,-105.12577676637432,0.025230644224503145
8.711707024668158,0.1356305610439982,0.2564221309196303,0.04299061449267261,5.431075297916257,38000,2,0.05,-105.12699832663964,0.0201664198618564
8.512781212879506,0.12367250925128886,0.26628254951312164,0.03813709814338847,5.258625198606879,38000,2,0.05,-105.13662017999452,0.02939333041147438
9.357743090728198,0.1396920705055824,0.2381981348559879,0.015960998748012295,5.760077953606646,38000,2,0.05,-105.15232777330158,0.03456797878514744
9.180528514583951,0.13851303488070926,0.24422531638740755,0.020783444969040086,5.313565728216642,38000,2,0.05,-105.15425308233506,0.019709652965889553
9.262166608302481,0.13621402162949792,0.2430164000273348,0.0490045592799827,6.425465283485796,38000,2,0.05,-105.1643833289934,0.031354851838560314
8.798550125451179,0.13880007301459013,0.2518740295152063,0.0394836162939063,6.340810081694089,38000,2,0.05,-105.16491575725142,0.032505925117560334
9.300984011828875,0.14185097801614976,0.2418477742017516,0.01908139828597453,5.954287404093816,38000,2,0.05,-105.16919189175631,0.016891576696571087
9.122738585767696,0.14000795454745693,0.2459836960685931,0.015135605089111251,5.159779528738838,38000,2,0.05,-105.16996549657478,0.02434152564031918
9.515758638477081,0.14637498965665882,0.23391134394606303,0.012097913912391827,5.380408156963248,38000,2,0.05,-105.19485336311615,0.025616410463851415
8.710952738033628,0.1220162519502021,0.2629591473606283,0.026259959248184465,5.5901156910008805,38000,2,0.05,-105.19936270645974,0.03038630967446633
9.599604257064936,0.1459995246948396,0.23265190242848002,0.007400415584933622,5.90867537485172,38000,2,0.05,-105.20371966007082,0.021390423766816765
9.241139001811902,0.14047584954671272,0.24263292224844085,0.03721412310167159,5.793439234812692,38000,2,0.05,-105.20402435655339,0.020376877374177378
9.00916308993473,0.1363058001892764,0.24826874172031188,0.05047763779903583,6.40946439028982,38000,2,0.05,-105.21028635850283,0.027891830747502074
9.652188166871335,0.13705197007263392,0.23431591468628873,0.023294689399460878,5.813408362209389,38000,2,0.05,-105.21213048342307,0.02977059878546245
8.977636080018039,0.1333625315178328,0.2517483185947687,0.04423529898653031,5.512441855045329,38000,2,0.05,-105.22204624300893,0.018236956587966265
9.188022135110335,0.13671971924328402,0.2433564843870737,0.04275872110442579,5.7538009097922425,38000,2,0.05,-105.22965522297524,0.018543017314057855
9.039085630686802,0.12939034567611316,0.2491512509563562,0.05612108345156373,6.555844578866545,38000,2,0.05,-105.24020331628154,0.02653605153212267
9.003868312915275,0.14444743912173308,0.24721623321129313,0.03454070488300345,5.887134932921935,38000,2,0.05,-105.2425171151913,0.03548141038009834
8.749363907902321,0.13604530206799192,0.2542291089421862,0.06350740955028819,5.885719921230299,38000,2,0.05,-105.25184349479447,0.02327797758413076
10.098286958530107,0.14905800833339983,0.2222917963910719,0.0036416513234595062,6.070362820249753,38000,2,0.05,-105.26822994739446,0.026806186792701015
9.636823977087802,0.14667174122015478,0.2321420958469593,0.03584551439670476,7.11428252403191,38000,2,0.05,-105.2818147286036,0.023892228001105634
9.05701386967632,0.13248563872385802,0.24707635825325874,0.04415913104187482,5.329892232561845,38000,2,0.05,-105.2820834480125,0.024951515198740306
9.499431496344458,0.14085922881106547,0.23616373763061677,0.03950024599116285,5.693626257166153,38000,2,0.05,-105.29220483827172,0.031266733314847445
10.006692488548897,0.14938093273961942,0.2242295253987649,0.017887468727853583,6.465118720947659,38000,2,0.05,-105.30978860625584,0.016819849713891895
10.066865196450626,0.14822844019620254,0.22219060665822235,0.01522419417544579,7.325659936219992,38000,2,0.05,-105.3258908255825,0.02577403163735817
9.97462553685481,0.15110371625434396,0.22335340099868783,0.02899953169398761,5.979396454569628,38000,2,0.05,-105.36503261761526,0.022940385617053582
10.120267187805766,0.14831304531408337,0.2227602318050101,0.014624981733994695,5.734202492165463,38000,2,0.05,-105.3691256031035,0.013986770472453513
10.192401631826275,0.15110314216325874,0.21931460710913842,0.026859858726802882,5.90843777422856,38000,2,0.05,-105.37402199093975,0.025151117006564735
10.178575630357267,0.14770374126095215,0.2213468898669077,0.04695049743593862,5.814521016582337,38000,2,0.05,-105.37616899308863,0.028012845017299694
10.15332438387767,0.14958614542359752,0.2213389661956334,0.034256369843692194,6.915269614520809,38000,2,0.05,-105.3811503994795,0.03043297133220076
9.883223301154901,0.14927662656464613,0.2243257728687112,0.04829238250665348,5.433004118431834,38000,2,0.05,-105.40858941561066,0.034646260775820725
9.92597127595383,0.14751073763414466,0.22735066811516724,0.0468024748393367,6.209554535838213,38000,2,0.05,-105.411803988105,0.030446322455864393
10.396675063148184,0.16287209085435586,0.21432457325820045,0.021622250575566916,5.795812703182672,38000,2,0.05,-105.42940014416462,0.023425354145331787
10.618930365389545,0.15165252751164385,0.21173927770918305,0.009318694597697982,6.2434309300638064,38000,2,0.05,-105.43222174913514,0.01777514350542344
10.6293281703201,0.16277893202407492,0.20939617174274075,0.021769546159963456,6.428671807280502,38000,2,0.05,-105.44934179504074,0.023797032392251703
10.208515897562135,0.15168739941988962,0.22147215004554457,0.02338926087254591,7.617618990610289,38000,2,0.05,-105.46194946429975,0.023173570307548394
10.528369595448043,0.15818841614891538,0.21245580088881805,0.03588174841986292,5.570729427520665,38000,2,0.05,-105.47050828018186,0.021644257040444044
10.462039967789323,0.15133680007801392,0.21471227900106904,0.019022476349641253,7.499421557427451,38000,2,0.05,-105.47636740718384,0.01854301394003421
10.933065822974793,0.16133985590673133,0.204782090396668,0.02138209663094559,6.313580128311215,38000,2,0.05,-105.47903059182747,0.016718479485582142
10.884245452625636,0.15662296993590372,0.20691645951583798,0.0217704045732646,6.2852797681325,38000,2,0.05,-105.49006335413274,0.022059995173756668
10.431508592808806,0.16277216568432631,0.21444954989337864,0.03920784514733902,6.330457928925973,38000,2,0.05,-105.51825411396,0.014957371360350595
10.730090718100824,0.16372890369844795,0.2074994181466402,0.03222032081519623,6.214060640565387,38000,2,0.05,-105.52045276430403,0.0185657264935965
11.035224653788697,0.16126914277022483,0.20431979402322167,0.02313339293239125,5.2848687272862644,38000,2,0.05,-105.5594830553232,0.03744802598685328
10.782283325889237,0.16279795098641237,0.20659424074619523,0.04088182962017075,6.036168856995495,38000,2,0.05,-105.57004162733642,0.023905202640988776
10.71964427051145,0.15336903557499854,0.2108297276579381,0.060637479070515705,6.37639498270781,38000,2,0.05,-105.57650876921781,0.027866634020917186
11.010999725612024,0.16628388838688654,0.20240948558934566,0.035915813096132856,6.108274696456581,38000,2,0.05,-105.61050904625866,0.027362738013334133
11.012199779513741,0.15996687295729675,0.20462879774055995,0.040751379521430875,6.89509148459314,38000,2,0.05,-105.61301986910517,0.027565588204756707
11.454168469938098,0.16486591503352355,0.19741393898179163,0.03375978977004353,6.204066217677332,38000,2,0.05,-105.65561482662144,0.036341228929421925
11.600300846056665,0.17024567075978447,0.1939911670279311,0.030558167481147116,6.333108409493994,38000,2,0.05,-105.67548646273,0.02790695767001932
10.264267324764955,0.15654965706804036,0.217358164338319,0.06946937068820863,7.982574461209161,38000,2,0.05,-105.68454842224273,0.023733141281159463
11.302956320665576,0.1742198387545057,0.19652203453809053,0.014802708830622461,5.614334761030903,38000,2,0.05,-105.70468274615502,0.020058187748044107
11.063361672289268,0.1678748624548479,0.20129369966886285,0.05560385714571305,6.428109523060136,38000,2,0.05,-105.71238464378,0.028294556050150275
11.487492650217913,0.16991659903311174,0.19384269049094593,0.022228224108073465,7.0593741796560865,38000,2,0.05,-105.71348567812531,0.03176811205324951
11.827598039776216,0.16938705778392954,0.19149883854448815,0.01496188143837286,6.545704859985073,38000,2,0.05,-105.71530087115296,0.03531897292125488
10.944297231158261,0.1557520381484879,0.20892435289478145,0.06206351049985214,6.460346974819318,38000,2,0.05,-105.72143515613153,0.022790489812353383
12.044146982107529,0.17906769181961266,0.18680406512537395,0.015209521528917387,6.3965371818092995,38000,2,0.05,-105.72264325266688,0.03013663978102225
11.758575705361505,0.171959110939002,0.1916189536692709,0.023890692538661114,7.403616481001635,38000,2,0.05,-105.72921593484148,0.02623258240057186
11.314519356911923,0.16968313683064315,0.1975842981230753,0.07000469659469666,6.513833078659463,38000,2,0.05,-105.79258435154848,0.03583856700788194
12.214245534233743,0.17437379495764632,0.1855920587440956,0.012182556094062137,6.013953036537953,38000,2,0.05,-105.80731659084415,0.02690429033530851
11.554370282604005,0.18182463411186456,0.19234152227804427,0.04948973200150772,6.706881278408557,38000,2,0.05,-105.82255859009716,0.023380965452157617
11.955938638989286,0.16814472543678188,0.19007310930819024,0.059837663974979145,6.3754695316266226,38000,2,0.05,-105.83500047376282,0.023558098892433346
12.406184212989045,0.17586689815259704,0.1809755348327676,0.00501234213309636,6.634015077100327,38000,2,0.05,-105.83571671546001,0.029846693878314085
12.004301200235455,0.17261346295892144,0.18836566613686737,0.023517290772627847,5.034889366740585,38000,2,0.05,-105.83589762268453,0.01894059217356127
12.43971108991384,0.17634556662667256,0.18238199117807669,0.009452292864340683,6.965634716360052,38000,2,0.05,-105.84952900933159,0.026342512401119917
11.184585228703842,0.1656101950374109,0.20413073830945583,0.0661664320728202,5.844851382159859,38000,2,0.05,-105.8650599372516,0.03306219696822311
12.278727978913334,0.1731865518535198,0.18442406454805477,0.02727565829325572,5.44250428871232,38000,2,0.05,-105.86972040298176,0.02562969618346521
11.96327236512337,0.1700535222721495,0.18837501023314038,0.05973079022984535,7.214600837082243,38000,2,0.05,-105.89812513177297,0.023526560943572274
12.29615533672142,0.17527276763911817,0.18559871099325315,0.015084398007678204,6.100909276938648,38000,2,0.05,-105.90262127236494,0.023622341334571802
