Beta,mu_IR,rho,eta,N,sigma,psi,loglik,loglik.se
6.3916666465777645,2,0.09664982360818147,0.349115247207316,38000,0.019354337815485283,5.5106095630735155,-104.16366433896188,0.009102312419674005
6.019874927487043,2,0.08994311356539386,0.3710123767787032,38000,0.03452076983170963,4.673840554987314,-104.17492475901473,0.007001962695686979
6.388464546718481,2,0.09416407578554511,0.35124895787063837,38000,0.021144685229343346,5.433104853635519,-104.17675315765315,0.00951791357156792
6.4158377065021615,2,0.09794741859205872,0.3489442541742818,38000,0.009948036900708496,5.432068528454128,-104.17828925752781,0.004459438861102139
6.298053676060831,2,0.0940378269303497,0.3559994502068255,38000,0.005837940779266329,4.746736205933365,-104.17984626625795,0.00809986938435656
6.254701126432926,2,0.09293984873072858,0.3590931292915664,38000,0.03101481931860012,5.995172260470409,-104.18065814442751,0.006330175448064034
6.263435260804589,2,0.09268310440953814,0.35984682444306937,38000,0.02209193266354307,5.280815721813127,-104.18352363042267,0.005398392264235532
6.110547451639265,2,0.09482642213762639,0.3631734678264782,38000,0.04140425320651739,6.024850591039488,-104.18504552354435,0.007753069469875255
6.4014286612451565,2,0.09425019846979228,0.3505614033378278,38000,0.02198619162752261,5.528349261324722,-104.18875705193116,0.006489146784621209
6.44230648965456,2,0.09851767345307931,0.3460948603869643,38000,0.01936189781705971,5.4002352765428565,-104.19585838066205,0.00708131197273193
6.453361222639443,2,0.09694259531349013,0.346944448768284,38000,0.02515091690849292,5.704730670607265,-104.20375388786194,0.008923896201992758
6.257238167405245,2,0.09386929420256819,0.35394032062654746,38000,0.031323973905653196,5.7333469785434055,-104.20503682847882,0.008061050974771932
5.953324744678054,2,0.0866934088686797,0.37820545784821136,38000,0.052205154422309,5.310934972806464,-104.20579339100249,0.0072978089726669975
6.27486197998487,2,0.09638182525249724,0.3550031497816157,38000,0.03224166378191496,5.017529468154842,-104.20953971590549,0.0055491040742488085
6.343739495659243,2,0.10177066616940783,0.34684314460124427,38000,0.013790543757128222,5.829011593467924,-104.21126555544426,0.0077320017877788435
6.378423673126125,2,0.09869433881450873,0.34724039134816453,38000,0.029535903735996114,5.353860326264815,-104.21226448147902,0.005636928301179188
6.080891691165919,2,0.09195187637537704,0.3642147188484943,38000,0.04711573182232965,5.869881251594361,-104.21755024656666,0.0110602439601988
6.423010046270204,2,0.09686551801860212,0.34671091161711504,38000,0.03349781896307596,5.915197278255395,-104.22331711088556,0.008139946948983847
6.186462764029225,2,0.09689895955905714,0.3571130054189476,38000,0.03826440097998344,5.093180751913654,-104.23009264814951,0.007221564807949024
6.587288403029268,2,0.10093828046343983,0.33966646891870084,38000,0.007879209920539011,5.995410724766435,-104.23059756301495,0.007429408192918258
6.633103315460347,2,0.09955062392184666,0.3373253381007894,38000,0.010514935722360943,5.4093692044102655,-104.23165272176378,0.008537560655849645
6.132877265047033,2,0.0916741553186788,0.3669080337868431,38000,0.033304538402276256,6.908253070032723,-104.234567302614,0.008141427496929109
6.592572784779891,2,0.09895455805792953,0.3380517498633492,38000,0.014986232976083064,5.219205839724629,-104.23611935585957,0.004549408140947469
5.910239796172304,2,0.08886963674007514,0.37801232072893065,38000,0.06500314066165395,5.977188423613562,-104.24298927017165,0.005837769329409441
6.708179831099887,2,0.10057352053358132,0.33154464254626576,38000,0.011905201157589201,6.160161765667268,-104.24513059470017,0.006116510221693096
6.496415498582938,2,0.09590463423806903,0.3449708958299696,38000,0.031271401538947315,6.082711551047819,-104.2465210075834,0.008535322966464401
6.004722951097359,2,0.08516956499573619,0.37797971309836154,38000,0.041559276058519466,5.438236873576535,-104.24683728702321,0.008306380725797386
6.350014180207462,2,0.09526198140786274,0.35286215765682677,38000,0.042687712922087825,5.791851917311494,-104.25719770654703,0.006432392516020074
6.5729545600970845,2,0.09787464821703017,0.3387355960520108,38000,0.029029293477039426,5.942875264973499,-104.25775178008963,0.008517077760791757
6.556397161379665,2,0.09868082740233082,0.3406958997277117,38000,0.028588930841366596,5.062535955538322,-104.27230056058134,0.007984858099184186
6.509955139145517,2,0.09981563404827391,0.3424169984906437,38000,0.03353253399507709,5.141332535591907,-104.27953462486585,0.005628630622165697
6.4364271271785505,2,0.09805344896773363,0.34697586777560896,38000,0.030661406637759507,4.798912190896002,-104.28727689617688,0.0071292254469043055
6.684276303058655,2,0.1036414949556247,0.33303212169493923,38000,0.02102818087153702,5.7097054114562376,-104.28732210367744,0.008516728172435562
6.600716136434751,2,0.10006400428795603,0.34053780486282903,38000,0.02138184398329941,6.32293777134037,-104.28791210416729,0.006041984931819273
6.44937525562907,2,0.10138594305271162,0.3427766253031051,38000,0.035695871341358806,6.128277848632958,-104.29576444038648,0.005906702585167626
6.628720417658437,2,0.099984516520781,0.33751232310455376,38000,0.03137412792480395,5.493466662016872,-104.2996123617837,0.008363214433233141
6.701160359343218,2,0.10176645907056271,0.33359331619461813,38000,0.026920455619327724,6.559114310443356,-104.30675177160684,0.00887711331201584
6.7549018610577365,2,0.101534736263138,0.3308702340266001,38000,0.0286980423513917,5.248255667454284,-104.32058127882418,0.00931138836002509
6.743682946728458,2,0.09857084062944799,0.3337328746926559,38000,0.02607626457565794,5.433525841158011,-104.32611374506686,0.010929475480836663
6.363842868190567,2,0.09923335859743448,0.35069249241795813,38000,0.04520497437612605,5.322900723889685,-104.32799301878438,0.0045479112131378676
6.771742593465816,2,0.10390265625374515,0.3298838227181839,38000,0.01944902484612412,5.092160027465182,-104.33119327498622,0.0089263591487140255
6.569241838424041,2,0.09915271214345837,0.33909396308027806,38000,0.04492797594875225,5.210971936671268,-104.3365473870281,0.007705829608330746
6.704752014118991,2,0.10101631294357806,0.3319412254596385,38000,0.0351836191180361,5.083157883415765,-104.34541424573668,0.00974302922535437
6.666088537385199,2,0.10399923026880048,0.33039564326731957,38000,0.032314942216426404,5.867888193149326,-104.36615253613927,0.006902854914415602
6.5119393316267065,2,0.0955792904646576,0.3471386453604698,38000,0.04364714989033779,5.377002651060384,-104.3665938669346,0.006936679810370081
6.589755096574664,2,0.09545602269636203,0.34221437022874174,38000,0.04425793075563292,5.214469000606626,-104.37246652933761,0.009172984037153475
6.5855554565991845,2,0.1032378268398042,0.33588463640653915,38000,0.04439919731267149,5.1779620065366245,-104.38077447128155,0.008945972795435
6.7756786055426295,2,0.10518715768024389,0.3287405644931703,38000,0.037978098563512974,5.525823425569098,-104.39046867812117,0.007456484394177522
6.223139734254698,2,0.09310265182252507,0.3617657825023251,38000,0.06259037367555297,6.860773823388762,-104.40244286354547,0.005051321770959287
7.00583121638528,2,0.10024680831855366,0.32055429465619756,38000,0.020390817649941922,5.919161752106342,-104.40356586065985,0.006904300685674914
7.173286680202423,2,0.10357826111186236,0.3138583232578713,38000,0.00877137043322919,5.556898715840207,-104.42314663120268,0.0046334713625433635
6.971587224410209,2,0.1069517665545104,0.3194133630348156,38000,0.03294985913881804,5.905384740662365,-104.4262549234079,0.009535231661374122
6.692360181122289,2,0.10258318360297443,0.3297041673438629,38000,0.051458034329931075,5.665006855055831,-104.45565778785586,0.004678256954965429
7.303334555403832,2,0.11161347996670554,0.3046442119883681,38000,0.007580297535443046,5.9315347704838635,-104.4686105077095,0.008579344209275006
7.265746344879475,2,0.1072242229080877,0.30997639830958573,38000,0.017081644581815096,5.300704516660608,-104.47887993360729,0.007601245040883751
6.830694930313065,2,0.10157182352445707,0.3324368215330795,38000,0.026953635639995876,5.836586346177659,-104.48125320842948,0.007006750292997187
7.283989064392584,2,0.11045843957814908,0.3075719559005753,38000,0.019796072349753897,5.50841620874013,-104.49904646564377,0.006998687866575077
7.216864905781254,2,0.10934576143946018,0.3092120440390224,38000,0.024901233749697767,4.972164391574025,-104.50122029824522,0.0042794515191694705
7.407496073561247,2,0.10746310769280502,0.3036890454584638,38000,0.008468028461660457,6.040575496339517,-104.50300936359734,0.006820277021296557
7.290443858754977,2,0.10795899934905763,0.30591936018617183,38000,0.031134901522910263,5.360550790510718,-104.5167304439258,0.005880081858503215
7.297665538243762,2,0.11320564780937632,0.30412720906329055,38000,0.018760517580701516,5.136869526271472,-104.52196484127091,0.010254826144642876
7.465058763143806,2,0.10856554883678927,0.30099775060841455,38000,0.013193026023643728,5.7507913468265,-104.52628685321449,0.006335116435836434
6.9276928485074745,2,0.09851114686665717,0.3260795067334245,38000,0.055471388088246115,5.390848467172301,-104.53317610035296,0.0072450780398208995
7.550757244069166,2,0.11284032198340933,0.2949247961854953,38000,0.011007858391286027,5.338057659443168,-104.53870963402537,0.00496699029662579
7.64613963804742,2,0.1138642987817966,0.29239514646667647,38000,0.004973630397220933,5.8513861058391665,-104.55146372004634,0.005616798336610433
7.462093440912931,2,0.11239197996981234,0.29988191855596,38000,0.03902660254167825,5.8845089937481525,-104.58730464801492,0.011077081387734972
7.317294515521035,2,0.1069266875611914,0.3076823236740133,38000,0.045960451923348196,6.105920584565038,-104.59191991011677,0.008531604029976837
7.61587120513985,2,0.1107380268432336,0.2962906757317957,38000,0.020461412483742274,5.616502467001381,-104.5963539684253,0.007191664057387302
7.639639989717518,2,0.1176844906711605,0.291455963542635,38000,0.008325668660163368,6.1254089315188835,-104.6008606674969,0.01181495117980249
7.519377427368699,2,0.1102783135841606,0.29789687086495237,38000,0.043685323392584026,5.77939413320115,-104.62813855256435,0.004812172223537023
7.535323273092553,2,0.11033668048149128,0.2998923568589049,38000,0.03446500506747887,5.91084280457747,-104.63591223318073,0.009047490736944497
7.783680969991216,2,0.11533703936131498,0.2879681198794493,38000,0.017879001880677273,5.705669304141147,-104.6381453098932,0.008448679872036135
7.759984545134501,2,0.11593459795885905,0.287950020998308,38000,0.02550669037575415,5.654685934195174,-104.64254404934842,0.005457086484444409
7.702261187668105,2,0.1118465165293585,0.2896052810829326,38000,0.011849739945044336,4.810832656978745,-104.6705391403065,0.0063229592638804726
7.574722334348014,2,0.1131458120272005,0.2957813086564036,38000,0.05569164797299751,6.093070440678291,-104.71615894889848,0.009119561704663631
7.882892225044086,2,0.12019831693144932,0.28355223948780656,38000,0.018175685498701154,5.0403950889755125,-104.75375697065216,0.00618438265627036
8.066470023067648,2,0.11987388495000013,0.2782989247825872,38000,0.0251606387178138,5.842359072386882,-104.75732818861557,0.005611752108093418
7.82126400346275,2,0.114899674410939,0.2861441558338877,38000,0.016978296772525703,4.508795536202055,-104.77185045612438,0.00816558358074778
7.786605067655526,2,0.11973816567492995,0.28586940923928067,38000,0.04151979386898043,6.910481782374093,-104.78820578077246,0.005951615507459927
8.065164033192216,2,0.12153118403811813,0.27897904003894797,38000,0.018126892836975855,5.7298833293061975,-104.79007410164228,0.007962296917904392
7.901416186161984,2,0.11132771012075539,0.28579217757694825,38000,0.04384257837191908,5.6583126902960545,-104.7932115310814,0.010269352471423552
8.25267778511581,2,0.12118946692596563,0.2707459106299991,38000,0.007405236190736137,5.412533727602256,-104.79671248182575,0.005502676145001293
8.062362528800579,2,0.1220328016198836,0.27691722394781787,38000,0.04236119410299106,5.675540515059344,-104.83026826021144,0.009194987940417435
8.17932536911716,2,0.12346509185628307,0.2720474807377004,38000,0.021040699725474798,5.1596613531683975,-104.8406389075066,0.0087991647420619
7.815313254723844,2,0.10767364813108465,0.2905594933193121,38000,0.0464534044514119,5.671266234218989,-104.84480968649007,0.006996247928679964
8.408517556014072,2,0.12360354123528103,0.2651788175436256,38000,0.005055994207041371,6.129578546636376,-104.86589554972402,0.008265251752447415
8.307969012924607,2,0.12006272553339441,0.2703115306476396,38000,0.03645252678835565,5.980982041031756,-104.88577297629047,0.006087790563390406
8.402576551425641,2,0.1231016184985081,0.26679329465083773,38000,0.028548987667194888,5.583131118965185,-104.88963781920793,0.006929164685940068
8.297413192592595,2,0.1247204638765079,0.2700542301777663,38000,0.026784945787593363,5.271558900328502,-104.89293718083869,0.01036861100709469
8.259781705662501,2,0.12393477715990021,0.27077708469238576,38000,0.04593666645704053,6.249252741238298,-104.90686656940099,0.008293770470037274
8.623379568185882,2,0.12449443322532688,0.2605832273407498,38000,0.014172820573482976,6.079643500741704,-104.92434563391143,0.006197087506221523
8.573804539811348,2,0.1253013594504891,0.26075928425326395,38000,0.022295284286313024,5.99836856294497,-104.92513302097353,0.004545548867699923
8.48223636111368,2,0.12945734612933327,0.26196415967697556,38000,0.021280457107844482,5.374681198722786,-104.95059101669888,0.004163845709152812
8.3013254907033,2,0.12393318864385094,0.2694217475794805,38000,0.04801336826429253,5.613416356299822,-104.95424846500454,0.01157212655325105
8.556615458014665,2,0.12517570347077828,0.26101636338532136,38000,0.022365000505689663,4.891441385096665,-104.9944698980494,0.009040074340772763
8.615930356828194,2,0.131457302179573,0.2593234741069362,38000,0.03225600116187994,6.085677250329702,-105.01161452695753,0.008816696432790525
8.630918317767962,2,0.12894458929743247,0.2604938473869284,38000,0.0353583711523461,7.294517131950114,-105.08184090408584,0.009501667339386117
8.99986449148925,2,0.132110382957281,0.24977613700317755,38000,0.03191777337632285,5.938863692977287,-105.12188569645171,0.006769017786212912
8.74156539775604,2,0.12821982935566983,0.2540086956646481,38000,0.04080757409395562,5.408533919956327,-105.12926777041606,0.00866280090657154
8.425480981106189,2,0.12332924996531144,0.27050784939639905,38000,0.047929972513036774,5.323351499503917,-105.13339846855301,0.0047160191001990705
9.082562122803102,2,0.133872663465477,0.24771950870237072,38000,0.025444523390575083,5.843527708622821,-105.14743499614896,0.011475402170341152
9.018216285812535,2,0.1296304922554357,0.24862855732185307,38000,0.048811582445893835,6.119247985313686,-105.1829094832727,0.010973326072492955
9.251861827079574,2,0.13748555793099168,0.2415965883069389,38000,0.009960094235527607,6.5452209163278114,-105.18864302624027,0.006863743072811476
9.126420526348685,2,0.1306333653947701,0.24671532746714342,38000,0.04056283969160665,5.88602184055003,-105.1987444649023,0.005729469574807005
8.829432848487736,2,0.12660137664375143,0.25498410551580225,38000,0.06751996392278739,6.208917873800091,-105.21744248995978,0.009187868011307644
8.911578032697735,2,0.12976935565868694,0.24994239997982692,38000,0.024138146786915147,4.561973140041853,-105.22468082069337,0.006381141946823138
9.10702213904505,2,0.134987326653855,0.2440185117553497,38000,0.04540121632643138,6.232017986542741,-105.25475496835324,0.0055565758589237535
9.49044490976311,2,0.13659599714800663,0.23785332316856145,38000,0.023099669580992226,6.02774680990069,-105.26760610489028,0.009182793284691114
9.332667687082061,2,0.1337911364711768,0.24214851323593464,38000,0.0380052823241113,6.421006321290699,-105.28102243605511,0.006072673256992264
9.252773676970437,2,0.1378062005479024,0.24357820061122912,38000,0.03330852992751469,5.434026104486389,-105.28575248259419,0.007382560176533222
9.376346360601293,2,0.13504980630055888,0.23857908580741807,38000,0.033073855983198036,6.32595262581118,-105.28936722164948,0.008286638978511477
9.355411568924028,2,0.1373914346884809,0.24161372929019964,38000,0.031255473597560327,5.635159540644221,-105.30514140216603,0.010790173248271176
9.458103147930583,2,0.13496595238926173,0.23825599186703217,38000,0.043167117916943804,5.547261298297381,-105.34670869563229,0.00608769686563029
9.408155338576828,2,0.1322444682544856,0.24079474049701574,38000,0.052024211470429516,6.028504323358133,-105.3678706907894,0.006624054050028635
9.59541432470226,2,0.13158569872285283,0.23762597350819534,38000,0.020341937901162212,5.8182515264455406,-105.38453697445071,0.006823734256324937
9.732430553295217,2,0.14537655266427915,0.2312015967613063,38000,0.01342220746581531,6.175264596728464,-105.40966539731316,0.007411006803809307
9.68209017191471,2,0.14894390538912172,0.228773643567522,38000,0.010517044652024432,5.680151576753938,-105.43801993796141,0.009612889240216355
9.79069284544166,2,0.14127675916856414,0.229831186208938,38000,0.03769117100288766,5.622937248864101,-105.45340433184838,0.007202162730569104
9.763895154806644,2,0.1358891811217673,0.2319483353470974,38000,0.046290515280662116,6.068430970798593,-105.47137866458584,0.00801033678783651
9.91971005800697,2,0.14553861743891305,0.2266756540055593,38000,0.031217890150124054,6.374731133571229,-105.47753469622462,0.009890543682744994
9.919586613282457,2,0.1435941930237546,0.22766174406978684,38000,0.03900342592906469,6.376652718512479,-105.49398520451564,0.009104538467370936
9.977760876930644,2,0.14671350234834044,0.2237035613721065,38000,0.008266566884983525,5.281423217928691,-105.49637925994976,0.0074390462740019855
9.882698049214232,2,0.14425076016979382,0.2288994352447007,38000,0.03611963628891427,6.095353211535699,-105.50858422009156,0.006483902361545642
10.051322971515079,2,0.14688829099639175,0.2224516233285761,38000,0.035069642746028,5.980646471199439,-105.53723377316113,0.007615757803248116
9.998617710603742,2,0.14494892319306824,0.22355702710048722,38000,0.02548957052237289,6.884017517644661,-105.53849303304297,0.008586071815716035
10.13087296043486,2,0.14285976805920378,0.22121444026164988,38000,0.033514251201128574,6.143436176485232,-105.58951112394912,0.007534577860651445
9.959636619276328,2,0.1416642911238303,0.2254439664353943,38000,0.05887324674794911,5.988424181504708,-105.62172716165169,0.00886898318530317
10.421997641464872,2,0.15011481938519,0.21477591955928496,38000,0.020150405759649163,5.595875754724302,-105.64856791310645,0.008268910707537087
9.861761107305785,2,0.1507105196164158,0.22716150788492762,38000,0.035433634300204,7.8074671103441,-105.65508437480986,0.00864480298334438
10.25808224092247,2,0.14900086855747766,0.21912437867112974,38000,0.04544813809014065,5.810408127021429,-105.67768553495436,0.009884779462330502
10.45274331475484,2,0.14293460860437032,0.21633074623803636,38000,0.02263166511989838,6.22882248074301,-105.69450968551406,0.005066672600273978
10.594809129060657,2,0.15258468264738165,0.2118619504280896,38000,0.004258175409318402,5.581106297367999,-105.69514853167854,0.005547025825201756
10.517019662701113,2,0.14697731073818646,0.21493813076591853,38000,0.027878538605498587,6.88098376303827,-105.70394534717725,0.00818620377309199
10.152765207866357,2,0.14191794227701165,0.2232793672463669,38000,0.06306498832475346,6.407307640374037,-105.70603042249674,0.005661311657610838
10.625503105483066,2,0.1561316390542923,0.21079385593981276,38000,0.011697420408804678,5.069517560476037,-105.77543389192455,0.006707668355623705
10.679990497283754,2,0.15337279480223426,0.2110839333278772,38000,0.040653666004769315,5.906663207929536,-105.81962616949966,0.00700520763291913
10.560809831893598,2,0.1515850066571573,0.21259568823692568,38000,0.05902811152876458,6.404466597316087,-105.8393131797799,0.008507648534798911
10.404410996942794,2,0.1421823767857086,0.21765941540463202,38000,0.07387662698021429,5.979625600448453,-105.85537390087612,0.009243879706562505
10.555777223471402,2,0.15111689403573175,0.213103183763698,38000,0.06402896613968173,7.050059482010262,-105.87354271693556,0.0055568754448565
10.834915385186473,2,0.16227237530945263,0.20656493175416663,38000,0.015826906017054117,5.3135717879929825,-105.87764356436205,0.007900826846193098
10.94880694155988,2,0.16535943158286343,0.20234310283858892,38000,0.030757203866894227,6.52432068387871,-106.00200519052795,0.009392044791840828
11.475972376391768,2,0.163805578745009,0.19703246384972578,38000,0.005528023927720539,6.204691322443484,-106.03790507033717,0.006154352628871423
11.48696126512064,2,0.16089561155160517,0.1961511740660181,38000,0.027718421734524303,6.019396514176973,-106.0738995964819,0.008135974255336598
11.092995818732803,2,0.14978637077367618,0.20626637235839104,38000,0.07397963133559918,6.648359308481633,-106.10984323268521,0.006506022514224109
11.232667743436487,2,0.1543209984795433,0.20195112204765403,38000,0.06593277386591326,7.023842521051409,-106.12241897485626,0.0098779366145152845
11.67223129787004,2,0.16468912552910653,0.19295472661390542,38000,0.020220044134398325,6.472373489636461,-106.1342402989337,0.0055974166156102494
11.53648695387965,2,0.16558312523687985,0.19457451389208671,38000,0.0312719286663526,6.835643477874612,-106.13574096415229,0.011693621647817542
11.503173316055715,2,0.16617969057448512,0.1958529909061276,38000,0.04512005133373943,6.2322023912851945,-106.15458510896578,0.0058014956333087495
11.788341831661546,2,0.17217338907685859,0.19000788264011845,38000,0.025515195206618987,5.484282527428402,-106.24425577420541,0.00947766909806416
12.00175184782728,2,0.17008237078259317,0.18749772286441574,38000,0.027727598913910016,6.032507609189411,-106.27620560223973,0.010455231018704042
11.551412038390026,2,0.1733653694088112,0.19406076198978053,38000,0.059118546179392176,6.968207697555582,-106.32657739856937,0.00704516761600562
12.05816682571746,2,0.17195635174303733,0.1877354910149958,38000,0.03737571892662107,6.759628040282215,-106.33407972606219,0.004812877365670633
11.943637005592644,2,0.1741457052352284,0.18825013548569894,38000,0.025705922141234645,7.660346468865434,-106.34082458062782,0.007668764504371695
12.351110229073024,2,0.17429408246347977,0.18338791804181911,38000,0.014529968673375896,5.51295909019416,-106.39951786840906,0.009788883281137696
12.232381512338833,2,0.16656628597404707,0.1852568780771985,38000,0.0450525230106554,6.174872018777777,-106.41997841996404,0.005832020346609115
12.033257669734775,2,0.17694019431790087,0.18666752598154293,38000,0.025183671515363982,5.052343987840432,-106.42633818939363,0.006581094119607781
