rho,b1,b2,b3,b4,b5,b6,delta,IO_0,psi,SB1_0,SB2_0,SB3_0,SB4_0,SB5_0,SB6_0,sigma_dem,sigma_env,SO_0,tau,loglik,loglik.se
0.012816233900375559,3.1661100827663864,0.3290647329078398,1.7575528397054683,6.2175894733964014,5.0086620717262615,2.6714034530226956,0.016666666666666666,6.996752917363823e-4,0.002313113329236606,4032,4305,4616,4409.999999999999,4565,4068.9999999999995,0.04278606398478443,0.46149564352590755,0.13141740929420173,0.0018859269601749092,-794.5562043681858,0.07744479031232944
0.012416025636231403,3.100249688783466,1.0033939810183312,1.4559363528246128,6.298178373774305,4.759940427887024,2.754298848368409,0.01666666666666667,5.514154346953659e-4,0.0019965753056117542,4032.0000000000005,4305,4616,4410,4565,4069,0.03394995218459141,0.5057756769928691,0.15760824537225782,0.0013457114036915607,-794.8413214804501,0.1358151294781637
0.012871762838653435,3.1116115975006995,1.031964998183718,2.094099030847882,5.898825122712305,5.115609217900433,2.4579454237770437,0.016666666666666666,6.856589539201031e-4,0.0018521540778472817,4032.0000000000005,4305,4616,4410,4565.000000000001,4069,0.03506332557692211,0.4991061987371648,0.15645936800518484,6.562154764225782e-4,-795.0114213944569,0.11422572587500394
0.012227121303886328,3.013701927411042,0.7259462121165541,1.7801383796535886,6.114616845116612,4.831433011668004,2.611471408348531,0.016666666666666666,1.9953793897703974e-4,0.0021234790112366056,4031.9999999999995,4305,4615.999999999999,4410,4565,4069,0.03854858526155287,0.4873405202388877,0.15765574944573837,0.0016571696986408574,-795.0929331801319,0.13034622197788068
0.013105622680517917,3.341210805942527,0.059188452208124916,1.5715327749583778,6.128097184140208,5.034362846350681,2.5896467803369076,0.016666666666666666,9.589057839438058e-4,0.0018901305913792887,4032,4305,4616,4410.000000000001,4565,4069,0.03859531616373346,0.4617183482703108,0.15268682662833516,8.31207782065549e-4,-795.1117893923595,0.08569349939843073
0.012014393334463018,2.901336907698628,1.763844529307366,1.9045289950153161,6.179783338187459,4.929190838747921,2.6632172290730183,0.016666666666666666,4.488251875094592e-4,0.0016846052458472872,4031.9999999999995,4305,4616,4410,4565,4069,0.035274568029041754,0.4533281225585835,0.16267776517191862,0.002006482997987789,-795.11304722359,0.08850234769465391
0.012211502725379141,3.362864896686849,-0.33773390405363884,2.299899614555126,6.082650324684966,5.135433586406841,2.452554886382999,0.016666666666666666,4.926703075095713e-4,0.002119996251629606,4032.0000000000005,4305,4616,4410.000000000001,4565,4069,0.044664821118438884,0.4712577117920521,0.13944161829513863,0.001185441377628546,-795.1286866195976,0.09793846505362078
0.011050666089268746,3.0967152020499196,1.7707481431618164,1.669130351720289,6.542349256610663,5.119037964197584,2.8329434970504384,0.016666666666666666,0.0011422015572951072,0.00264430587888041,4032,4305.000000000001,4616,4410.000000000001,4565.000000000001,4069.0000000000005,0.04715007268817713,0.47214776274820447,0.11204622334175798,7.961191781983375e-4,-795.1411825092028,0.12263148200347422
0.011814140047419572,2.6283772266022436,1.7237970622821472,1.4397207285699873,6.23425346190429,4.80605567697494,2.765224868045738,0.016666666666666666,0.0010094917235972394,0.001816492278076814,4032,4304.999999999999,4616,4410,4565,4069,0.03421438951059602,0.49655275803505367,0.17634075206506886,0.0012740178404793967,-795.1549352326675,0.13373143800576276
0.015253744150646011,2.6556924545858895,1.3834485664282616,1.2783365848207744,6.14061712470302,4.589107272651666,2.5329596620438983,0.016666666666666666,3.288546612207846e-4,0.0013314628472064004,4032,4305,4616,4410,4565,4069,0.03218069881827004,0.4643332396869245,0.19683343488115795,0.001967671661628468,-795.1604250649427,0.11525720344567472
0.011170893221509156,3.111413556960482,1.9723312457229092,1.872375083415771,6.2425781171399795,5.037200270571674,2.7310742484632713,0.016666666666666666,7.554573695228715e-4,0.002285215686176593,4032.0000000000005,4305,4616.000000000001,4410,4565,4069.0000000000005,0.04489503580524193,0.4512896645588436,0.13089722452747823,0.0017982216380960537,-795.1631618913505,0.0871150475981881
0.012002097797433862,2.702383796702289,2.0674598879378756,1.0209804453454296,6.390026029371195,4.777317302136848,2.7494669682675767,0.016666666666666663,8.019583815918195e-4,0.0020156358654343713,4032,4305,4615.999999999999,4410,4565,4069,0.03859330047092637,0.4673548088452444,0.16520575019750514,0.0016877430847687073,-795.182458268368,0.09530348754933278
0.01196018557710437,3.50742181356744,-1.2560519406179398,1.2765390261147662,6.3578905872974065,5.051083767481826,2.677136456341667,0.016666666666666666,0.0027433021675516136,0.0028263678236685806,4032,4305,4616,4409.999999999999,4565,4068.9999999999995,0.04442732180693135,0.4781380336978155,0.12007947896256756,0.001649338622449896,-795.1988687375579,0.10876964254128565
0.012618538366975891,2.9680140322340534,0.31621588666538286,1.9154561827457601,6.029585290719723,4.963750956103187,2.7369321630090395,0.016666666666666666,3.0513774208877723e-4,0.0021310401252579974,4032,4305,4616,4410,4565,4068.9999999999995,0.039315947185626844,0.45229284202860953,0.15401485799029233,0.0012148157442695771,-795.2517542747632,0.11288993587652635
0.012159240304758217,3.0224621441084483,1.7765358333309371,2.076968434888206,6.151243510870528,4.9841802561897515,2.590485975100465,0.016666666666666663,1.4098146733742352e-4,0.0017791028722153922,4032,4305,4616,4410,4565,4068.9999999999995,0.03879221821106828,0.4931160256175691,0.16031992591692204,8.353465785153394e-4,-795.2612168411201,0.09886331754354714
0.013125801703774793,3.663635856490194,-1.4898085869097348,1.9915717934164847,5.996192799189781,5.065103077690175,2.2496505419617407,0.016666666666666666,2.7424867888563997e-4,0.00188997454971448,4031.9999999999995,4305,4616,4410,4565,4068.9999999999995,0.03543848561397301,0.49856903054101565,0.16702997434693653,0.0013333910081727849,-795.2764784574638,0.0942410628435172
0.013347113718776536,2.4571039841855455,2.5294075888679264,1.3384699558227087,6.429036497956523,4.60068224626604,2.8365864945786754,0.016666666666666666,3.173223073782625e-4,0.0013486484543735037,4032.0000000000005,4305,4616,4410,4565,4069,0.030277348765714772,0.4957086422629978,0.17959160966321502,0.0010485493966188,-795.2849239558127,0.15345242563975733
0.014217735215627199,2.753503279988695,0.960287938983502,1.2364170485302532,6.402773105707449,4.613726578013684,2.8944471270499057,0.016666666666666666,5.40162341224564e-4,0.0016299848369232717,4032.0000000000005,4305,4616,4410,4565,4069,0.03507266792390036,0.5001007236874178,0.1609360381410339,0.0015509876582132797,-795.2944315891767,0.09320459872502365
0.01362938903787707,3.183965435247535,-0.9205600103291004,1.7896456340441749,6.17654337923804,4.755762214817529,2.463063601461322,0.016666666666666666,3.429688394584093e-4,0.0016835989068999392,4032,4305,4616,4410,4565,4069,0.0367554070869107,0.4603342147190922,0.1843034219339387,0.0016486649184106025,-795.3154782372244,0.1223775415748254
0.01277231111078733,3.9022513261746585,-2.1679856693457187,1.9111565343657047,6.079981587835735,5.221441438880144,2.2142490677622844,0.016666666666666666,5.28996017719341e-4,0.0021193874336108585,4031.9999999999995,4304.999999999999,4616,4410,4565,4069,0.039941687701006305,0.47541883772000726,0.1491545173646534,0.0013327271897895,-795.3291289195355,0.09929090273082761
0.01368166209776514,2.8230353782295796,2.076548218385195,1.823578549049804,6.0402636731063195,4.911844539631412,2.7552413813440206,0.01666666666666667,7.130588312681583e-4,0.0016540964015784659,4032.0000000000005,4305,4616,4410,4565,4069,0.03684725139585775,0.4995386078507433,0.15779278860418616,0.0014302275241061472,-795.4053945619015,0.11961053945898995
0.012918959796254499,3.266421397245677,-1.1085053415914186,1.0611065665215544,6.407046596793634,4.8201449089122805,2.4770791005880315,0.016666666666666666,0.001098476568424056,0.002351234011762899,4032.0000000000005,4305,4616,4410.000000000001,4565.000000000001,4069,0.044340037049324876,0.4455596783819441,0.15741481195691992,0.0016259847110885427,-795.4108049154116,0.12019884079017479
0.011751625322960594,2.7953990401145754,1.9526495488351687,1.2101940495944714,6.404194379596877,4.968323804263056,3.0558646409392103,0.016666666666666666,0.0013383055776669366,0.0025608116785578593,4032,4305,4616,4409.999999999999,4564.999999999999,4069,0.04526438346884666,0.4686673148936859,0.1256448333018906,0.0018418252315625697,-795.4194851003977,0.12485718930972323
0.012161919594124599,2.8527252382300254,1.2959021688350698,1.3256745574513804,6.5520250728607765,4.817739920031601,2.7486885262377094,0.016666666666666666,2.2810276540941412e-4,0.0022499629008766306,4032,4305,4616,4410,4565,4069,0.04169218516995481,0.5036925615419916,0.14669721807005195,0.001146871857652943,-795.4662159916624,0.07879985650315309
0.013735566586600485,3.5567176515086643,-1.736159105723773,1.3426977095064327,5.961724939465381,4.913672165889936,2.166777848686633,0.016666666666666666,6.144140429702463e-4,0.0017777222273665616,4032,4305,4616,4410,4564.999999999999,4069,0.03197707988929616,0.49619987365611407,0.1925009908583574,1.6189889621616213e-4,-795.4691388288437,0.16738298473108007
